blocknumber,volume ZRX for 5% slippage
13201300,119955.89302213081
13201450,119955.89302213081
13201600,119955.89302213081
13201750,119955.89302213081
13201900,119955.89302213081
13202050,119955.89302213081
13202200,119955.89302213081
13202350,119955.89302213081
13202500,119955.89302213081
13202650,119955.89302213081
13202800,119955.89302213081
13202950,119955.89302213081
13203100,119955.89302213081
13203250,120393.55588295759
13203400,120393.55588295759
13203550,120393.55588295759
13203700,120393.55588295759
13203850,120393.55588295759
13204000,120393.55588295759
13204150,120428.1894250628
13204300,120428.1894250628
13204450,120428.1894250628
13204600,117556.60405141852
13204750,117556.60405141852
13204900,117556.60405141852
13205050,117377.6108008925
13205200,117375.37254612587
13205350,119849.81042018045
13205500,119849.81042018045
13205650,119863.13455919102
13205800,119863.1608749805
13205950,119863.1608749805
13206100,119863.1608749805
13206250,119863.1608749805
13206400,119914.50159831588
13206550,115519.27334112818
13206700,115493.71702297042
13206850,115494.22423349675
13207000,115494.22423349675
13207150,115494.22423349675
13207300,115494.22423349675
13207450,115494.22423349675
13207600,115494.22423349675
13207750,113500.27811738546
13207900,113500.27811738546
13208050,113500.27811738546
13208200,113625.46972456627
13208350,115297.09539527577
13208500,115297.09539527577
13208650,115297.09539527577
13208800,115297.09539527577
13208950,115349.72657637953
13209100,118160.97662162752
13209250,116866.92197714848
13209400,116866.92197714848
13209550,116866.92197714848
13209700,116937.94169607005
13209850,116937.94169607005
13210000,121304.40831955255
13210150,121304.40831955255
13210300,122300.65272166715
13210450,122300.65272166715
13210600,122300.65272166715
13210750,122300.65272166715
13210900,122300.65272166715
13211050,122300.65272166715
13211200,122301.8014977553
13211350,122316.3774449439
13211500,122316.3774449439
13211650,119106.6792972947
13211800,119106.6792972947
13211950,119114.59140782105
13212100,119114.59140782105
13212250,119114.61772361051
13212400,119114.61772361051
13212550,114915.64893009691
13212700,114894.32394488504
13212850,114894.32394488504
13213000,114894.32394488504
13213150,114894.32394488504
13213300,114894.32394488504
13213450,114894.32394488504
13213600,116260.52394495856
13213750,116260.52394495856
13213900,116260.52394495856
13214050,116260.52394495856
13214200,116260.52394495856
13214350,116248.57034900143
13214500,116248.57034900143
13214650,110231.50302491135
13214800,110231.50302491135
13214950,110231.50302491135
13215100,110231.50302491135
13215250,110231.50302491135
13215400,111141.89461542515
13215550,111141.89461542515
13215700,111141.89461542515
13215850,111141.89461542515
13216000,110330.09469133643
13216150,110355.04205975738
13216300,110376.1131911355
13216450,110376.1131911355
13216600,110376.1131911355
13216750,110376.1131911355
13216900,110376.1131911355
13217050,110376.1131911355
13217200,110376.1131911355
13217350,110376.1131911355
13217500,110376.1131911355
13217650,110376.1131911355
13217800,110376.1131911355
13217950,110376.1131911355
13218100,110376.1131911355
13218250,110364.87853142076
13218400,110364.87853142076
13218550,110251.55133022368
13218700,110251.55133022368
13218850,110251.55133022368
13219000,110267.34080390795
13219150,110267.34080390795
13219300,110267.34080390795
13219450,110267.34080390795
13219600,112590.83479109088
13219750,112590.83479109088
13219900,112590.83479109088
13220050,112590.83479109088
13220200,112664.84550391896
13220350,112664.84550391896
13220500,117489.7429746979
13220650,117487.92358700349
13220800,117709.03948950552
13220950,117709.03948950552
13221100,117814.2681435941
13221250,117814.2681435941
13221400,117814.2681435941
13221550,117814.2681435941
13221700,117814.2681435941
13221850,117814.2681435941
13222000,124744.2681439671
13222150,124744.2681439671
13222300,122958.11905167215
13222450,122958.11905167215
13222600,122958.11905167215
13222750,122958.11905167215
13222900,122958.11905167215
13223050,122945.9172645264
13223200,122945.9172645264
13223350,122945.9172645264
13223500,122593.63360644928
13223650,122593.63360644928
13223800,122593.63360644928
13223950,122593.68623802823
13224100,122593.68623802823
13224250,122593.68623802823
13224400,122593.68623802823
13224550,122593.68623802823
13224700,122567.84057309345
13224850,122567.84057309345
13225000,122567.84057309345
13225150,122567.84057309345
13225300,122567.84057309345
13225450,122567.84057309345
13225600,122567.84057309345
13225750,122567.84057309345
13225900,122567.84057309345
13226050,122574.98315928096
13226200,122517.78668761096
13226350,122517.78668761096
13226500,122517.78668761096
13226650,121452.60525909654
13226800,121247.30330548302
13226950,115706.61252531836
13227100,115676.66384108698
13227250,116936.84746877576
13227400,116936.84746877576
13227550,117530.84746880774
13227700,117561.8336573957
13227850,117561.8336573957
13228000,117561.8336573957
13228150,117564.62423662937
13228300,117564.62423662937
13228450,117564.62423662937
13228600,117431.54189795998
13228750,117511.34353472243
13228900,117511.34353472243
13229050,117511.34353472243
13229200,118069.45027491063
13229350,118069.45027491063
13229500,118069.45027491063
13229650,112348.63474762923
13229800,112348.63474762923
13229950,112160.2601328058
13230100,112160.2601328058
13230250,113157.99089570376
13230400,113157.99089570376
13230550,112319.32855424724
13230700,112319.32855424724
13230850,111544.18619467175
13231000,111544.18619467175
13231150,111544.18619467175
13231300,111544.18619467175
13231450,111544.18619467175
13231600,111544.18619467175
13231750,115365.93335350006
13231900,115365.93335350006
13232050,115365.93335350006
13232200,115365.93335350006
13232350,115365.93335350006
13232500,115365.93335350006
13232650,115365.93335350006
13232800,115365.93335350006
13232950,115365.93335350006
13233100,115365.93335350006
13233250,115415.78335350275
13233400,115415.78335350275
13233550,115415.78335350275
13233700,115443.08304560796
13233850,111350.12141967905
13234000,111095.65556994606
13234150,111095.65556994606
13234300,111095.65556994606
13234450,108571.72727726378
13234600,110981.63874872508
13234750,110981.63874872508
13234900,110955.88727361524
13235050,109484.71706698828
13235200,109484.71706698828
13235350,109484.71706698828
13235500,109484.71706698828
13235650,110609.46908504383
13235800,110576.4235722194
13235950,110394.51127783269
13236100,115848.51957978575
13236250,116001.70326635793
13236400,116254.08409664143
13236550,116465.4040370223
13236700,116259.25801873524
13236850,110489.74612921984
13237000,112306.81923692847
13237150,112306.81923692847
13237300,112306.81923692847
13237450,112219.7631808758
13237600,113450.98453552504
13237750,113450.98453552504
13237900,113450.98453552504
13238050,113450.98453552504
13238200,113450.98453552504
13238350,112615.8149807332
13238500,112883.17238286538
13238650,112883.17238286538
13238800,113063.83472462188
13238950,113054.79226593717
13239100,113054.79226593717
13239250,113054.79226593717
13239400,113054.79226593717
13239550,113054.79226593717
13239700,113054.79226593717
13239850,109220.44738062285
13240000,109220.44738062285
13240150,109393.53426683322
13240300,109393.53426683322
13240450,109393.53426683322
13240600,109393.53426683322
13240750,116692.6989659029
13240900,116503.88169824216
13241050,116503.88169824216
13241200,116503.88169824216
13241350,116503.88169824216
13241500,114354.00098378905
13241650,114385.94836711671
13241800,114385.94836711671
13241950,114385.94836711671
13242100,114385.94836711671
13242250,115801.21131569658
13242400,115801.21131569658
13242550,115801.21131569658
13242700,115784.49794991447
13242850,112023.47023779365
13243000,112023.47023779365
13243150,112019.12534228434
13243300,112019.12534228434
13243450,113319.16011529295
13243600,113308.93817619963
13243750,113308.93817619963
13243900,113308.93817619963
13244050,113308.93817619963
13244200,113308.93817619963
13244350,113308.93817619963
13244500,113308.93817619963
13244650,113344.19988985018
13244800,113344.19988985018
13244950,113344.19988985018
13245100,113344.19988985018
13245250,113344.17655688176
13245400,113344.17655688176
13245550,113344.17655688176
13245700,113320.75333844738
13245850,113320.75333844738
13246000,108398.51141722055
13246150,108398.51141722055
13246300,108398.51141722055
13246450,108171.18216801793
13246600,110363.41550048803
13246750,110363.41550048803
13246900,110361.7649755559
13247050,110360.93984185946
13247200,110360.93984185946
13247350,110659.69658659693
13247500,110658.5015520002
13247650,110658.5015520002
13247800,110658.5015520002
13247950,110657.67691294747
13248100,110657.67691294747
13248250,110618.37467921068
13248400,110619.00625815804
13248550,111316.44977532105
13248700,111316.44977532105
13248850,111316.44977532105
13249000,111316.44977532105
13249150,111326.96030163688
13249300,111326.96030163688
13249450,111326.96030163688
13249600,111326.96030163688
13249750,111326.96030163688
13249900,111326.96030163688
13250050,111321.98680843091
13250200,110477.01040749901
13250350,118100.7397059939
13250500,118100.7397059939
13250650,117974.95931520841
13250800,117974.95931520841
13250950,117974.95931520841
13251100,117974.95931520841
13251250,122088.78500789484
13251400,122087.15541366638
13251550,122087.15541366638
13251700,122087.15541366638
13251850,119528.59532209601
13252000,119528.59532209601
13252150,119528.59532209601
13252300,119528.59532209601
13252450,119514.68631504597
13252600,119514.68631504597
13252750,120635.877807475
13252900,120635.877807475
13253050,120657.2202235897
13253200,120641.04233626807
13253350,120641.04233626807
13253500,119841.52492318842
13253650,119841.52492318842
13253800,119841.52492318842
13253950,119841.52492318842
13254100,119841.52492318842
13254250,119841.52492318842
13254400,120967.58575718263
13254550,120967.58575718263
13254700,122015.78386291333
13254850,122015.78386291333
13255000,122015.78386291333
13255150,122780.18564721443
13255300,122864.24751465984
13255450,122864.24751465984
13255600,122864.24751465984
13255750,122864.24751465984
13255900,122864.24751465984
13256050,110368.19168703431
13256200,110368.19168703431
13256350,110368.19168703431
13256500,110368.19168703431
13256650,110368.19168703431
13256800,111921.44137735426
13256950,111915.95243207057
13257100,111915.95243207057
13257250,111977.68202995998
13257400,112356.19347067681
13257550,112356.19347067681
13257700,112356.19347067681
13257850,112356.19347067681
13258000,112356.19347067681
13258150,112356.19347067681
13258300,111123.16407797145
13258450,111123.16407797145
13258600,110932.11308548742
13258750,110932.11308548742
13258900,110963.20150654009
13259050,110963.20150654009
13259200,109990.35552463248
13259350,109943.29193338667
13259500,109943.29193338667
13259650,110140.02296576052
13259800,110140.02296576052
13259950,112425.62303698398
13260100,112425.62303698398
13260250,118365.62303730368
13260400,118365.62303730368
13260550,118365.62303730368
13260700,118365.62303730368
13260850,118365.62303730368
13261000,118365.62303730368
13261150,118365.62303730368
13261300,110860.73921861338
13261450,110860.73921861338
13261600,110860.73921861338
13261750,110860.73921861338
13261900,110860.73921861338
13262050,110860.73921861338
13262200,110860.73921861338
13262350,110597.89000717296
13262500,110597.89000717296
13262650,110597.89000717296
13262800,110645.73315926794
13262950,107351.60375255566
13263100,107351.60375255566
13263250,107351.60375255566
13263400,107633.23450287424
13263550,107633.23450287424
13263700,107633.23450287424
13263850,107633.23450287424
13264000,107633.23450287424
13264150,107633.23450287424
13264300,107633.23450287424
13264450,111185.50623062729
13264600,111185.50623062729
13264750,111185.50623062729
13264900,111191.7805077657
13265050,111191.7805077657
13265200,111056.63222298193
13265350,110527.04001040575
13265500,110527.04001040575
13265650,110527.04001040575
13265800,110527.04001040575
13265950,110527.04001040575
13266100,110527.04001040575
13266250,110764.84349889883
13266400,110764.84349889883
13266550,110752.76993119156
13266700,110752.76993119156
13266850,110752.76993119156
13267000,110699.79477453533
13267150,110675.25695022322
13267300,110675.25695022322
13267450,110675.25695022322
13267600,110675.25695022322
13267750,110675.25695022322
13267900,110675.25695022322
13268050,110675.25695022322
13268200,110263.91065846838
13268350,110263.91065846838
13268500,110263.91065846838
13268650,110263.91065846838
13268800,110263.91065846838
13268950,110261.80646416143
13269100,110261.80646416143
13269250,110284.91596957203
13269400,110480.53036098625
13269550,110277.45698811981
13269700,109547.49437615233
13269850,109547.49437615233
13270000,109547.49437615233
13270150,109547.49437615233
13270300,109547.49437615233
13270450,109547.49437615233
13270600,109547.49437615233
13270750,109547.49437615233
13270900,109547.49437615233
13271050,109547.49437615233
13271200,109547.49437615233
13271350,109547.49437615233
13271500,109547.49437615233
13271650,109547.49437615233
13271800,109547.49437615233
13271950,109547.49437615233
13272100,109992.92066754204
13272250,109992.92066754204
13272400,109992.92066754204
13272550,109992.92066754204
13272700,109992.92066754204
13272850,109992.92066754204
13273000,108212.46138832982
13273150,108094.03612810334
13273300,108094.03612810334
13273450,109038.43861149046
13273600,109231.71010071276
13273750,109231.71010071276
13273900,110408.31995185457
13274050,110165.29722940868
13274200,110302.50736278469
13274350,110302.50736278469
13274500,110302.50736278469
13274650,113150.41695282121
13274800,113150.41695282121
13274950,113150.41695282121
13275100,113171.99590018958
13275250,113171.99590018958
13275400,111809.98724642412
13275550,111809.98724642412
13275700,111809.98724642412
13275850,111809.98724642412
13276000,111809.98724642412
13276150,111105.0381038994
13276300,111105.0381038994
13276450,111087.62706582504
13276600,121143.4317610515
13276750,121143.4317610515
13276900,121143.4317610515
13277050,121143.4317610515
13277200,121143.4317610515
13277350,120988.42869405713
13277500,120988.42869405713
13277650,120988.42869405713
13277800,119692.327705333
13277950,123057.18179881644
13278100,122860.47763700971
13278250,122867.8859264834
13278400,122867.8859264834
13278550,122867.8859264834
13278700,122899.46487385183
13278850,122899.46487385183
13279000,122899.46487385183
13279150,122899.46487385183
13279300,130447.66120271556
13279450,130447.66120271556
13279600,128395.35348210306
13279750,128395.35348210306
13279900,128260.85949352485
13280050,128378.57725676664
13280200,128378.57725676664
13280350,128378.57725676664
13280500,128386.13118512233
13280650,128386.13118512233
13280800,128386.13118512233
13280950,132648.20771804702
13281100,132992.47548937507
13281250,132992.47548937507
13281400,132993.79127884877
13281550,132993.79127884877
13281700,132941.05491455458
13281850,132941.05491455458
13282000,132941.05491455458
13282150,132993.7912777125
13282300,132993.7912777125
13282450,132993.7912777125
13282600,132993.7912777125
13282750,129994.47787342349
13282900,129926.53470699093
13283050,129926.53470699093
13283200,129926.53470699093
13283350,129926.53470699093
13283500,129926.53470699093
13283650,129926.53470699093
13283800,126946.87841130109
13283950,126946.87841130109
13284100,126946.87841130109
13284250,126946.87841130109
13284400,129112.87452731145
13284550,129112.87452731145
13284700,128362.90545139616
13284850,128362.90545139616
13285000,128362.90545139616
13285150,128362.90545139616
13285300,128362.90545139616
13285450,129322.30504553768
13285600,122967.63102111939
13285750,122967.63102111939
13285900,122842.25668624314
13286050,119669.84545833094
13286200,117327.20498904493
13286350,117327.20498904493
13286500,117327.20498904493
13286650,117327.20498904493
13286800,120974.65891630287
13286950,120974.7115478818
13287100,120974.7115478818
13287250,120974.7115478818
13287400,120974.7115478818
13287550,120974.7115478818
13287700,116555.18634426664
13287850,124475.1863446929
13288000,124655.89236219526
13288150,124655.89236219526
13288300,128707.92458387892
13288450,128707.92458387892
13288600,128707.92458387892
13288750,128596.86529651404
13288900,128596.86529651404
13289050,128596.86529651404
13289200,128596.86529651404
13289350,128596.86529651404
13289500,132293.5824563016
13289650,132293.5824563016
13289800,132293.5824563016
13289950,130341.49401350462
13290100,130341.49401350462
13290250,130341.49401350462
13290400,130341.49401350462
13290550,130341.49401350462
13290700,130341.49401350462
13290850,117662.15452193885
13291000,117662.15452193885
13291150,117662.15452193885
13291300,117662.15452193885
13291450,117665.71475351774
13291600,117648.6154530306
13291750,117648.6154530306
13291900,117666.84935933325
13292050,117666.84935933325
13292200,121736.93969151595
13292350,121736.93969151595
13292500,121736.93969151595
13292650,121736.93969151595
13292800,126211.46740463137
13292950,126269.46169132914
13293100,126248.67473905615
13293250,124779.04597107903
13293400,124779.04597107903
13293550,124779.04597107903
13293700,124779.04597107903
13293850,124779.04597107903
13294000,130638.2631028358
13294150,130638.2631028358
13294300,130638.2631028358
13294450,130632.89545966114
13294600,126770.73652004244
13294750,126770.73652004244
13294900,126770.68210933093
13295050,126770.68210933093
13295200,126770.68210933093
13295350,126770.68210933093
13295500,126770.68210933093
13295650,126770.68210933093
13295800,126770.68210933093
13295950,126770.68210933093
13296100,126770.68210933093
13296250,126770.68210933093
13296400,126752.93659050358
13296550,126752.93659050358
13296700,126687.47904275355
13296850,126687.47904275355
13297000,126687.47904275355
13297150,126839.17633424237
13297300,126787.6846918457
13297450,130483.16790692208
13297600,130483.16790692208
13297750,131538.0335663703
13297900,131538.0335663703
13298050,131538.0335663703
13298200,131538.0335663703
13298350,131538.0335663703
13298500,131538.0335663703
13298650,131538.0335663703
13298800,128479.53911962913
13298950,128479.53911962913
13299100,128479.53911962913
13299250,128479.53911962913
13299400,128479.53911962913
13299550,118149.80166528674
13299700,118149.80166528674
13299850,118149.80166528674
13300000,119336.49079922229
13300150,121248.80862539561
13300300,121248.80862539561
13300450,121494.68159557003
13300600,118116.57031412433
13300750,118115.61787039116
13300900,128547.66745724974
13301050,128547.66745724974
13301200,130806.08855212135
13301350,130744.86395633953
13301500,130802.75869318166
13301650,130802.75869318166
13301800,130238.0160756614
13301950,130238.0160756614
13302100,130238.0160756614
13302250,130238.0160756614
13302400,130162.56327888608
13302550,130162.56327888608
13302700,130993.66560824495
13302850,124387.08959045599
13303000,124483.91622255254
13303150,124483.91622255254
13303300,124483.91622255254
13303450,127222.12608009421
13303600,127222.12608009421
13303750,127225.75935541473
13303900,127225.75935541473
13304050,127236.19356594108
13304200,127381.87273698575
13304350,127381.87273698575
13304500,127381.87273698575
13304650,125682.0575598279
13304800,125853.6459414273
13304950,125750.32096811131
13305100,125750.32096811131
13305250,125639.83927015784
13305400,125639.83927015784
13305550,125639.83927015784
13305700,125639.83927015784
13305850,125639.83927015784
13306000,125639.83927015784
13306150,125639.83927015784
13306300,125639.83927015784
13306450,125639.83927015784
13306600,125639.83927015784
13306750,125639.83927015784
13306900,125639.83927015784
13307050,125639.83927015784
13307200,125639.83927015784
13307350,126268.22818268728
13307500,126268.22818268728
13307650,126109.59215357862
13307800,124613.08287437016
13307950,128484.0069522727
13308100,128484.0069522727
13308250,128484.11221543056
13308400,128484.11221543056
13308550,128484.11221543056
13308700,127399.78444706817
13308850,127399.78444706817
13309000,127399.78444706817
13309150,127399.78444706817
13309300,127399.78444706817
13309450,127534.70043271314
13309600,127534.70043271314
13309750,127534.70043271314
13309900,124386.8934920446
13310050,125214.63861946516
13310200,125214.63861946516
13310350,125214.63861946516
13310500,125214.63861946516
13310650,125213.75185898981
13310800,125213.75185898981
13310950,128814.0584899869
13311100,128814.0584899869
13311250,128814.0584899869
13311400,128814.0584899869
13311550,128814.0584899869
13311700,128814.0584899869
13311850,131085.242875896
13312000,131085.242875896
13312150,131085.242875896
13312300,131155.08673083066
13312450,131155.08673083066
13312600,117663.77704690833
13312750,117663.77704690833
13312900,117663.77704690833
13313050,114732.18250405394
13313200,114732.18250405394
13313350,114732.18250405394
13313500,114732.18250405394
13313650,114732.18250405394
13313800,114732.18250405394
13313950,114732.18250405394
13314100,114732.18250405394
13314250,114732.18250405394
13314400,114742.61408300129
13314550,114150.10864418001
13314700,114150.10864418001
13314850,114150.10864418001
13315000,126436.14094301284
13315150,129656.81052229492
13315300,129656.81052229492
13315450,129656.81052229492
13315600,118989.45142523074
13315750,114755.82199978488
13315900,114755.82199978488
13316050,114755.82199978488
13316200,114755.82199978488
13316350,114755.82199978488
13316500,114755.82199978488
13316650,114755.82199978488
13316800,114755.82199978488
13316950,114651.78340902695
13317100,114651.78340902695
13317250,114651.78340902695
13317400,114651.78340902695
13317550,114651.78340902695
13317700,114624.51177354998
13317850,114624.51177354998
13318000,114492.93282618161
13318150,114492.93282618161
13318300,114492.93282618161
13318450,114492.93282618161
13318600,114492.93282618161
13318750,117243.56845377208
13318900,122380.18685119008
13319050,122416.60790382171
13319200,122416.50292910505
13319350,122416.50292910505
13319500,122397.35129251724
13319650,121245.41412923498
13319800,121245.41412923498
13319950,121245.41412923498
13320100,121245.41412923498
13320250,121245.41412923498
13320400,121245.41412923498
13320550,121245.41412923498
13320700,121245.41412923498
13320850,121245.41412923498
13321000,121214.21722456861
13321150,121214.21722456861
13321300,121090.8468083229
13321450,121090.8468083229
13321600,127189.51467651533
13321750,127187.73917337213
13321900,121983.93890486707
13322050,121983.93890486707
13322200,121930.86909153461
13322350,121930.86909153461
13322500,121930.86909153461
13322650,121930.86909153461
13322800,121929.54672359463
13322950,118109.28734696493
13323100,118255.64547857246
13323250,118255.64547857246
13323400,118255.64547857246
13323550,118255.64547857246
13323700,118255.64547857246
13323850,118255.64547857246
13324000,116814.71198871007
13324150,116814.71198871007
13324300,116816.78909397326
13324450,126716.78909450612
13324600,126716.78909450612
13324750,126716.78909450612
13324900,126716.78909450612
13325050,126716.78909450612
13325200,126716.78909450612
13325350,126716.78909450612
13325500,125568.46529549244
13325650,125573.72845338716
13325800,125573.72845338716
13325950,125573.72845338716
13326100,125573.72845338716
13326250,125573.72845338716
13326400,124387.43175012709
13326550,124387.43175012709
13326700,124387.43175012709
13326850,124387.43175012709
13327000,124387.43175012709
13327150,124518.96365196528
13327300,124518.96365196528
13327450,124507.64143874103
13327600,126894.93690082771
13327750,126615.90390568876
13327900,115216.34721944228
13328050,115216.34721944228
13328200,115216.34721944228
13328350,115216.34721944228
13328500,120224.29280124609
13328650,120224.29280124609
13328800,120224.29280124609
13328950,115672.7155131828
13329100,115672.7155131828
13329250,115685.75827634061
13329400,115685.75827634061
13329550,115685.75827634061
13329700,115776.26211960887
13329850,119616.20264043025
13330000,119616.20264043025
13330150,119434.3957834494
13330300,119434.3957834494
13330450,119434.3957834494
13330600,119434.3957834494
13330750,129500.56876464369
13330900,129500.56876464369
13331050,131389.72499457325
13331200,131389.72499457325
13331350,131389.72499457325
13331500,131424.5203630311
13331650,131424.5203630311
13331800,131424.5203630311
13331950,131424.5203630311
13332100,129720.33992651998
13332250,129719.63812011483
13332400,129719.63812011483
13332550,122303.988871559
13332700,122303.988871559
13332850,122540.02976193502
13333000,122540.02976193502
13333150,122540.02976193502
13333300,122157.20579329028
13333450,122157.20579329028
13333600,122157.20579329028
13333750,122157.20579329028
13333900,122157.20579329028
13334050,122157.20579329028
13334200,122307.37179962217
13334350,122307.37179962217
13334500,122307.37179962217
13334650,122307.37179962217
13334800,123809.03186294102
13334950,123809.03186294102
13335100,123809.03186294102
13335250,123809.03186294102
13335400,123809.03186294102
13335550,123940.7993407288
13335700,123940.7993407288
13335850,123940.7993407288
13336000,123940.7993407288
13336150,122757.04619855
13336300,122827.33454310909
13336450,122827.33454310909
13336600,122827.33454310909
13336750,122676.74297314502
13336900,122676.74297314502
13337050,122676.74297314502
13337200,122676.74297314502
13337350,121070.78862894778
13337500,121070.78862894778
13337650,121070.78862894778
13337800,121070.78862894778
13337950,121080.17197119872
13338100,123001.91001024973
13338250,123001.91001024973
13338400,123001.91001024973
13338550,123001.91001024973
13338700,123001.91001024973
13338850,123001.91001024973
13339000,124017.83212221348
13339150,124017.83212221348
13339300,124022.69818171566
13339450,124022.69818171566
13339600,123327.79670590199
13339750,123327.79670590199
13339900,123327.79670590199
13340050,123327.79670590199
13340200,123327.79670590199
13340350,119080.90467956144
13340500,119080.90467956144
13340650,119080.90467956144
13340800,119080.90467956144
13340950,118606.52851069585
13341100,118606.52851069585
13341250,119101.52851072249
13341400,119101.52851072249
13341550,119101.52851072249
13341700,119101.52851072249
13341850,123838.46996421188
13342000,123619.92947378336
13342150,123619.92947378336
13342300,123619.92947378336
13342450,123619.92947378336
13342600,123619.92947378336
13342750,124476.35108961855
13342900,124476.35108961855
13343050,124475.81917899652
13343200,124475.81917899652
13343350,118065.64069440271
13343500,117939.4507283621
13343650,117939.4507283621
13343800,117939.4507283621
13343950,117939.4507283621
13344100,118015.6320433944
13344250,117359.11571038727
13344400,117163.81227605787
13344550,121770.07987271689
13344700,121770.07987271689
13344850,121716.72346189365
13345000,121716.72346189365
13345150,121716.72346189365
13345300,121716.72346189365
13345450,121701.16951902534
13345600,118830.2883475569
13345750,118706.64842554153
13345900,118713.44244480983
13346050,118662.20958902885
13346200,118659.19513287031
13346350,118659.19513287031
13346500,118724.03723813352
13346650,118724.03723813352
13346800,118726.71806462712
13346950,118726.71806462712
13347100,119457.64269755044
13347250,119457.64269755044
13347400,119457.64269755044
13347550,119457.64269755044
13347700,119457.64269755044
13347850,119457.64269755044
13348000,119457.64269755044
13348150,119457.64269755044
13348300,119457.64269755044
13348450,119680.54143148856
13348600,118463.35375039917
13348750,128729.06248761635
13348900,128729.06248761635
13349050,128729.06248761635
13349200,128729.06248761635
13349350,128726.46498688296
13349500,128722.77478025338
13349650,125280.37363523254
13349800,125280.37363523254
13349950,125280.37363523254
13350100,125280.37363523254
13350250,113931.2838782588
13350400,113931.2838782588
13350550,113931.2838782588
13350700,113931.2838782588
13350850,113931.2838782588
13351000,118491.17598468164
13351150,118491.17598468164
13351300,118491.17598468164
13351450,118491.17598468164
13351600,118491.17598468164
13351750,118491.17598468164
13351900,118491.17598468164
13352050,118491.17598468164
13352200,117331.9799975683
13352350,117331.9799975683
13352500,117331.9799975683
13352650,117331.9799975683
13352800,117331.9799975683
13352950,117826.97999759493
13353100,117826.97999759493
13353250,117826.97999759493
13353400,117826.97999759493
13353550,117826.97999759493
13353700,117826.97999759493
13353850,117826.97999759493
13354000,117826.97999759493
13354150,117826.97999759493
13354300,117826.97999759493
13354450,117826.97999759493
13354600,117826.97999759493
13354750,117826.97999759493
13354900,117826.97999759493
13355050,117826.97999759493
13355200,118114.74034345723
13355350,118114.74034345723
13355500,120147.79119097331
13355650,120147.79119097331
13355800,120147.79119097331
13355950,120147.79119097331
13356100,121174.61021477857
13356250,121227.24197693425
13356400,121227.24197693425
13356550,121227.24197693425
13356700,121227.24197693425
13356850,122349.75842699467
13357000,121465.23901143014
13357150,121465.23901143014
13357300,121465.23901143014
13357450,121924.57798888313
13357600,121924.57798888313
13357750,121924.57798888313
13357900,120876.98318332765
13358050,122194.02186542601
13358200,122194.02186542601
13358350,122194.02186542601
13358500,122194.02186542601
13358650,122194.02186542601
13358800,122194.02186542601
13358950,122034.3359177146
13359100,122034.3359177146
13359250,121946.8611693296
13359400,121946.8611693296
13359550,121964.04640821803
13359700,121964.04640821803
13359850,121964.04640821803
13360000,121964.04640821803
13360150,121939.37060453538
13360300,121939.37060453538
13360450,120405.24102396506
13360600,120405.24102396506
13360750,120463.3015401588
13360900,120463.3015401588
13361050,120463.3015401588
13361200,120463.3015401588
13361350,120463.3015401588
13361500,120463.3015401588
13361650,120463.3015401588
13361800,120463.3015401588
13361950,120463.3015401588
13362100,120463.3015401588
13362250,120463.3015401588
13362400,120463.3015401588
13362550,131014.4715655932
13362700,131014.4715655932
13362850,131014.4715655932
13363000,131014.4715655932
13363150,131014.4715655932
13363300,131014.4715655932
13363450,117325.9501924446
13363600,117325.9501924446
13363750,117325.9501924446
13363900,117325.9501924446
13364050,117325.9501924446
13364200,117325.9501924446
13364350,117325.9501924446
13364500,117325.9501924446
13364650,117325.9501924446
13364800,117325.9501924446
13364950,117325.9501924446
13365100,117325.9501924446
13365250,117325.9501924446
13365400,117325.9501924446
13365550,118130.5570491108
13365700,118130.5570491108
13365850,118130.5570491108
13366000,118130.5570491108
13366150,118130.5570491108
13366300,118130.5570491108
13366450,118148.97810174237
13366600,118148.97810174237
13366750,118148.97810174237
13366900,118148.97810174237
13367050,119840.88810183344
13367200,119840.88810183344
13367350,124672.9327468353
13367500,124672.9327468353
13367650,124672.9327468353
13367800,122645.97230351937
13367950,117548.31893668954
13368100,117548.31893668954
13368250,117548.31893668954
13368400,117548.31893668954
13368550,117548.31893668954
13368700,117548.31893668954
13368850,117548.31893668954
13369000,117548.31893668954
13369150,117548.31893668954
13369300,117548.31893668954
13369450,117548.31893668954
13369600,118590.25503397526
13369750,118590.25503397526
13369900,118590.25503397526
13370050,118988.53203399669
13370200,118988.53203399669
13370350,119338.81331045719
13370500,117001.79892105791
13370650,117001.79892105791
13370800,117001.79892105791
13370950,117001.79892105791
13371100,117040.62163596631
13371250,117040.62163596631
13371400,119665.00661191452
13371550,119665.00661191452
13371700,119665.00661191452
13371850,119665.00661191452
13372000,119665.00661191452
13372150,119665.00661191452
13372300,119390.25160478342
13372450,119390.25160478342
13372600,119390.25160478342
13372750,119390.25160478342
13372900,119390.25160478342
13373050,119525.96380212592
13373200,119560.07199686285
13373350,119560.07199686285
13373500,119560.07199686285
13373650,119560.07199686285
13373800,119560.07199686285
13373950,119560.07199686285
13374100,119560.07199686285
13374250,119560.07199686285
13374400,119560.07199686285
13374550,119560.07199686285
13374700,119560.07199686285
13374850,118181.40431789888
13375000,118181.40431789888
13375150,129946.22809794414
13375300,129946.22809794414
13375450,129946.22809794414
13375600,129946.22809794414
13375750,129946.22809794414
13375900,129946.22809794414
