blocknumber,reserve DAI,reserve WETH,volume DAI for 5% slippage
13074850,0,0,11669741.375361474
13075000,0,0,11588477.987187058
13075150,0,0,11588207.911087625
13075300,0,0,11351631.18604555
13075450,0,0,11974427.73324006
13075600,0,0,11924108.051234905
13075750,0,0,11920378.441750003
13075900,0,0,11834097.876227833
13076050,0,0,11378623.287472712
13076200,0,0,11155796.874740643
13076350,0,0,11178120.501583671
13076500,0,0,10809541.861464893
13076650,0,0,10986194.951086031
13076800,0,0,10982157.970608648
13076950,0,0,10587002.53631355
13077100,0,0,11064167.86082344
13077250,0,0,10912300.598832514
13077400,0,0,10912311.295703512
13077550,0,0,10899482.866550682
13077700,0,0,11018768.819395842
13077850,0,0,11013864.495399984
13078000,0,0,10778157.0958137
13078150,0,0,10950879.2784619
13078300,0,0,11066921.466702444
13078450,0,0,11097061.541822888
13078600,0,0,11083442.700684333
13078750,0,0,11365294.718303211
13078900,0,0,11367697.212592412
13079050,0,0,11287370.198316298
13079200,0,0,11837860.024306001
13079350,0,0,14715221.93388012
13079500,0,0,14924950.334569179
13079650,0,0,14882833.623828467
13079800,0,0,15374142.02222373
13079950,0,0,15067428.693181448
13080100,0,0,15032522.713395245
13080250,0,0,15022857.054242851
13080400,0,0,14945096.284915704
13080550,0,0,15111819.10475829
13080700,0,0,14907735.849740462
13080850,0,0,15452892.447937015
13081000,0,0,15360438.189846065
13081150,0,0,14448431.244109625
13081300,0,0,14971658.375748605
13081450,0,0,15397125.301128961
13081600,0,0,15407914.569851598
13081750,0,0,15129522.428238086
13081900,0,0,14980051.284589943
13082050,0,0,15571932.30176113
13082200,0,0,14004079.836271755
13082350,0,0,14286613.378475878
13082500,0,0,14094789.184789019
13082650,0,0,14774303.82915936
13082800,0,0,14960727.995333545
13082950,0,0,15383716.580714522
13083100,0,0,14997293.527353695
13083250,0,0,14662232.150470154
13083400,0,0,15256433.548166828
13083550,0,0,14810160.334119868
13083700,0,0,13332333.454843735
13083850,0,0,13424811.347730959
13084000,0,0,15343671.870241947
13084150,0,0,15146931.092980105
13084300,0,0,15030714.54882208
13084450,0,0,15255474.053744432
13084600,0,0,15237244.657910455
13084750,0,0,14638093.290942512
13084900,0,0,14900103.36889808
13085050,0,0,13650927.140935304
13085200,0,0,13547239.19557577
13085350,0,0,13415053.194910325
13085500,0,0,12807155.306633433
13085650,0,0,13872462.317465551
13085800,0,0,13760951.256230045
13085950,0,0,14134569.978231596
13086100,0,0,15116117.258369405
13086250,0,0,14981393.664169434
13086400,0,0,15025116.062166855
13086550,0,0,15601236.617280614
13086700,0,0,15267871.274622034
13086850,0,0,15294412.103191182
13087000,0,0,14997941.33993043
13087150,0,0,15074433.626121772
13087300,0,0,14786679.722476438
13087450,0,0,14786619.08143361
13087600,0,0,15076661.100788029
13087750,0,0,14236542.753057528
13087900,0,0,13938426.458380837
13088050,0,0,14326549.984768307
13088200,0,0,13941807.059926083
13088350,0,0,13934556.732884996
13088500,0,0,11626898.295807876
13088650,0,0,11251640.107477957
13088800,0,0,11335844.767074468
13088950,0,0,11826461.097966336
13089100,0,0,12303573.501055537
13089250,0,0,12285525.422933407
13089400,0,0,11751896.382291669
13089550,0,0,11803601.291972142
13089700,0,0,11619125.90965533
13089850,0,0,12426833.61426995
13090000,0,0,12392122.684958661
13090150,0,0,11873896.886561053
13090300,0,0,11871777.796251006
13090450,0,0,11879839.893585553
13090600,0,0,11862886.033342684
13090750,0,0,12057216.516911577
13090900,0,0,12260461.562553877
13091050,0,0,12046640.145327006
13091200,0,0,11750137.192367217
13091350,0,0,11772686.493557706
13091500,0,0,12050578.679348238
13091650,0,0,11887461.500729486
13091800,0,0,12138357.353645194
13091950,0,0,11867369.111386139
13092100,0,0,11865710.943604443
13092250,0,0,11825152.893651783
13092400,0,0,12438932.174246589
13092550,0,0,12419285.860636076
13092700,0,0,12476985.893326549
13092850,0,0,11981374.857177503
13093000,0,0,11969476.012540704
13093150,0,0,11985962.664383428
13093300,0,0,12257066.41920872
13093450,0,0,11945830.926575786
13093600,0,0,11613963.750814851
13093750,0,0,11234351.925735082
13093900,0,0,11921013.316965804
13094050,0,0,11314242.820161738
13094200,0,0,11304227.670110112
13094350,0,0,11942156.751927044
13094500,0,0,11457281.94982859
13094650,0,0,11848011.70859586
13094800,0,0,11411201.289874371
13094950,0,0,12129742.29944504
13095100,0,0,12165496.154034277
13095250,0,0,12141352.893921014
13095400,0,0,11945417.788516585
13095550,0,0,12682086.170089364
13095700,0,0,12203966.760297643
13095850,0,0,12501888.37441318
13096000,0,0,12504881.730200656
13096150,0,0,12427185.920097938
13096300,0,0,12425730.909943419
13096450,0,0,12438602.285590513
13096600,0,0,11944200.668547839
13096750,0,0,12208127.547169602
13096900,0,0,12474117.322750904
13097050,0,0,12483160.145973954
13097200,0,0,12675926.813091302
13097350,0,0,12686360.37514307
13097500,0,0,11903626.365000775
13097650,0,0,11940930.935387768
13097800,0,0,11958158.045458036
13097950,0,0,12133448.842784187
13098100,0,0,12581431.104770936
13098250,0,0,12575192.300084528
13098400,0,0,12063831.875726514
13098550,0,0,12599860.213414133
13098700,0,0,11891959.701033533
13098850,0,0,12148642.242383081
13099000,0,0,11998498.671452058
13099150,0,0,12007840.249802304
13099300,0,0,11473851.383229919
13099450,0,0,12107735.149691524
13099600,0,0,11368306.724218478
13099750,0,0,11644167.620258475
13099900,0,0,11917046.38522848
13100050,0,0,11915179.957635768
13100200,0,0,11835427.044216728
13100350,0,0,11830193.382258784
13100500,0,0,11637138.729950143
13100650,0,0,11832662.764589556
13100800,0,0,11794207.099410288
13100950,0,0,11765512.474395342
13101100,0,0,12451880.191334963
13101250,0,0,11746427.097045254
13101400,0,0,11780515.278979778
13101550,0,0,12220542.032473098
13101700,0,0,12212749.405153185
13101850,0,0,12536493.80739491
13102000,0,0,12528251.892344411
13102150,0,0,12367848.55385157
13102300,0,0,12147556.631233573
13102450,0,0,12192107.345706508
13102600,0,0,12069408.432869712
13102750,0,0,11958423.452308724
13102900,0,0,11985764.822266415
13103050,0,0,11975925.598929066
13103200,0,0,12027256.496578313
13103350,0,0,12106689.909182936
13103500,0,0,12059153.503732223
13103650,0,0,11945675.954450557
13103800,0,0,12239190.344523232
13103950,0,0,11195601.469202427
13104100,0,0,11156792.424520975
13104250,0,0,11070321.234978303
13104400,0,0,11423616.465375468
13104550,0,0,11058052.711377772
13104700,0,0,11080833.480138343
13104850,0,0,11069247.914220693
13105000,0,0,11189192.6319065
13105150,0,0,11552664.593239026
13105300,0,0,11548500.860231107
13105450,0,0,11163451.044651313
13105600,0,0,11438823.799069025
13105750,0,0,11013948.131705513
13105900,0,0,11131347.154529244
13106050,0,0,11133907.02950417
13106200,0,0,11570026.033263713
13106350,0,0,11555122.812770896
13106500,0,0,11780373.50281683
13106650,0,0,11723272.974096688
13106800,0,0,11621671.681722997
13106950,0,0,11693901.292455332
13107100,0,0,11670852.759770092
13107250,0,0,11679945.742637953
13107400,0,0,11855298.50541216
13107550,0,0,11890149.198933389
13107700,0,0,11752639.148078995
13107850,0,0,11724351.31365097
13108000,0,0,11605695.432150727
13108150,0,0,11877683.739105988
13108300,0,0,11849545.041376062
13108450,0,0,11881741.682226533
13108600,0,0,11881741.682226533
13108750,0,0,12429672.094933862
13108900,0,0,12427571.3595129
13109050,0,0,12388032.008299878
13109200,0,0,12394015.877093852
13109350,0,0,12432040.880134424
13109500,0,0,12432499.029877244
13109650,0,0,11678512.535264539
13109800,0,0,11674114.935982142
13109950,0,0,14280987.900943791
13110100,0,0,14272033.632011343
13110250,0,0,14025670.39141071
13110400,0,0,14255121.417870793
13110550,0,0,14292899.227101553
13110700,0,0,14402166.35709748
13110850,0,0,14523006.917603832
13111000,0,0,14063121.600257657
13111150,0,0,13962734.20142094
13111300,0,0,13038110.400110802
13111450,0,0,11667478.790341256
13111600,0,0,11682320.897983544
13111750,0,0,11674752.352642542
13111900,0,0,12484335.564862927
13112050,0,0,12289189.648746604
13112200,0,0,12176196.621389322
13112350,0,0,11808613.331136655
13112500,0,0,11821626.747750778
13112650,0,0,11774433.500438064
13112800,0,0,11743030.761829393
13112950,0,0,11746424.828922626
13113100,0,0,11731399.670492612
13113250,0,0,11970953.839499291
13113400,0,0,11984586.804925248
13113550,0,0,11985192.93216083
13113700,0,0,11759610.857231097
13113850,0,0,12387964.601941492
13114000,0,0,12783566.20016745
13114150,0,0,12709858.6232525
13114300,0,0,12997858.100219004
13114450,0,0,12837687.22725786
13114600,0,0,12641900.939949559
13114750,0,0,12690905.89710579
13114900,0,0,13054069.873231621
13115050,0,0,12934196.316628952
13115200,0,0,12946616.71540777
13115350,0,0,12954310.444932628
13115500,0,0,13155685.319216415
13115650,0,0,12129787.112757392
13115800,0,0,12054353.144750455
13115950,0,0,12329541.699957589
13116100,0,0,12347338.983449956
13116250,0,0,12343631.340022214
13116400,0,0,12345244.200301195
13116550,0,0,11731971.406624408
13116700,0,0,11720196.133838626
13116850,0,0,11746072.207428332
13117000,0,0,11705144.736874945
13117150,0,0,12071324.578551885
13117300,0,0,11615555.430771679
13117450,0,0,11633248.972837728
13117600,0,0,11855511.016858807
13117750,0,0,12046295.369772693
13117900,0,0,12088501.896561839
13118050,0,0,12112875.803700654
13118200,0,0,11788794.925878098
13118350,0,0,11783629.068896992
13118500,0,0,11982677.16298262
13118650,0,0,12119598.031177714
13118800,0,0,11667154.356290422
13118950,0,0,12210628.269013584
13119100,0,0,12193428.434173888
13119250,0,0,11855171.961490892
13119400,0,0,11852426.227304118
13119550,0,0,11673379.256935053
13119700,0,0,11692308.127014194
13119850,0,0,11698573.772819977
13120000,0,0,11700768.625021804
13120150,0,0,11716717.867638508
13120300,0,0,11564283.702083627
13120450,0,0,12052556.70257575
13120600,0,0,12052617.124897592
13120750,0,0,12025649.044318821
13120900,0,0,12068180.106537418
13121050,0,0,12082222.489575658
13121200,0,0,12058773.7089644
13121350,0,0,11728055.06700671
13121500,0,0,11729322.96051175
13121650,0,0,11966075.642122485
13121800,0,0,12213603.335578568
13121950,0,0,11540252.600260623
13122100,0,0,11564561.225450823
13122250,0,0,11548591.564105054
13122400,0,0,11829024.734290732
13122550,0,0,11874961.67287922
13122700,0,0,11875852.172850529
13122850,0,0,12075572.558506364
13123000,0,0,12069647.180283407
13123150,0,0,11796557.674361974
13123300,0,0,11836938.585682541
13123450,0,0,11858323.9164278
13123600,0,0,12275252.208325196
13123750,0,0,12300576.290525094
13123900,0,0,12312605.598603752
13124050,0,0,11846309.669206543
13124200,0,0,11859218.108398858
13124350,0,0,11925492.36391658
13124500,0,0,11855844.799203968
13124650,0,0,11876849.036499279
13124800,0,0,11976441.221858665
13124950,0,0,11489456.838561265
13125100,0,0,11501953.915206404
13125250,0,0,11494035.539304053
13125400,0,0,11502258.018275997
13125550,0,0,11760037.891151357
13125700,0,0,11932482.518307827
13125850,0,0,12109762.711735485
13126000,0,0,12082943.876086619
13126150,0,0,12119254.13483261
13126300,0,0,12095391.194868412
13126450,0,0,12127665.869723165
13126600,0,0,11668501.894319577
13126750,0,0,11693703.77767029
13126900,0,0,11383901.479796832
13127050,0,0,11351413.240207998
13127200,0,0,11381064.34674666
13127350,0,0,11913982.803970996
13127500,0,0,11899535.325265296
13127650,0,0,11900454.611273894
13127800,0,0,11489269.031531442
13127950,0,0,11680373.06074699
13128100,0,0,11648735.143435422
13128250,0,0,11807432.780665679
13128400,0,0,11956317.558291582
13128550,0,0,12000953.100883853
13128700,0,0,13815238.412194371
13128850,0,0,13844799.275964327
13129000,0,0,14545158.518239062
13129150,0,0,14946703.886503424
13129300,0,0,14733773.239033356
13129450,0,0,14241404.298330046
13129600,0,0,13974509.513435272
13129750,0,0,12789822.059997007
13129900,0,0,11349561.75212187
13130050,0,0,11381307.002145724
13130200,0,0,11338216.70305802
13130350,0,0,11293599.80531038
13130500,0,0,11995034.932642784
13130650,0,0,12135121.589020662
13130800,0,0,12124465.572619002
13130950,0,0,12131698.06502076
13131100,0,0,11599882.077548556
13131250,0,0,11599186.937261865
13131400,0,0,11583655.68180339
13131550,0,0,11479140.419416487
13131700,0,0,11565753.857512107
13131850,0,0,11619141.75676841
13132000,0,0,11482683.309720404
13132150,0,0,14258576.833621945
13132300,0,0,15654866.978336874
13132450,0,0,15956647.994643738
13132600,0,0,16298576.17709091
13132750,0,0,16143014.737213165
13132900,0,0,16561998.576630667
13133050,0,0,18803817.551391292
13133200,0,0,18364502.32488686
13133350,0,0,19084483.439685863
13133500,0,0,19451387.187112853
13133650,0,0,19271942.324004196
13133800,0,0,20194920.188960448
13133950,0,0,18985036.02943149
13134100,0,0,17687109.45235074
13134250,0,0,16875785.25271745
13134400,0,0,19195706.469556
13134550,0,0,19784738.741521947
13134700,0,0,20148311.14914266
13134850,0,0,19069444.09965443
13135000,0,0,19211295.141428657
13135150,0,0,20523969.7092408
13135300,0,0,20523294.683196425
13135450,0,0,20610988.197772093
13135600,0,0,20928021.650677025
13135750,0,0,19848910.463867113
13135900,0,0,20655488.004570093
13136050,0,0,19995401.403802577
13136200,0,0,20108268.1807933
13136350,0,0,20177405.458120964
13136500,0,0,20873055.344587326
13136650,0,0,20859529.2483408
13136800,0,0,19993373.69405388
13136950,0,0,20776704.84715387
13137100,0,0,19170678.71685364
13137250,0,0,19686847.91984448
13137400,0,0,19559523.32827843
13137550,0,0,19862696.783096816
13137700,0,0,21758959.906342454
13137850,0,0,21356427.609083265
13138000,0,0,21126664.059714846
13138150,0,0,20826068.076198284
13138300,0,0,20300187.745409235
13138450,0,0,20159276.70610311
13138600,0,0,20656995.93074627
13138750,0,0,20548132.141993124
13138900,0,0,20050834.484769914
13139050,0,0,19439008.83935002
13139200,0,0,19163175.18353284
13139350,0,0,19291330.748862933
13139500,0,0,19210939.547806874
13139650,0,0,20079418.259906903
13139800,0,0,20584802.106183317
13139950,0,0,20438099.80017916
13140100,0,0,20198404.650892608
13140250,0,0,20254032.77084637
13140400,0,0,20476525.75224733
13140550,0,0,20566890.3008229
13140700,0,0,19908515.9786542
13140850,0,0,19671355.93629781
13141000,0,0,18799095.666300945
13141150,0,0,18633227.345461942
13141300,0,0,19573379.65529791
13141450,0,0,19655293.019796655
13141600,0,0,18590559.410244606
13141750,0,0,19332925.668065768
13141900,0,0,19493450.358619228
13142050,0,0,19132649.59485919
13142200,0,0,19045314.419864736
13142350,0,0,18743105.116124168
13142500,0,0,19166947.148257837
13142650,0,0,19160866.03833699
13142800,0,0,19097302.290608823
13142950,0,0,19461411.990896493
13143100,0,0,18244896.984549284
13143250,0,0,18608409.295092534
13143400,0,0,18653749.21056057
13143550,0,0,18714066.020739693
13143700,0,0,19352870.909133736
13143850,0,0,18697925.47647442
13144000,0,0,18683748.115185358
13144150,0,0,18648641.43322116
13144300,0,0,18620919.884706877
13144450,0,0,19546228.255519543
13144600,0,0,19592627.47225354
13144750,0,0,19544974.055308037
13144900,0,0,19551530.939216927
13145050,0,0,19109197.178424444
13145200,0,0,18478842.840797685
13145350,0,0,18482645.874765392
13145500,0,0,18671493.170201197
13145650,0,0,18746752.117008746
13145800,0,0,18386713.91074497
13145950,0,0,18445396.409882765
13146100,0,0,19261050.252964042
13146250,0,0,19633225.258481015
13146400,0,0,19895394.568541344
13146550,0,0,19966272.952474046
13146700,0,0,18917128.575401492
13146850,0,0,18992316.763004538
13147000,0,0,19428859.35594265
13147150,0,0,19373052.523849465
13147300,0,0,19402006.788534667
13147450,0,0,19459034.352769345
13147600,0,0,19787427.225673348
13147750,0,0,19779201.136003427
13147900,0,0,19905307.283658966
13148050,0,0,19934594.071250193
13148200,0,0,19884989.624677643
13148350,0,0,19785741.85652974
13148500,0,0,19050061.887652807
13148650,0,0,19056876.822565153
13148800,0,0,18003401.79511976
13148950,0,0,18460313.44615111
13149100,0,0,18888648.462389726
13149250,0,0,18394232.733823534
13149400,0,0,20164102.472704228
13149550,0,0,19483231.53271121
13149700,0,0,19011281.6870428
13149850,0,0,18434490.45188851
13150000,0,0,19472482.81258586
13150150,0,0,19745419.242539577
13150300,0,0,19706214.754409794
13150450,0,0,19497770.08075629
13150600,0,0,19670496.426370624
13150750,0,0,19886660.396409463
13150900,0,0,18921675.381733723
13151050,0,0,20124350.594851352
13151200,0,0,20131341.920532554
13151350,0,0,19503871.143348772
13151500,0,0,19559377.51923823
13151650,0,0,19684553.80751761
13151800,0,0,17824674.559598267
13151950,0,0,15595056.28538425
13152100,0,0,7699573.100234955
13152250,0,0,8313045.509005546
13152400,0,0,8266962.101181629
13152550,0,0,10607161.88596457
13152700,0,0,10036357.243863346
13152850,0,0,9197601.281432472
13153000,0,0,9312514.637078933
13153150,0,0,10178685.134359678
13153300,0,0,10222953.454810176
13153450,0,0,19764125.586543024
13153600,0,0,25001226.200559355
13153750,0,0,23619470.760277398
13153900,0,0,23568067.849966418
13154050,0,0,23957520.736349918
13154200,0,0,24131378.524219763
13154350,0,0,23907482.099701274
13154500,0,0,21461399.353699714
13154650,0,0,21256112.71212201
13154800,0,0,21285493.12522267
13154950,0,0,20568580.940461732
13155100,0,0,19918917.163850527
13155250,0,0,18702565.994428545
13155400,0,0,19034220.889589306
13155550,0,0,15006045.743767431
13155700,0,0,15068194.752213342
13155850,0,0,16598363.53880298
13156000,0,0,18205266.967216313
13156150,0,0,20024317.80925556
13156300,0,0,18952094.35265564
13156450,0,0,18303224.82136576
13156600,0,0,17912562.51635667
13156750,0,0,18053957.359475117
13156900,0,0,17953724.66146489
13157050,0,0,18525329.93657074
13157200,0,0,18216268.96340904
13157350,0,0,17790461.214115266
13157500,0,0,17259398.50896333
13157650,0,0,17631703.512870762
13157800,0,0,17824765.441259533
13157950,0,0,17785779.457276277
13158100,0,0,17637360.370463938
13158250,0,0,18510605.842720248
13158400,0,0,19321837.708796807
13158550,0,0,19199625.312217396
13158700,0,0,19355805.88795754
13158850,0,0,18091003.753700618
13159000,0,0,15911438.549736066
13159150,0,0,15537913.596514847
13159300,0,0,16313111.214091802
13159450,0,0,16146957.018646745
13159600,0,0,16296323.521929767
13159750,0,0,16149362.613533746
13159900,0,0,16005497.616052264
13160050,0,0,16251005.107265553
13160200,0,0,16761688.953162836
13160350,0,0,17126573.51091954
13160500,0,0,16929348.20249576
13160650,0,0,16029793.834604256
13160800,0,0,11793301.938949745
13160950,0,0,13085940.112698238
13161100,0,0,11847212.966781693
13161250,0,0,11157764.39505343
13161400,0,0,11743473.40135865
13161550,0,0,12617839.972049352
13161700,0,0,13526537.90428697
13161850,0,0,14595847.992097728
13162000,0,0,14612993.678126864
13162150,0,0,14326645.59759113
13162300,0,0,14474457.96817645
13162450,0,0,14149681.55650466
13162600,0,0,15399161.967245188
13162750,0,0,15127855.008910142
13162900,0,0,15520825.471878668
13163050,0,0,15628660.648301393
13163200,0,0,15630610.619520858
13163350,0,0,15259763.256018925
13163500,0,0,12175351.643314969
13163650,0,0,12091045.033340886
13163800,0,0,12113135.095958764
13163950,0,0,11983907.012746844
13164100,0,0,11605556.970453301
13164250,0,0,11772614.301398223
13164400,0,0,12930981.194034057
13164550,0,0,13301875.383831592
13164700,0,0,13676501.842837607
13164850,0,0,13807938.234302329
13165000,0,0,14942107.463006869
13165150,0,0,17816536.61385334
13165300,0,0,19276091.904927094
13165450,0,0,18303645.58964182
13165600,0,0,18030978.35870645
13165750,0,0,18244413.381265182
13165900,0,0,19548336.806854114
13166050,0,0,19401736.498435684
13166200,0,0,19713871.609055214
13166350,0,0,19409460.595728047
13166500,0,0,18534597.2969776
13166650,0,0,17393093.446791895
13166800,0,0,17352523.892607447
13166950,0,0,17653893.743487224
13167100,0,0,17783455.87504015
13167250,0,0,17789560.628590103
13167400,0,0,18274933.30853064
13167550,0,0,18211928.01916527
13167700,0,0,18869586.256354608
13167850,0,0,18545006.193503115
13168000,0,0,20570999.52193874
13168150,0,0,21468736.993715044
13168300,0,0,21627854.105606787
13168450,0,0,21500883.339938108
13168600,0,0,20152693.204137847
13168750,0,0,20793177.021931853
13168900,0,0,21041069.155481435
13169050,0,0,21159269.548971202
13169200,0,0,19780483.454666387
13169350,0,0,19629041.036707375
13169500,0,0,18735727.234539207
13169650,0,0,18608165.245607294
13169800,0,0,18541260.818358973
13169950,0,0,17662145.401196234
13170100,0,0,17325588.71976451
13170250,0,0,17561000.426626474
13170400,0,0,17450908.820449233
13170550,0,0,20534337.758679964
13170700,0,0,20709637.84860534
13170850,0,0,21867851.015636466
13171000,0,0,19500172.950547516
13171150,0,0,19499910.41487205
13171300,0,0,20136010.762609784
13171450,0,0,23017262.955524605
13171600,0,0,22942923.820222393
13171750,0,0,22960791.487902023
13171900,0,0,23043333.26831259
13172050,0,0,19282521.761851884
13172200,0,0,15061084.203176836
13172350,0,0,15699999.412500367
13172500,0,0,15634996.804813735
13172650,0,0,15928472.366954757
13172800,0,0,18627602.764413223
13172950,0,0,19311244.091519576
13173100,0,0,19749444.11822566
13173250,0,0,18937808.556001313
13173400,0,0,19387142.56258445
13173550,0,0,19718385.371600464
13173700,0,0,19353984.694050275
13173850,0,0,19575504.973570853
13174000,0,0,20357113.67801316
13174150,0,0,20097485.70570507
13174300,0,0,20099978.80582799
13174450,0,0,19654602.403678596
13174600,0,0,20907953.716286942
13174750,0,0,21397239.89186302
13174900,0,0,21579830.492786318
13175050,0,0,20828637.28559933
13175200,0,0,20352147.013619967
13175350,0,0,19338368.867180757
13175500,0,0,18128718.476705868
13175650,0,0,16596831.035690878
13175800,0,0,16666008.269141532
13175950,0,0,17070061.65471921
13176100,0,0,19998372.494197994
13176250,0,0,19721730.623132907
13176400,0,0,18858404.081986856
13176550,0,0,17888014.217624754
13176700,0,0,18525286.781157475
13176850,0,0,18015900.242390607
13177000,0,0,18104703.192555662
13177150,0,0,18127493.496128745
13177300,0,0,17415709.457587775
13177450,0,0,15908520.763571883
13177600,0,0,12069556.460601727
13177750,0,0,3905974.667258362
13177900,0,0,3838284.460909931
13178050,0,0,3991172.9305157233
13178200,0,0,3916460.262431578
13178350,0,0,3835722.9551399695
13178500,0,0,3837361.5945052956
13178650,0,0,3928695.7840372715
13178800,0,0,3843877.029821822
13178950,0,0,3912673.507305995
13179100,0,0,3847425.579912759
13179250,0,0,3773376.191618799
13179400,0,0,3649650.116198728
13179550,0,0,3720019.7565073413
13179700,0,0,3738311.8690995467
13179850,0,0,3706351.8742726343
13180000,0,0,3793629.357345576
13180150,0,0,3697291.0089548435
13180300,0,0,3712250.7428513886
13180450,0,0,3715292.8456817395
13180600,0,0,3683470.00525844
13180750,0,0,3599699.488832097
13180900,0,0,3609041.3440251625
13181050,0,0,3553940.5502078454
13181200,0,0,3582743.222624131
13181350,0,0,3678656.7800739924
13181500,0,0,3676076.3946493124
13181650,0,0,3672511.7428689427
13181800,0,0,3682403.4474662803
13181950,0,0,3594677.7165192217
13182100,0,0,3602397.714455322
13182250,0,0,3617274.4137124424
13182400,0,0,3780169.8206801633
13182550,0,0,3783939.2536602933
13182700,0,0,3678061.3981770207
13182850,0,0,3693049.804257459
13183000,0,0,3653430.1309305583
13183150,0,0,3739084.463848631
13183300,0,0,3735437.2495603734
13183450,0,0,3681646.634629651
13183600,0,0,3659664.5926425112
13183750,0,0,3581088.919241538
13183900,0,0,3981008.5866514817
13184050,0,0,3459399.0040688897
13184200,0,0,3562026.790028327
13184350,0,0,3590771.919391557
13184500,0,0,3563992.952934904
13184650,0,0,3663667.9100951143
13184800,0,0,3679018.4582979493
13184950,0,0,3692176.3763114265
13185100,0,0,3673828.055284088
13185250,0,0,3666471.0048698713
13185400,0,0,3693823.135842506
13185550,0,0,3605638.8167075654
13185700,0,0,3590879.0356399785
13185850,0,0,3596990.260471962
13186000,0,0,3601220.899620368
13186150,0,0,3618300.6359411213
13186300,0,0,3615512.5333055058
13186450,0,0,3685217.309169965
13186600,0,0,3617845.250782255
13186750,0,0,3610633.2755082645
13186900,0,0,3622600.0711438735
13187050,0,0,3645465.676613703
13187200,0,0,3707201.2144326344
13187350,0,0,3690476.4233584143
13187500,0,0,3680737.611150726
13187650,0,0,3767697.9926758436
13187800,0,0,3756973.403887043
13187950,0,0,3773852.8081260123
13188100,0,0,3695046.618158822
13188250,0,0,3638340.892029563
13188400,0,0,3754568.203637661
13188550,0,0,3761252.578697811
13188700,0,0,3733543.478067369
13188850,0,0,3657516.545629126
13189000,0,0,3667777.5484399023
13189150,0,0,3611153.5877857413
13189300,0,0,3686793.376072897
13189450,0,0,3728898.7658146126
13189600,0,0,3666478.885673658
13189750,0,0,3673755.504562526
13189900,0,0,3676347.011838218
13190050,0,0,3769920.1684976975
13190200,0,0,3625001.1687265644
13190350,0,0,3640924.767815351
13190500,0,0,3787793.5378781455
13190650,0,0,3796789.152427622
13190800,0,0,3789512.1864718506
13190950,0,0,3726331.0954110217
13191100,0,0,3667601.378408984
13191250,0,0,3639199.3929113545
13191400,0,0,3640239.083216391
13191550,0,0,3587026.5725462907
13191700,0,0,3684742.2642962383
13191850,0,0,3770487.1864579706
13192000,0,0,3732537.2015758944
13192150,0,0,3795356.7474165275
13192300,0,0,3656330.4331509727
13192450,0,0,3654351.389601912
13192600,0,0,3753312.3825009465
13192750,0,0,3721264.8888437
13192900,0,0,3654915.337080675
13193050,0,0,3677322.821486674
13193200,0,0,3641671.643926502
13193350,0,0,3620052.5658717523
13193500,0,0,3724093.8730608043
13193650,0,0,3697160.4867667137
13193800,0,0,3589919.1198547995
13193950,0,0,3733109.698134063
13194100,0,0,3628121.3975725602
13194250,0,0,3630433.123188339
13194400,0,0,3656252.220765954
13194550,0,0,5042573.894653054
13194700,0,0,3652147.1760089044
13194850,0,0,3657995.316743949
13195000,0,0,5524640.943619059
13195150,0,0,3743891.466609736
13195300,0,0,3716449.4212817573
13195450,0,0,3713376.2841489506
13195600,0,0,3693808.485107947
13195750,0,0,3682591.037657585
13195900,0,0,3623230.880860422
13196050,0,0,3682895.501699168
13196200,0,0,3734589.9303745036
13196350,0,0,3736174.144733994
13196500,0,0,3677065.56955739
13196650,0,0,3705420.4949496333
13196800,0,0,3703507.6031238474
13196950,0,0,3684941.1242526704
13197100,0,0,3548516.186468774
13197250,0,0,3630992.2029360854
13197400,0,0,3582361.4693441307
13197550,0,0,3596106.325371154
13197700,0,0,3590947.3075714502
13197850,0,0,3658616.3707024744
13198000,0,0,3694872.419741638
13198150,0,0,3643551.4530196334
13198300,0,0,3637310.0891696815
13198450,0,0,3568522.3087807577
13198600,0,0,3598354.5198535607
13198750,0,0,3433226.3873378504
13198900,0,0,3846162.227230754
13199050,0,0,3540536.981328644
13199200,0,0,3491086.279160072
13199350,0,0,3591185.95027879
13199500,0,0,3509038.4018467497
13199650,0,0,3518893.852744516
13199800,0,0,3592196.869952373
13199950,0,0,3586703.380870749
13200100,0,0,3567379.9035098976
13200250,0,0,3518007.441744299
13200400,0,0,3478550.6974691143
13200550,0,0,3378117.949528847
13200700,0,0,3177988.8535176134
13200850,0,0,3250545.725191296
13201000,0,0,3280179.935527181
13201150,0,0,3325227.5579207162
13201300,0,0,3334932.5609551836
13201450,0,0,3433490.5454064505
13201600,0,0,3449825.0526319193
13201750,0,0,3482769.923331636
13201900,0,0,3465934.73591493
13202050,0,0,3476486.146446798
13202200,0,0,3392735.77429209
13202350,0,0,3435857.7431498175
13202500,0,0,3424791.6232978757
13202650,0,0,3410830.889533432
13202800,0,0,3450665.441102906
13202950,0,0,3412711.795698402
13203100,0,0,3433313.78307843
13203250,0,0,3432547.100864641
13203400,0,0,3430907.4134706813
13203550,0,0,3410120.7899869913
13203700,0,0,3414268.9804015113
13203850,0,0,3546262.8844780196
13204000,0,0,3556400.6763081253
13204150,0,0,3549351.1730228574
13204300,0,0,3546281.4558324004
13204450,0,0,3522923.1101076193
13204600,0,0,3643405.576360612
13204750,0,0,3660229.831941919
