blocknumber,reserve COMP,reserve WETH,volume COMP for 5% slippage
13252450,0,0,1966.1249920062571
13252600,0,0,1962.1249920064724
13252750,0,0,891.4871065391749
13252900,0,0,3382.989160716285
13253050,0,0,3383.4815184783934
13253200,0,0,3383.5073582996506
13253350,0,0,3384.5446251954904
13253500,0,0,3410.137615194113
13253650,0,0,3410.137615194113
13253800,0,0,3482.5959770942227
13253950,0,0,3483.223970738669
13254100,0,0,3483.223970738669
13254250,0,0,3473.223970739207
13254400,0,0,3545.1483093816237
13254550,0,0,3545.1170465799146
13254700,0,0,3545.1170465799146
13254850,0,0,3545.1545739571643
13255000,0,0,3545.1522925537497
13255150,0,0,3558.7926868969744
13255300,0,0,3558.8058313333377
13255450,0,0,3484.8035242291207
13255600,0,0,3484.8035242291207
13255750,0,0,3440.734307865421
13255900,0,0,3441.524360277577
13256050,0,0,3361.1039046569163
13256200,0,0,3361.1039046569163
13256350,0,0,3361.1039046569163
13256500,0,0,3368.827647327188
13256650,0,0,3369.588147317929
13256800,0,0,3560.45899793898
13256950,0,0,3331.75930913663
13257100,0,0,3331.8125445629703
13257250,0,0,3331.8125445629703
13257400,0,0,3331.8125445629703
13257550,0,0,3332.2818441887603
13257700,0,0,3605.007891059781
13257850,0,0,3605.007891059781
13258000,0,0,3605.007891059781
13258150,0,0,3323.1838969808737
13258300,0,0,3323.1838969808737
13258450,0,0,3325.1412371808174
13258600,0,0,3323.3049309448893
13258750,0,0,3323.383878313311
13258900,0,0,3325.033027230523
13259050,0,0,3547.017425340395
13259200,0,0,3546.169723133422
13259350,0,0,3546.2286020807924
13259500,0,0,3393.444290671313
13259650,0,0,3497.9835598339096
13259800,0,0,3497.534028523395
13259950,0,0,3332.1309282062152
13260100,0,0,3470.893055507889
13260250,0,0,3426.7875599592126
13260400,0,0,3408.1170851072397
13260550,0,0,3526.3081185519277
13260700,0,0,3617.5827781684484
13260850,0,0,3618.2336911051584
13261000,0,0,3619.634400028164
13261150,0,0,3356.2430995889254
13261300,0,0,3449.465129031494
13261450,0,0,3285.80157948689
13261600,0,0,3467.1010774088622
13261750,0,0,3467.1010774088622
13261900,0,0,3467.1010774088622
13262050,0,0,3271.605535554545
13262200,0,0,3271.605535554545
13262350,0,0,3276.5010453743935
13262500,0,0,2956.416504220151
13262650,0,0,2285.8931764551426
13262800,0,0,2285.8931764551426
13262950,0,0,3284.7945649098915
13263100,0,0,3292.924529794523
13263250,0,0,3295.786873118191
13263400,0,0,3295.786873118191
13263550,0,0,3296.7457613942674
13263700,0,0,3296.7457613942674
13263850,0,0,3296.7457613942674
13264000,0,0,3302.5173182499875
13264150,0,0,3302.8941603552503
13264300,0,0,3302.886901509868
13264450,0,0,3302.886901509868
13264600,0,0,3302.886901509868
13264750,0,0,2306.1974606024105
13264900,0,0,2306.2407272193013
13265050,0,0,1958.651642403555
13265200,0,0,1964.0499963160732
13265350,0,0,1304.308883299013
13265500,0,0,1651.182239350029
13265650,0,0,1634.3330538878413
13265800,0,0,1634.3330538878413
13265950,0,0,1632.573562871808
13266100,0,0,1622.1728258142439
13266250,0,0,1622.1728258142439
13266400,0,0,1305.8871841082414
13266550,0,0,1305.8871841082414
13266700,0,0,1945.9564951975262
13266850,0,0,1948.0464995230977
13267000,0,0,1949.8378801160743
13267150,0,0,1633.396748829418
13267300,0,0,1633.3733327326568
13267450,0,0,1634.2887493360827
13267600,0,0,1634.2854578679303
13267750,0,0,1295.1588237272354
13267900,0,0,1293.115200287013
13268050,0,0,1293.115200287013
13268200,0,0,1293.115200287013
13268350,0,0,1621.5222082932219
13268500,0,0,1621.5222082932219
13268650,0,0,1621.7313435996844
13268800,0,0,1619.5009402551602
13268950,0,0,1618.9399380362336
13269100,0,0,1638.170477548736
13269250,0,0,1636.6397493745862
13269400,0,0,1637.6011994457333
13269550,0,0,1638.9375750539355
13269700,0,0,1320.5921510623434
13269850,0,0,1320.5921510623434
13270000,0,0,1322.95450366868
13270150,0,0,1322.95450366868
13270300,0,0,1322.5026602822804
13270450,0,0,1322.5026602822804
13270600,0,0,1322.5026603152842
13270750,0,0,1322.5026603152842
13270900,0,0,1322.5026603152842
13271050,0,0,1322.5026603152842
13271200,0,0,1322.5026603152842
13271350,0,0,1322.5026603152842
13271500,0,0,1319.9215419209472
13271650,0,0,2964.0508002752754
13271800,0,0,2964.0508002752754
13271950,0,0,2964.0508002752754
13272100,0,0,2964.0508002752754
13272250,0,0,1967.720785702958
13272400,0,0,1968.2049223078184
13272550,0,0,1968.0528669117075
13272700,0,0,1323.4664274213196
13272850,0,0,3518.4672228629775
13273000,0,0,3518.4672228629775
13273150,0,0,3521.854737914586
13273300,0,0,1968.434955720629
13273450,0,0,1970.4590033533125
13273600,0,0,1970.4590033533125
13273750,0,0,992.0114922602148
13273900,0,0,992.0114922602148
13274050,0,0,991.5501565725987
13274200,0,0,1307.2724514383096
13274350,0,0,1307.2724514383096
13274500,0,0,1653.1298816767414
13274650,0,0,1653.1298816767414
13274800,0,0,1653.1298816767414
13274950,0,0,1653.1251464954278
13275100,0,0,1653.1251464954278
13275250,0,0,1977.1533023179798
13275400,0,0,1978.4282330268468
13275550,0,0,1978.4282330268468
13275700,0,0,1978.4259516234304
13275850,0,0,1979.0210433251702
13276000,0,0,1979.0210433251702
13276150,0,0,1980.4359199257776
13276300,0,0,1978.836590520539
13276450,0,0,1984.1755885244092
13276600,0,0,1984.1521616614318
13276750,0,0,990.1571495094204
13276900,0,0,990.1571495094204
13277050,0,0,990.1571495094204
13277200,0,0,1981.7149400577587
13277350,0,0,1979.4233500508312
13277500,0,0,2296.632105988635
13277650,0,0,2646.8998379039303
13277800,0,0,2645.368411341621
13277950,0,0,2645.368411341621
13278100,0,0,2645.368411341621
13278250,0,0,2645.368411341621
13278400,0,0,2647.1017179196124
13278550,0,0,2647.1017179196124
13278700,0,0,2647.0515772578683
13278850,0,0,2310.8020885618894
13279000,0,0,2312.086519816719
13279150,0,0,1969.1180875342918
13279300,0,0,1969.1180875342918
13279450,0,0,1969.1145502541615
13279600,0,0,1321.859005634898
13279750,0,0,1646.3213532430107
13279900,0,0,1646.1763872318768
13280050,0,0,1646.1763872318768
13280200,0,0,1655.2548931465594
13280350,0,0,1003.0428985081355
13280500,0,0,1002.4351847170976
13280650,0,0,1002.4351847170976
13280800,0,0,1323.8430734079784
13280950,0,0,1323.8430734079784
13281100,0,0,1325.553644243916
13281250,0,0,1326.0345806667638
13281400,0,0,1325.90824863129
13281550,0,0,1325.90824863129
13281700,0,0,629.8576312980437
13281850,0,0,1004.3824471822192
13282000,0,0,1004.8359063649406
13282150,0,0,1004.8359063649406
13282300,0,0,1004.8359063649406
13282450,0,0,1004.7073417098055
13282600,0,0,1003.770732122006
13282750,0,0,1640.387453753026
13282900,0,0,3552.9772118755936
13283050,0,0,2954.9402500425563
13283200,0,0,2954.9402500425563
13283350,0,0,2971.095062872399
13283500,0,0,2965.9892986792843
13283650,0,0,3526.9573084865424
13283800,0,0,3524.330899248549
13283950,0,0,3524.330899248549
13284100,0,0,3384.0470663363403
13284250,0,0,3519.1137801348737
13284400,0,0,3519.120832371546
13284550,0,0,3560.316457224712
13284700,0,0,3562.17659956332
13284850,0,0,3560.596223016228
13285000,0,0,3490.46172987577
13285150,0,0,3490.46172987577
13285300,0,0,3331.9436735700974
13285450,0,0,3332.0167965331807
13285600,0,0,3332.0167965331807
13285750,0,0,3401.4604238599354
13285900,0,0,3421.4004238588623
13286050,0,0,3421.4004238588623
13286200,0,0,3507.6392898123163
13286350,0,0,3507.639285377744
13286500,0,0,3293.192683727771
13286650,0,0,3484.9778156051825
13286800,0,0,3549.6762401726332
13286950,0,0,3549.6762401726332
13287100,0,0,3306.9699177429816
13287250,0,0,3306.9699177429816
13287400,0,0,3306.9699177429816
13287550,0,0,3577.8940444919463
13287700,0,0,3461.9063798629454
13287850,0,0,3368.257089790881
13288000,0,0,3368.248100497498
13288150,0,0,3608.680892145794
13288300,0,0,3608.680892145794
13288450,0,0,3611.494246214683
13288600,0,0,3311.1873976874476
13288750,0,0,3311.1873976874476
13288900,0,0,3312.1741449982155
13289050,0,0,2954.5343072640985
13289200,0,0,2954.5343072640985
13289350,0,0,2954.5343072640985
13289500,0,0,2954.5343072640985
13289650,0,0,2954.5343072640985
13289800,0,0,2954.5343072640985
13289950,0,0,2954.5343072640985
13290100,0,0,2952.334684580453
13290250,0,0,2952.334684580453
13290400,0,0,2952.334684580453
13290550,0,0,2952.334684580453
13290700,0,0,2632.718848135243
13290850,0,0,3383.264154587891
13291000,0,0,3421.7278799020464
13291150,0,0,3421.7278799020464
13291300,0,0,3422.1489325336247
13291450,0,0,3272.126547314779
13291600,0,0,3272.4144753039504
13291750,0,0,3559.926706909994
13291900,0,0,3528.077153481845
13292050,0,0,3528.2318434402296
13292200,0,0,3622.812124779824
13292350,0,0,3621.6704396873242
13292500,0,0,3621.6704396873242
13292650,0,0,3621.6704396873242
13292800,0,0,3326.652663470604
13292950,0,0,3327.1801644888033
13293100,0,0,3518.693223444019
13293250,0,0,3394.311680870395
13293400,0,0,3343.4789836128716
13293550,0,0,3343.4789836128716
13293700,0,0,3560.1833307810434
13293850,0,0,3560.346552329151
13294000,0,0,3499.4516719065978
13294150,0,0,3499.4516719065978
13294300,0,0,3470.0872782356532
13294450,0,0,3470.0872782356532
13294600,0,0,3346.766566698598
13294750,0,0,3348.25832903319
13294900,0,0,3263.2204390600486
13295050,0,0,3263.2204390600486
13295200,0,0,3263.3009817166508
13295350,0,0,3544.1427496708375
13295500,0,0,3544.1427496708375
13295650,0,0,3458.3385931085636
13295800,0,0,3458.6908613428227
13295950,0,0,3459.2303569796427
13296100,0,0,3457.574227541049
13296250,0,0,3457.7837919824074
13296400,0,0,3457.8655317901453
13296550,0,0,3462.1759026987243
13296700,0,0,3462.17045623724
13296850,0,0,3462.17045623724
13297000,0,0,3482.1233569381716
13297150,0,0,2753.2223756327785
13297300,0,0,2754.104071115331
13297450,0,0,2410.492875557375
13297600,0,0,2410.492875557375
13297750,0,0,2410.4974674030896
13297900,0,0,2411.9866780416073
13298050,0,0,2411.975144850007
13298200,0,0,2411.9793553757104
13298350,0,0,2411.985471315886
13298500,0,0,2072.088056584362
13298650,0,0,2075.9802990343437
13298800,0,0,2075.9802990343437
13298950,0,0,2058.3198132740667
13299100,0,0,2056.127942729852
13299250,0,0,2072.7271913754116
13299400,0,0,2074.5613189734936
13299550,0,0,2074.5591777887616
13299700,0,0,2432.987743255475
13299850,0,0,2431.6968896959643
13300000,0,0,2071.939365516339
13300150,0,0,2073.5093150685066
13300300,0,0,2083.4793150679698
13300450,0,0,2440.745518506573
13300600,0,0,2788.3603028953416
13300750,0,0,2090.5270563214035
13300900,0,0,3468.776476822353
13301050,0,0,3468.776476822353
13301200,0,0,3708.211780363215
13301350,0,0,3708.360514843847
13301500,0,0,3699.5071190845706
13301650,0,0,3699.5071190845706
13301800,0,0,3690.721409820536
13301950,0,0,3681.6042006681746
13302100,0,0,3470.825363292848
13302250,0,0,3820.130321734162
13302400,0,0,3529.8984964346355
13302550,0,0,3530.699448791588
13302700,0,0,3828.351164255978
13302850,0,0,3828.351164255978
13303000,0,0,3831.4704244017053
13303150,0,0,3831.4182740451547
13303300,0,0,3831.4182740451547
13303450,0,0,3833.8087359453025
13303600,0,0,3140.9961387939156
13303750,0,0,3140.9961387939156
13303900,0,0,3501.364034130949
13304050,0,0,3501.364034130949
13304200,0,0,3501.364034130949
13304350,0,0,3501.6798236046343
13304500,0,0,3504.4889711558258
13304650,0,0,3501.414522496159
13304800,0,0,3502.9136398574387
13304950,0,0,3502.9136398574387
13305100,0,0,3502.9136398574387
13305250,0,0,3503.002691966614
13305400,0,0,2773.592366223465
13305550,0,0,2773.592366223465
13305700,0,0,2773.592366223465
13305850,0,0,3773.082759880519
13306000,0,0,3783.6004108794345
13306150,0,0,3797.5724405629007
13306300,0,0,3797.5724405629007
13306450,0,0,3562.0118052402877
13306600,0,0,3575.6424331592925
13306750,0,0,3576.3853349379588
13306900,0,0,3685.928452893217
13307050,0,0,3688.4912851909476
13307200,0,0,3469.9582136172617
13307350,0,0,3666.0449891281946
13307500,0,0,3666.0449891281946
13307650,0,0,3666.8385967921754
13307800,0,0,3564.3280096287367
13307950,0,0,3564.3280096287367
13308100,0,0,3564.3818567577587
13308250,0,0,3803.5463799352096
13308400,0,0,3805.509636458361
13308550,0,0,3491.68255850666
13308700,0,0,3491.68255850666
13308850,0,0,3491.68255850666
13309000,0,0,3123.84938550711
13309150,0,0,3123.84938550711
13309300,0,0,3123.84938550711
13309450,0,0,3123.84938550711
13309600,0,0,3123.84286289834
13309750,0,0,3123.5747949469296
13309900,0,0,3123.3265662659956
13310050,0,0,3123.591985301989
13310200,0,0,3123.591985301989
13310350,0,0,3123.591985301989
13310500,0,0,3123.591985301989
13310650,0,0,3123.591985301989
13310800,0,0,3123.591985301989
13310950,0,0,3123.5512806536876
13311100,0,0,3123.5512806536876
13311250,0,0,3108.1454307930508
13311400,0,0,3108.1652685888275
13311550,0,0,3106.3214775185497
13311700,0,0,3106.338010323205
13311850,0,0,3106.791455797562
13312000,0,0,3106.791455797562
13312150,0,0,3106.791455797562
13312300,0,0,3106.227833729232
13312450,0,0,3106.227833729232
13312600,0,0,3106.227833729232
13312750,0,0,3106.227833729232
13312900,0,0,3106.227833729232
13313050,0,0,3097.396525622081
13313200,0,0,3106.519381258803
13313350,0,0,3106.519381258803
13313500,0,0,3112.6564342803135
13313650,0,0,3110.0501174659807
13313800,0,0,3110.0501174659807
13313950,0,0,3110.0501174659807
13314100,0,0,3115.3247417350003
13314250,0,0,2740.1638696267046
13314400,0,0,2740.1638696267046
13314550,0,0,2740.1638696267046
13314700,0,0,2740.33161535831
13314850,0,0,2740.58037384159
13315000,0,0,2740.7110722231373
13315150,0,0,2740.7890365991307
13315300,0,0,2742.4063241918675
13315450,0,0,2742.9977819621317
13315600,0,0,2742.6073412645455
13315750,0,0,2744.046508050248
13315900,0,0,2744.046508050248
13316050,0,0,2743.5038294986907
13316200,0,0,2742.9630771337643
13316350,0,0,2742.9630771337643
13316500,0,0,2743.0552136745846
13316650,0,0,2743.0552136745846
13316800,0,0,2743.0552136745846
13316950,0,0,2743.0552136745846
13317100,0,0,2743.0552136745846
13317250,0,0,2747.0432136743702
13317400,0,0,2747.0432136743702
13317550,0,0,2747.0432136743702
13317700,0,0,2747.0432136743702
13317850,0,0,2746.83944058385
13318000,0,0,2746.83944058385
13318150,0,0,2749.076290964603
13318300,0,0,2748.950518170771
13318450,0,0,2748.950518170771
13318600,0,0,2748.950518170771
13318750,0,0,2748.950518170771
13318900,0,0,2748.945228697412
13319050,0,0,2758.010401346924
13319200,0,0,2691.9121705686102
13319350,0,0,2018.6627032145882
13319500,0,0,2016.7040417850255
13319650,0,0,2004.4808139003478
13319800,0,0,2001.760909984425
13319950,0,0,2002.0284050633084
13320100,0,0,2002.0284050633084
13320250,0,0,2683.8984343652796
13320400,0,0,2683.153806146194
13320550,0,0,2683.0557552716386
13320700,0,0,2683.0557552716386
13320850,0,0,2683.0557552716386
13321000,0,0,2683.0557552716386
13321150,0,0,2683.0557552716386
13321300,0,0,2683.3523462327316
13321450,0,0,2333.470624516486
13321600,0,0,2333.470624516486
13321750,0,0,2333.470624516486
13321900,0,0,2340.0387995171177
13322050,0,0,2340.0387995171177
13322200,0,0,2340.0387995171177
13322350,0,0,2342.6915793921653
13322500,0,0,2342.6915793921653
13322650,0,0,2341.7958792834042
13322800,0,0,2341.7958792834042
13322950,0,0,2342.359453417167
13323100,0,0,2342.359453417167
13323250,0,0,2342.0520318499803
13323400,0,0,1681.0997258885445
13323550,0,0,1691.1850340340397
13323700,0,0,655.9518185876658
13323850,0,0,599.8051965522169
13324000,0,0,567.1268160300425
13324150,0,0,537.4159520255105
13324300,0,0,546.0900716003472
13324450,0,0,546.9301395246921
13324600,0,0,546.0551054598991
13324750,0,0,530.8566322766212
13324900,0,0,529.6889987912031
13325050,0,0,539.7065286324608
13325200,0,0,537.6940206987396
13325350,0,0,526.7441705468676
13325500,0,0,518.7549499574063
13325650,0,0,528.8193313952602
13325800,0,0,527.4425076197463
13325950,0,0,534.8749882147947
13326100,0,0,556.8256979464375
13326250,0,0,556.8256979464375
13326400,0,0,538.3170473331013
13326550,0,0,549.6463948765822
13326700,0,0,555.6746628483038
13326850,0,0,555.6746628483038
13327000,0,0,544.186096069051
13327150,0,0,544.186096069051
13327300,0,0,545.7360552065575
13327450,0,0,543.9768702935899
13327600,0,0,556.2569554734633
13327750,0,0,561.22524252658
13327900,0,0,561.2778741055284
13328050,0,0,559.4253091838294
13328200,0,0,574.2750416188193
13328350,0,0,574.2750416188193
13328500,0,0,582.1317659811343
13328650,0,0,582.7670405687609
13328800,0,0,582.7670405687609
13328950,0,0,582.7670405687609
13329100,0,0,580.0558046168775
13329250,0,0,579.2978352928491
13329400,0,0,579.2978352928491
13329550,0,0,579.4798568741236
13329700,0,0,579.4798568741236
13329850,0,0,579.4798568741236
13330000,0,0,579.4798568741236
13330150,0,0,595.7776538333245
13330300,0,0,599.0200504204357
13330450,0,0,590.2978555635453
13330600,0,0,590.2978555635453
13330750,0,0,588.8454149129647
13330900,0,0,564.1157310457081
13331050,0,0,564.1157310457081
13331200,0,0,565.5935333891819
13331350,0,0,565.7432115701747
13331500,0,0,565.7432115701747
13331650,0,0,660.6867163893845
13331800,0,0,658.9677086603575
13331950,0,0,658.9677086603575
13332100,0,0,661.262662556796
13332250,0,0,659.9699385589198
13332400,0,0,660.0752019736289
13332550,0,0,665.2812497976614
13332700,0,0,665.2898547869939
13332850,0,0,665.2898547869939
13333000,0,0,655.7608147439446
13333150,0,0,655.7608147439446
13333300,0,0,655.9555721542897
13333450,0,0,679.4766774863731
13333600,0,0,681.8110047914854
13333750,0,0,681.7305016327011
13333900,0,0,681.7305016327011
13334050,0,0,681.7305016327011
13334200,0,0,682.0201971984827
13334350,0,0,676.1852003832055
13334500,0,0,676.1852340568539
13334650,0,0,676.1852340568539
13334800,0,0,662.5249521395374
13334950,0,0,664.6508048887147
13335100,0,0,664.6508048887147
13335250,0,0,682.7525142136562
13335400,0,0,682.7525142136562
13335550,0,0,682.6745120003426
13335700,0,0,682.6745120003426
13335850,0,0,682.6745120003426
13336000,0,0,682.6745120003426
13336150,0,0,682.6745120003426
13336300,0,0,683.5865854712748
13336450,0,0,676.0770717719181
13336600,0,0,676.480717849862
13336750,0,0,677.4261979483806
13336900,0,0,677.4261979483806
13337050,0,0,677.4261979483806
13337200,0,0,669.1129594114949
13337350,0,0,669.1129594114949
13337500,0,0,682.1792909347879
13337650,0,0,685.3892670663091
13337800,0,0,685.135041798241
13337950,0,0,686.9985093500816
13338100,0,0,670.9964722859249
13338250,0,0,670.8085321183271
13338400,0,0,669.1465667021885
13338550,0,0,666.979661419877
13338700,0,0,667.4372189138014
13338850,0,0,681.8335024692715
13339000,0,0,681.8335024692715
13339150,0,0,664.4210149038125
13339300,0,0,676.9164401295945
13339450,0,0,676.6843521270857
13339600,0,0,678.0195467667854
13339750,0,0,678.0195467667854
13339900,0,0,676.4721485176342
13340050,0,0,654.9672449080473
13340200,0,0,654.3150098067591
13340350,0,0,654.3150098067591
13340500,0,0,666.2719687307449
13340650,0,0,666.2719687307449
13340800,0,0,655.6874266435095
13340950,0,0,657.069479275089
13341100,0,0,657.069479275089
13341250,0,0,657.069479275089
13341400,0,0,659.3012350195415
13341550,0,0,659.4603915286909
13341700,0,0,661.5101703243595
13341850,0,0,661.5101703243595
13342000,0,0,661.5101703243595
13342150,0,0,661.6608271526087
13342300,0,0,661.6608271526087
13342450,0,0,661.9434608806763
13342600,0,0,661.9434608806763
13342750,0,0,664.0246404195464
13342900,0,0,669.2255837998737
13343050,0,0,669.2486594822885
13343200,0,0,663.4367731295713
13343350,0,0,663.4367731295713
13343500,0,0,663.4367731295713
13343650,0,0,664.075354208158
13343800,0,0,664.075354208158
13343950,0,0,670.9664556821056
13344100,0,0,670.9664556821056
13344250,0,0,685.8335097118824
13344400,0,0,687.0499617157744
13344550,0,0,687.0499617157744
13344700,0,0,687.0499617157744
13344850,0,0,701.902794290514
13345000,0,0,701.902794290514
13345150,0,0,701.902794290514
13345300,0,0,701.902794290514
13345450,0,0,710.9274016633233
13345600,0,0,710.9274016633233
13345750,0,0,710.9274016633233
13345900,0,0,710.9422071493159
13346050,0,0,710.9948387282625
13346200,0,0,703.0196216920771
13346350,0,0,715.2568009654001
13346500,0,0,719.9957017448137
13346650,0,0,680.8660331108117
13346800,0,0,665.7629580475027
13346950,0,0,666.3521449460427
13347100,0,0,672.8023223325389
13347250,0,0,665.1986264060728
13347400,0,0,667.1939516301358
13347550,0,0,681.3455050843097
13347700,0,0,681.3455050843097
13347850,0,0,684.8384270072604
13348000,0,0,689.2611069108037
13348150,0,0,654.5519089560712
13348300,0,0,655.9361713057444
13348450,0,0,654.2464551098931
13348600,0,0,690.102188283581
13348750,0,0,690.1998779919484
13348900,0,0,665.4768777486994
13349050,0,0,665.2128190258051
13349200,0,0,689.960796774229
13349350,0,0,689.7378566993743
13349500,0,0,691.5850195618367
13349650,0,0,689.3754029285045
13349800,0,0,690.9963313501029
13349950,0,0,690.9917421485096
13350100,0,0,690.9917421485096
13350250,0,0,637.1461060131156
13350400,0,0,605.580018592296
13350550,0,0,602.9657702826751
13350700,0,0,602.9657702826751
13350850,0,0,603.764030066435
13351000,0,0,622.2609156133778
13351150,0,0,620.349756993229
13351300,0,0,620.0297328297715
13351450,0,0,666.7783527171787
13351600,0,0,666.7767222520679
13351750,0,0,576.388572696713
13351900,0,0,578.2327832230296
13352050,0,0,767.1756979515159
13352200,0,0,747.5535334137139
13352350,0,0,747.5643365563201
13352500,0,0,747.5643365563201
13352650,0,0,756.7653581549146
13352800,0,0,765.3334016665873
13352950,0,0,765.3850095651875
13353100,0,0,731.8071566699797
13353250,0,0,730.6662970102414
13353400,0,0,755.9920148775766
13353550,0,0,755.9920148775766
13353700,0,0,761.3708957546901
13353850,0,0,761.3708957546901
13354000,0,0,761.3708957546901
13354150,0,0,761.3708957546901
13354300,0,0,762.4298161733718
13354450,0,0,762.6728205706681
13354600,0,0,745.7072023285705
13354750,0,0,761.1514989885557
13354900,0,0,762.6340217894424
13355050,0,0,767.0388113833102
13355200,0,0,739.9760556959915
13355350,0,0,740.649707699438
13355500,0,0,740.2865034823568
13355650,0,0,740.2865034823568
13355800,0,0,740.2865034823568
13355950,0,0,744.3420735423308
13356100,0,0,754.122866427198
13356250,0,0,754.122866427198
13356400,0,0,750.9738969175128
13356550,0,0,742.8935849567454
13356700,0,0,760.8235946443478
13356850,0,0,717.480374538607
13357000,0,0,717.480374538607
13357150,0,0,735.2285004412685
13357300,0,0,742.9752757196862
13357450,0,0,743.7187187927941
13357600,0,0,743.8282131808388
13357750,0,0,744.054786134842
13357900,0,0,744.054786134842
13358050,0,0,743.8937305322697
13358200,0,0,743.8937305322697
13358350,0,0,763.0546040640293
13358500,0,0,764.5771188705348
13358650,0,0,764.6060385195997
13358800,0,0,770.5103908226396
13358950,0,0,770.5103908226396
13359100,0,0,770.5266216261489
13359250,0,0,770.5798017460047
13359400,0,0,770.5798017460047
13359550,0,0,677.969092456346
13359700,0,0,680.4696086299667
13359850,0,0,680.4696086299667
13360000,0,0,680.4696086299667
13360150,0,0,711.1223857605103
13360300,0,0,712.2865874434112
13360450,0,0,711.3398006051914
13360600,0,0,711.4009309919206
13360750,0,0,711.5161908923733
13360900,0,0,711.5161908923733
13361050,0,0,711.5161908923733
13361200,0,0,684.0292990327995
13361350,0,0,684.0292990327995
13361500,0,0,686.22663745385
13361650,0,0,567.8446234777747
13361800,0,0,566.7662310898667
13361950,0,0,565.3558080704895
13362100,0,0,565.3558080704895
13362250,0,0,565.8618415777306
13362400,0,0,565.8618415777306
13362550,0,0,567.5567661351666
13362700,0,0,567.5594244267464
13362850,0,0,566.1851620415594
13363000,0,0,566.1257268479105
13363150,0,0,566.1257268479105
13363300,0,0,566.1257268479105
13363450,0,0,557.2192605372817
13363600,0,0,557.2192605372817
13363750,0,0,558.0087342214898
13363900,0,0,558.0087342214898
13364050,0,0,558.0087342214898
13364200,0,0,558.0087342214898
13364350,0,0,558.0087342214898
13364500,0,0,560.8889578443301
13364650,0,0,560.8889578443301
13364800,0,0,686.950824115797
13364950,0,0,686.9327939917081
13365100,0,0,686.9327939917081
13365250,0,0,687.3833883338126
13365400,0,0,702.3536103175475
13365550,0,0,709.7618004321821
13365700,0,0,717.9330552928741
13365850,0,0,688.1174588414798
13366000,0,0,682.1046584680925
13366150,0,0,715.4064657766169
13366300,0,0,711.2566137157603
13366450,0,0,711.2566137157603
13366600,0,0,711.2566137157603
13366750,0,0,709.4558765657894
13366900,0,0,709.4403529037686
13367050,0,0,709.4403529037686
13367200,0,0,709.4403529037686
13367350,0,0,706.5913829083042
13367500,0,0,708.3212177928658
13367650,0,0,694.0037076858524
13367800,0,0,805.0877567016109
13367950,0,0,805.9370915749482
13368100,0,0,806.1778073567996
13368250,0,0,806.1778073567996
13368400,0,0,804.4977990561513
13368550,0,0,790.2171642807309
13368700,0,0,790.5712019201758
13368850,0,0,790.2802461963631
13369000,0,0,803.1690997819179
13369150,0,0,806.0476464093283
13369300,0,0,806.0476464093283
13369450,0,0,806.3953461982112
13369600,0,0,822.9683865454042
13369750,0,0,786.3996116713395
13369900,0,0,784.2012519321459
13370050,0,0,784.2006428490465
13370200,0,0,784.2006428490465
13370350,0,0,791.3190656095682
13370500,0,0,791.3395919253577
13370650,0,0,788.2167658847408
13370800,0,0,807.1688940560557
13370950,0,0,789.7532174868161
13371100,0,0,789.7532174868161
13371250,0,0,767.6839293755751
13371400,0,0,783.9765434170665
13371550,0,0,783.9595730259268
13371700,0,0,758.8103680950251
13371850,0,0,780.0019138653977
13372000,0,0,770.8121450407706
13372150,0,0,770.8633435701284
13372300,0,0,770.8633435701284
13372450,0,0,773.6227344023673
13372600,0,0,773.6227344023673
13372750,0,0,773.6753659813157
13372900,0,0,773.561247163726
13373050,0,0,774.941708083813
13373200,0,0,774.941708083813
13373350,0,0,810.058351453597
13373500,0,0,810.058351453597
13373650,0,0,810.058351453597
13373800,0,0,772.0132147372458
13373950,0,0,772.0132147372458
13374100,0,0,717.1425083314468
13374250,0,0,719.339846752501
13374400,0,0,742.4165480572277
13374550,0,0,742.4200436375935
13374700,0,0,742.4200436375935
13374850,0,0,786.7483813782645
13375000,0,0,748.8078174884668
13375150,0,0,747.2266696620686
13375300,0,0,747.2652595762306
13375450,0,0,747.3304754770184
13375600,0,0,747.3304754770184
13375750,0,0,732.9507626243619
13375900,0,0,732.9507626243619
13376050,0,0,734.7893970805078
13376200,0,0,710.0751296665118
13376350,0,0,710.0751296665118
13376500,0,0,715.2760376655559
13376650,0,0,749.944359845257
13376800,0,0,749.944359845257
13376950,0,0,720.6963062189589
13377100,0,0,720.4611892832963
13377250,0,0,714.9800800973733
13377400,0,0,712.9441378421195
13377550,0,0,714.9695693482615
13377700,0,0,712.326362707691
13377850,0,0,712.326362707691
13378000,0,0,701.633430703484
13378150,0,0,703.2540622824317
13378300,0,0,703.0723950468227
13378450,0,0,697.2667152219199
13378600,0,0,697.2667152219199
13378750,0,0,671.5312790331413
13378900,0,0,671.5312790331413
13379050,0,0,652.4341649466164
13379200,0,0,652.4341649466164
13379350,0,0,652.4341649466164
13379500,0,0,652.4341649466164
13379650,0,0,746.9452343345929
13379800,0,0,743.63801112182
13379950,0,0,743.63801112182
13380100,0,0,743.63801112182
13380250,0,0,743.63801112182
13380400,0,0,743.4503484971343
13380550,0,0,745.7681049696954
13380700,0,0,807.0114968288124
13380850,0,0,814.229531959543
