blocknumber,reserve WETH,reserve WBTC,volume WETH for 5% slippage
13501300,0,0,14243.653615587395
13501450,0,0,14051.203443052087
13501600,0,0,14199.0602527855
13501750,0,0,14209.752529282485
13501900,0,0,14441.355168025559
13502050,0,0,14281.286468476374
13502200,0,0,14194.526353375713
13502350,0,0,14235.945775368447
13502500,0,0,14445.492305856598
13502650,0,0,14626.550437279966
13502800,0,0,14558.901632927302
13502950,0,0,14511.415868408878
13503100,0,0,14147.656770882573
13503250,0,0,14030.349686290738
13503400,0,0,13795.943616738507
13503550,0,0,14336.14894829562
13503700,0,0,14155.281190105725
13503850,0,0,13693.304452929206
13504000,0,0,13757.817911775595
13504150,0,0,13858.354362751226
13504300,0,0,13444.948702316775
13504450,0,0,13509.80010423814
13504600,0,0,13806.058252168976
13504750,0,0,13662.605278115032
13504900,0,0,13662.572128930955
13505050,0,0,13523.451191020702
13505200,0,0,13347.495591287836
13505350,0,0,13488.070565985603
13505500,0,0,14071.002430733317
13505650,0,0,14030.021887040246
13505800,0,0,13959.074965202897
13505950,0,0,13838.99686574038
13506100,0,0,13864.865429338455
13506250,0,0,13864.609112651311
13506400,0,0,14531.80178329588
13506550,0,0,14392.265884799035
13506700,0,0,14331.61673893542
13506850,0,0,14086.104992820961
13507000,0,0,13959.851303703987
13507150,0,0,12648.850616994434
13507300,0,0,12352.19415853449
13507450,0,0,12258.637607467172
13507600,0,0,23526.847682038468
13507750,0,0,20601.2199983494
13507900,0,0,21176.48742839432
13508050,0,0,21917.788692668197
13508200,0,0,21839.98956514624
13508350,0,0,20502.851009128404
13508500,0,0,19291.984743380646
13508650,0,0,17976.29227143151
13508800,0,0,11744.17630129032
13508950,0,0,11488.887193859007
13509100,0,0,10817.939876441196
13509250,0,0,10604.753370477078
13509400,0,0,10674.75235764388
13509550,0,0,10638.04639012576
13509700,0,0,10634.765270736378
13509850,0,0,10629.429230470918
13510000,0,0,10403.600067351792
13510150,0,0,10727.486240748061
13510300,0,0,10728.252583960537
13510450,0,0,10728.26214170245
13510600,0,0,10711.882431468073
13510750,0,0,10733.340483920361
13510900,0,0,10718.418245844696
13511050,0,0,10662.367873188796
13511200,0,0,10549.349212325742
13511350,0,0,10285.12418602423
13511500,0,0,10265.799685318623
13511650,0,0,10264.181175495185
13511800,0,0,10307.362266135868
13511950,0,0,10533.310745915565
13512100,0,0,11167.179348901582
13512250,0,0,11145.687663574783
13512400,0,0,10848.875380903717
13512550,0,0,10873.441702798129
13512700,0,0,10831.994965646269
13512850,0,0,10868.020563124823
13513000,0,0,11245.377534536066
13513150,0,0,11293.959108898416
13513300,0,0,11293.830208305964
13513450,0,0,11306.75571921487
13513600,0,0,11280.395767809056
13513750,0,0,11308.34035308366
13513900,0,0,11226.38818608027
13514050,0,0,10599.042259424652
13514200,0,0,10478.798165372971
13514350,0,0,10479.300398100693
13514500,0,0,11202.917429085306
13514650,0,0,11207.13155500456
13514800,0,0,11017.558672785914
13514950,0,0,11011.827940658866
13515100,0,0,10998.665163764075
13515250,0,0,10609.273443196667
13515400,0,0,10653.11899713214
13515550,0,0,10663.319698901592
13515700,0,0,10767.157122196199
13515850,0,0,11145.397024537177
13516000,0,0,11164.031680874603
13516150,0,0,11163.860671056882
13516300,0,0,11225.684958244621
13516450,0,0,11246.070053331896
13516600,0,0,10629.566330002159
13516750,0,0,10551.198916240019
13516900,0,0,10498.391893985397
13517050,0,0,10553.786610521494
13517200,0,0,10553.727110382119
13517350,0,0,10564.805397693854
13517500,0,0,10805.829519566783
13517650,0,0,10968.333017977257
13517800,0,0,10926.121741743456
13517950,0,0,10551.70731327813
13518100,0,0,10551.705977409776
13518250,0,0,10555.196498790108
13518400,0,0,10508.136475780744
13518550,0,0,11134.298134381426
13518700,0,0,11590.99686910187
13518850,0,0,11663.8174471661
13519000,0,0,11651.085341249891
13519150,0,0,11296.107262593801
13519300,0,0,11296.094895672219
13519450,0,0,11452.393910336445
13519600,0,0,11376.502791173732
13519750,0,0,11304.917984603975
13519900,0,0,11346.448271155647
13520050,0,0,11197.536257397634
13520200,0,0,11239.230253860022
13520350,0,0,11275.349946224651
13520500,0,0,11147.3266442225
13520650,0,0,10934.460964149279
13520800,0,0,11169.40216066364
13520950,0,0,11396.714583309707
13521100,0,0,11442.302484120748
13521250,0,0,12177.21217418475
13521400,0,0,12168.158081498841
13521550,0,0,12006.44038056252
13521700,0,0,11560.912831438643
13521850,0,0,11164.490728761713
13522000,0,0,11334.959525595628
13522150,0,0,11453.068360051366
13522300,0,0,10697.821228860972
13522450,0,0,10435.509187274485
13522600,0,0,10377.94862296247
13522750,0,0,10601.751440262025
13522900,0,0,10227.250846417795
13523050,0,0,10228.450014158057
13523200,0,0,10339.737974735503
13523350,0,0,10347.147151735559
13523500,0,0,10360.26734840345
13523650,0,0,10546.96857774622
13523800,0,0,10584.365842154466
13523950,0,0,10552.90639538404
13524100,0,0,10609.837314925953
13524250,0,0,10775.540026751669
13524400,0,0,11058.819708867966
13524550,0,0,11058.860651177132
13524700,0,0,11359.224505962542
13524850,0,0,11577.809396774323
13525000,0,0,11518.806510132197
13525150,0,0,11511.43042549928
13525300,0,0,11436.994905286823
13525450,0,0,11397.567066515452
13525600,0,0,11851.43752836843
13525750,0,0,11830.049314201253
13525900,0,0,11804.302623745894
13526050,0,0,12177.842073069283
13526200,0,0,12069.888444946131
13526350,0,0,11956.948504267179
13526500,0,0,11946.692542876743
13526650,0,0,11900.350513172627
13526800,0,0,11843.125196267609
13526950,0,0,11816.780888779225
13527100,0,0,11818.674976505104
13527250,0,0,11701.265068567343
13527400,0,0,11619.970643331593
13527550,0,0,11660.111724964285
13527700,0,0,11769.21104246821
13527850,0,0,11782.793001165477
13528000,0,0,11786.287592298617
13528150,0,0,11727.079093579174
13528300,0,0,11385.738416247648
13528450,0,0,11288.91934984379
13528600,0,0,11045.960449731334
13528750,0,0,11037.38368457642
13528900,0,0,11120.734203179787
13529050,0,0,11117.767376980799
13529200,0,0,11275.015532907164
13529350,0,0,11218.4876780936
13529500,0,0,11161.109543657709
13529650,0,0,11222.51701923669
13529800,0,0,11223.21922080035
13529950,0,0,11818.270737473435
13530100,0,0,11781.785395231525
13530250,0,0,11680.405226947945
13530400,0,0,11455.097020121264
13530550,0,0,11360.417364824578
13530700,0,0,11261.003192337601
13530850,0,0,11291.804126302331
13531000,0,0,11342.378585862638
13531150,0,0,11239.733532520437
13531300,0,0,10996.990320474531
13531450,0,0,10952.03856403921
13531600,0,0,11367.680067595506
13531750,0,0,11069.22098914951
13531900,0,0,11143.752793302305
13532050,0,0,11196.426092632508
13532200,0,0,10949.87937645285
13532350,0,0,10961.190110716228
13532500,0,0,10961.330654532945
13532650,0,0,11110.396322997818
13532800,0,0,11106.4518078187
13532950,0,0,11060.801918688712
13533100,0,0,10895.225715196178
13533250,0,0,10875.197349239756
13533400,0,0,10857.653191423704
13533550,0,0,10920.074322871691
13533700,0,0,10821.66693955846
13533850,0,0,10821.590104372097
13534000,0,0,10811.057229838565
13534150,0,0,10719.21972239968
13534300,0,0,10774.917315289746
13534450,0,0,10865.947455129965
13534600,0,0,10865.947455129965
13534750,0,0,10899.125457912342
13534900,0,0,10901.948028969258
13535050,0,0,10911.38729660621
13535200,0,0,10869.263976404742
13535350,0,0,10941.73717285435
13535500,0,0,10880.443350272126
13535650,0,0,10861.262212395533
13535800,0,0,10921.507563444295
13535950,0,0,10920.586499993085
13536100,0,0,10911.375326665906
13536250,0,0,10877.163274871453
13536400,0,0,10921.533398841104
13536550,0,0,10886.363290748526
13536700,0,0,10926.728687414452
13536850,0,0,11660.375210879587
13537000,0,0,11569.090417901203
13537150,0,0,11450.680831408823
13537300,0,0,11435.749557014862
13537450,0,0,11518.499329731047
13537600,0,0,11521.458452060899
13537750,0,0,11330.013587644815
13537900,0,0,11078.027996640525
13538050,0,0,10970.110761339742
13538200,0,0,11028.284775255244
13538350,0,0,11343.922510228156
13538500,0,0,11397.520069035565
13538650,0,0,11314.555902252472
13538800,0,0,11289.572901398811
13538950,0,0,11400.150415055992
13539100,0,0,11338.820447429665
13539250,0,0,11302.744012211468
13539400,0,0,11319.897788170663
13539550,0,0,11042.230826560512
13539700,0,0,11004.180811039378
13539850,0,0,11140.472269590393
13540000,0,0,11135.029271435738
13540150,0,0,10972.156898505804
13540300,0,0,10775.078063251865
13540450,0,0,10715.396970936014
13540600,0,0,10628.087126713808
13540750,0,0,10385.487824707401
13540900,0,0,10161.205634587746
13541050,0,0,10033.835437121308
13541200,0,0,10146.41777280654
13541350,0,0,10126.824997526594
13541500,0,0,10131.181066497466
13541650,0,0,10145.156380407652
13541800,0,0,10383.01901898487
13541950,0,0,10485.238947569562
13542100,0,0,10140.507435915668
13542250,0,0,10118.17892030303
13542400,0,0,10158.347875847183
13542550,0,0,10120.265532140054
13542700,0,0,10120.81554200216
13542850,0,0,10108.742931686065
13543000,0,0,10118.663611288968
13543150,0,0,10566.271635206518
13543300,0,0,10557.794547519936
13543450,0,0,10603.865651037446
13543600,0,0,10618.364982836378
13543750,0,0,10630.582877734516
13543900,0,0,10646.53869508186
13544050,0,0,10656.852360267867
13544200,0,0,10646.688434298125
13544350,0,0,10694.288025782165
13544500,0,0,10639.351070772504
13544650,0,0,10187.031639646706
13544800,0,0,10415.567190030535
13544950,0,0,10172.812556148128
13545100,0,0,10242.569135943992
13545250,0,0,10215.026474355895
13545400,0,0,9676.462467422158
13545550,0,0,9800.631537546891
13545700,0,0,9968.248202941673
13545850,0,0,10032.362426790143
13546000,0,0,10004.986899634485
13546150,0,0,10031.763493164526
13546300,0,0,10035.1869558307
13546450,0,0,10033.274597014668
13546600,0,0,10125.01306985253
13546750,0,0,10132.118767779439
13546900,0,0,10216.376379032517
13547050,0,0,10208.211057546629
13547200,0,0,10241.84665189165
13547350,0,0,10049.059750525243
13547500,0,0,10033.43714994245
13547650,0,0,10169.051266499102
13547800,0,0,10195.7845253706
13547950,0,0,10158.199910651736
13548100,0,0,10159.668613876307
13548250,0,0,10165.137639430695
13548400,0,0,10178.385941022334
13548550,0,0,10139.101342731776
13548700,0,0,10383.761963344416
13548850,0,0,10344.800492415936
13549000,0,0,10339.895327542348
13549150,0,0,10103.473933626394
13549300,0,0,10082.170138527215
13549450,0,0,10477.618679216677
13549600,0,0,10467.901012309268
13549750,0,0,10491.248451482903
13549900,0,0,10452.192255863742
13550050,0,0,10452.173789186862
13550200,0,0,10404.937846671244
13550350,0,0,10368.294740878528
13550500,0,0,10362.52191376979
13550650,0,0,10360.403797834002
13550800,0,0,10360.780278629009
13550950,0,0,10182.63481105227
13551100,0,0,10048.525344473188
13551250,0,0,10360.223276146036
13551400,0,0,10368.202692577503
13551550,0,0,10370.537057446012
13551700,0,0,10405.940208932152
13551850,0,0,10450.738788248726
13552000,0,0,10440.851983094326
13552150,0,0,10588.899952805803
13552300,0,0,10553.308664124681
13552450,0,0,10412.563691529922
13552600,0,0,10203.21620663696
13552750,0,0,10019.078040285895
13552900,0,0,10144.609620619805
13553050,0,0,10102.233527852368
13553200,0,0,10086.506308224256
13553350,0,0,10086.50631875057
13553500,0,0,10039.924012518966
13553650,0,0,10376.651825337607
13553800,0,0,10395.48477035413
13553950,0,0,10023.920779455522
13554100,0,0,10024.654297298584
13554250,0,0,10491.64710862978
13554400,0,0,10490.490664151193
13554550,0,0,10482.31643618966
13554700,0,0,10523.878243334722
13554850,0,0,10524.614473644968
13555000,0,0,10522.427291177893
13555150,0,0,10491.884151790928
13555300,0,0,10522.392382652119
13555450,0,0,10598.079803595769
13555600,0,0,10605.103499588899
13555750,0,0,10577.999013732633
13555900,0,0,10574.411684186727
13556050,0,0,10583.379001385223
13556200,0,0,10584.744957314211
13556350,0,0,10552.174051952417
13556500,0,0,10536.879774941188
13556650,0,0,10560.647971603785
13556800,0,0,10583.298683611429
13556950,0,0,10532.43280434491
13557100,0,0,10543.50907317813
13557250,0,0,10560.147056353195
13557400,0,0,10554.465215687631
13557550,0,0,10504.486585360886
13557700,0,0,10363.75113860726
13557850,0,0,10194.609347943795
13558000,0,0,10141.58950458071
13558150,0,0,10142.904332276254
13558300,0,0,9942.47745195344
13558450,0,0,9940.789342888678
13558600,0,0,9878.527802748213
13558750,0,0,9865.241445208974
13558900,0,0,10054.387367346726
13559050,0,0,10129.200092361967
13559200,0,0,10175.723938684509
13559350,0,0,10157.436560762228
13559500,0,0,10157.04799848413
13559650,0,0,10119.475730525177
13559800,0,0,10127.623385457793
13559950,0,0,10154.823929924652
13560100,0,0,10099.173888804025
13560250,0,0,10054.711890631519
13560400,0,0,10054.711890631519
13560550,0,0,10057.932631573616
13560700,0,0,9984.522375907756
13560850,0,0,10230.718901004248
13561000,0,0,10245.665791708438
13561150,0,0,10239.262025856191
13561300,0,0,10240.341158145828
13561450,0,0,10227.615902036534
13561600,0,0,10250.439121898768
13561750,0,0,10249.535035879053
13561900,0,0,10189.758247484822
13562050,0,0,10244.108048300197
13562200,0,0,10227.596804553574
13562350,0,0,10287.70168848707
13562500,0,0,10294.469560415619
13562650,0,0,11173.998973873775
13562800,0,0,11173.876709586624
13562950,0,0,11211.399316230661
13563100,0,0,11249.356448442148
13563250,0,0,11245.487303483316
13563400,0,0,11192.780882219618
13563550,0,0,11192.822241770691
13563700,0,0,11206.14111509128
13563850,0,0,11043.700602818724
13564000,0,0,11064.6886306922
13564150,0,0,11044.075248723591
13564300,0,0,10946.378252370763
13564450,0,0,10940.162498702575
13564600,0,0,10901.301765800035
13564750,0,0,10858.32231661628
13564900,0,0,10862.6656825451
13565050,0,0,10561.031007962012
13565200,0,0,10483.670736517233
13565350,0,0,10476.819761009416
13565500,0,0,10465.811875347234
13565650,0,0,10435.43998607569
13565800,0,0,10473.140781615599
13565950,0,0,10400.465264535149
13566100,0,0,10412.247470165488
13566250,0,0,10400.812177106458
13566400,0,0,10367.749540313758
13566550,0,0,10313.008201262486
13566700,0,0,10324.487010899424
13566850,0,0,10337.983024475101
13567000,0,0,10337.971208846322
13567150,0,0,10353.069303281329
13567300,0,0,10353.763334299094
13567450,0,0,10361.254714670522
13567600,0,0,10335.977589677674
13567750,0,0,10359.646622259905
13567900,0,0,10314.085164128212
13568050,0,0,10299.75967950422
13568200,0,0,10304.418132571904
13568350,0,0,10277.621923944609
13568500,0,0,10274.829903343125
13568650,0,0,10129.884990574665
13568800,0,0,10322.710552134655
13568950,0,0,10390.423980936295
13569100,0,0,10358.070630013763
13569250,0,0,10126.819292636013
13569400,0,0,10125.396079690647
13569550,0,0,10163.419944406249
13569700,0,0,10077.82881029299
13569850,0,0,10027.067478330711
13570000,0,0,9657.924416319784
13570150,0,0,9679.235157552566
13570300,0,0,9743.917911877339
13570450,0,0,9740.609204886276
13570600,0,0,9923.549842649853
13570750,0,0,9923.44381626154
13570900,0,0,9965.72314843423
13571050,0,0,9989.729425095247
13571200,0,0,9990.438351002227
13571350,0,0,9990.162120224953
13571500,0,0,9991.333518160673
13571650,0,0,10436.682537543387
13571800,0,0,10482.173831968918
13571950,0,0,10238.00432186299
13572100,0,0,10405.431296713694
13572250,0,0,10407.686888885117
13572400,0,0,10554.69310049612
13572550,0,0,10702.329705189322
13572700,0,0,10843.234690171677
13572850,0,0,11679.101048160466
13573000,0,0,11692.015367020047
13573150,0,0,11748.590658970237
13573300,0,0,11710.929466126383
13573450,0,0,11642.895599217874
13573600,0,0,11536.784620750468
13573750,0,0,11036.358081639952
13573900,0,0,10556.198029541367
13574050,0,0,10948.538899982632
13574200,0,0,11193.325529490143
13574350,0,0,10725.761570223878
13574500,0,0,10744.202848409464
13574650,0,0,10944.957624940958
13574800,0,0,10972.253074776434
13574950,0,0,11018.56766783234
13575100,0,0,10988.009739729705
13575250,0,0,10934.078035557995
13575400,0,0,10945.194433249548
13575550,0,0,10952.476293574442
13575700,0,0,11920.719382260593
13575850,0,0,11968.43589553383
13576000,0,0,11933.594851382904
13576150,0,0,12227.504671368917
13576300,0,0,11885.475007277017
13576450,0,0,11904.077379366867
13576600,0,0,11935.516229013596
13576750,0,0,11935.106611973348
13576900,0,0,12073.319976226543
13577050,0,0,12198.81857994629
13577200,0,0,12133.095073949933
13577350,0,0,12160.988418610761
13577500,0,0,12074.9827357012
13577650,0,0,12078.240033155951
13577800,0,0,12107.757258443497
13577950,0,0,12153.099142444953
13578100,0,0,12249.576836321277
13578250,0,0,12200.371058642404
13578400,0,0,12233.419019993182
13578550,0,0,12451.939674148136
13578700,0,0,12610.093021351435
13578850,0,0,12113.638757572928
13579000,0,0,12159.071990436181
13579150,0,0,12165.784820003715
13579300,0,0,12166.392289854371
13579450,0,0,12523.48339433983
13579600,0,0,12845.03772126814
13579750,0,0,12841.320692551588
13579900,0,0,12887.67037670851
13580050,0,0,12898.978761377795
13580200,0,0,13080.582239021755
13580350,0,0,13068.700454575139
13580500,0,0,13069.20786054414
13580650,0,0,12763.050860277932
13580800,0,0,12756.113532840582
13580950,0,0,12791.088000168893
13581100,0,0,12778.347645709484
13581250,0,0,12761.78532656458
13581400,0,0,12723.655594361064
13581550,0,0,12782.592316900475
13581700,0,0,12764.447227720573
13581850,0,0,12758.171284402728
13582000,0,0,12783.547165094622
13582150,0,0,12732.23161573506
13582300,0,0,12772.005074676788
13582450,0,0,12674.268725448268
13582600,0,0,12674.08560561035
13582750,0,0,12657.831629485694
13582900,0,0,12223.230062926174
13583050,0,0,12524.116782006655
13583200,0,0,12531.50055136544
13583350,0,0,12501.107024734485
13583500,0,0,12224.054511004753
13583650,0,0,12281.964306862334
13583800,0,0,12483.742350700437
13583950,0,0,12544.044763486074
13584100,0,0,12534.052428511206
13584250,0,0,12783.726745823442
13584400,0,0,12599.301595328478
13584550,0,0,12707.765868673585
13584700,0,0,12721.735970642496
13584850,0,0,12725.46721575669
13585000,0,0,13033.71665104982
13585150,0,0,12406.411369894497
13585300,0,0,12431.539436201097
13585450,0,0,12474.166994213752
13585600,0,0,12474.848158095072
13585750,0,0,12588.450720334095
13585900,0,0,12604.770415124234
13586050,0,0,12564.78002380589
13586200,0,0,12462.28360514708
13586350,0,0,12460.908773478686
13586500,0,0,12620.159612790754
13586650,0,0,12620.749351195464
13586800,0,0,12673.645392204147
13586950,0,0,12673.283695327531
13587100,0,0,12527.006397215333
13587250,0,0,12523.084763514911
13587400,0,0,12523.005559487352
13587550,0,0,12529.001909104203
13587700,0,0,12413.087864586993
13587850,0,0,12453.803822293938
13588000,0,0,12433.538653374486
13588150,0,0,12433.693151769858
13588300,0,0,12453.12113202774
13588450,0,0,12396.50665786264
13588600,0,0,12386.953436512722
13588750,0,0,12292.57389284249
13588900,0,0,12850.555995028186
13589050,0,0,12909.077616828597
13589200,0,0,12874.101525282254
13589350,0,0,12797.942147782807
13589500,0,0,12521.900357341614
13589650,0,0,12507.497800268442
13589800,0,0,12515.57611296066
13589950,0,0,12530.057173779764
13590100,0,0,12594.068860568927
13590250,0,0,12783.310701478877
13590400,0,0,12753.897184525811
13590550,0,0,12845.972537276088
13590700,0,0,12903.163978339466
13590850,0,0,12788.01275079287
13591000,0,0,12678.903874435775
13591150,0,0,12628.900365891905
13591300,0,0,12662.907228399838
13591450,0,0,12662.007494276757
13591600,0,0,12348.370888006277
13591750,0,0,12338.457127280144
13591900,0,0,12346.03241008893
13592050,0,0,12338.915591909878
13592200,0,0,12355.2613913585
13592350,0,0,12342.450059908577
13592500,0,0,12329.753227169971
13592650,0,0,12277.066717755462
13592800,0,0,12535.936702283043
13592950,0,0,12535.742018343424
13593100,0,0,12331.685372042544
13593250,0,0,12288.78788766158
13593400,0,0,12070.915185392842
13593550,0,0,12054.076904535465
13593700,0,0,12075.496636983393
13593850,0,0,12029.917511048907
13594000,0,0,12611.225085415908
13594150,0,0,12190.711467128189
13594300,0,0,12139.221921827622
13594450,0,0,12132.38288263484
13594600,0,0,12203.761727440782
13594750,0,0,12119.399741596593
13594900,0,0,12044.74224889706
13595050,0,0,12527.946513172783
13595200,0,0,12511.478562321401
13595350,0,0,12333.925056562768
13595500,0,0,11978.395084749576
13595650,0,0,11978.239371012773
13595800,0,0,11994.66685016244
13595950,0,0,11948.344719376297
13596100,0,0,11718.814045231935
13596250,0,0,11665.079863601908
13596400,0,0,11673.011575655557
13596550,0,0,11558.584720681118
13596700,0,0,11596.000417440635
13596850,0,0,11559.793243182097
13597000,0,0,11552.313634959275
13597150,0,0,11863.792328988027
13597300,0,0,11871.870942582838
13597450,0,0,11871.512893993555
13597600,0,0,11861.62747565376
13597750,0,0,11892.46118093337
13597900,0,0,11986.26868801482
13598050,0,0,12003.835062376404
13598200,0,0,12018.281749955511
13598350,0,0,11905.617562960506
13598500,0,0,11898.447314667266
13598650,0,0,11728.330247221635
13598800,0,0,11493.835599928876
13598950,0,0,11492.641511450773
13599100,0,0,11457.405926813022
13599250,0,0,11460.325745125952
13599400,0,0,11404.630768147732
13599550,0,0,11381.832484978053
13599700,0,0,11425.28616309985
13599850,0,0,11468.66232757082
13600000,0,0,11669.053362080636
13600150,0,0,11664.299073120214
13600300,0,0,11664.257720463846
13600450,0,0,11714.216962361075
13600600,0,0,11833.988682336283
13600750,0,0,12159.357827554544
13600900,0,0,11833.165579559967
13601050,0,0,11861.028643605709
13601200,0,0,12020.020719793345
13601350,0,0,12087.338417909454
13601500,0,0,12323.935055009366
13601650,0,0,12404.802837276899
13601800,0,0,12404.615394313145
13601950,0,0,12450.670639258049
13602100,0,0,12982.182741563058
13602250,0,0,12895.534217813689
13602400,0,0,12769.626919126245
13602550,0,0,12750.692224122422
13602700,0,0,12634.33844440618
13602850,0,0,12214.614845116654
13603000,0,0,12031.160135253895
13603150,0,0,12046.642142634808
13603300,0,0,12176.207794264448
13603450,0,0,12342.382797970402
13603600,0,0,12985.51788905993
13603750,0,0,13028.287576167471
13603900,0,0,13066.305711182356
13604050,0,0,13081.872914211284
13604200,0,0,13049.08706171752
13604350,0,0,13069.814734006106
13604500,0,0,12865.276566968405
13604650,0,0,12863.687468742097
13604800,0,0,12900.836726261121
13604950,0,0,12931.845997124305
13605100,0,0,12924.403015063392
13605250,0,0,13051.139789127334
13605400,0,0,13051.139789127334
13605550,0,0,13053.59141755549
13605700,0,0,13086.78821487152
13605850,0,0,13118.416000004172
13606000,0,0,13061.55335526298
13606150,0,0,13045.12317844991
13606300,0,0,13059.52598004961
13606450,0,0,13090.842730817836
13606600,0,0,13164.375394180832
13606750,0,0,13164.78025074648
13606900,0,0,12553.587714376972
13607050,0,0,12587.671579424397
13607200,0,0,12542.629995580159
13607350,0,0,12817.534175536062
13607500,0,0,12816.97851439586
13607650,0,0,12880.115000359485
13607800,0,0,12844.092001734633
13607950,0,0,12824.329799680705
13608100,0,0,12819.89432360386
13608250,0,0,12602.323682335686
13608400,0,0,12646.289347372924
13608550,0,0,12651.519355533836
13608700,0,0,12754.953518683782
13608850,0,0,12750.181362730564
13609000,0,0,12767.774241524061
13609150,0,0,12777.900703005755
13609300,0,0,13022.659502079592
13609450,0,0,13026.301157771788
13609600,0,0,12872.105588851397
13609750,0,0,12854.104707341128
13609900,0,0,12849.685082964334
13610050,0,0,12849.808191427968
13610200,0,0,12815.931433031508
13610350,0,0,12866.292576155436
13610500,0,0,12874.306480277248
13610650,0,0,13121.459594516615
13610800,0,0,13562.450767309267
13610950,0,0,13576.724773245958
13611100,0,0,13277.297508153733
13611250,0,0,13229.300639607804
13611400,0,0,13366.315436794734
13611550,0,0,13385.17810701194
13611700,0,0,13519.720071476733
13611850,0,0,13721.346526725141
13612000,0,0,13817.637321344895
13612150,0,0,13792.899934978208
13612300,0,0,13278.645902619155
13612450,0,0,13307.76113462989
13612600,0,0,13307.811307214932
13612750,0,0,13416.823679639721
13612900,0,0,14179.311532962674
13613050,0,0,14116.702834045911
13613200,0,0,14125.803526024292
13613350,0,0,14125.806002126
13613500,0,0,14104.003359084458
13613650,0,0,14114.623542000787
13613800,0,0,14111.954600271532
13613950,0,0,14115.532803312572
13614100,0,0,14112.967477006612
13614250,0,0,14106.549007802509
13614400,0,0,14123.703115563354
13614550,0,0,14123.703115563354
13614700,0,0,14178.272685985923
13614850,0,0,14131.70809633529
13615000,0,0,14180.9970534599
13615150,0,0,14224.311866180644
13615300,0,0,14332.38506380091
13615450,0,0,13716.300858173534
13615600,0,0,13739.272543796273
13615750,0,0,14056.735410429148
13615900,0,0,14323.221751923365
13616050,0,0,14349.579089142711
13616200,0,0,14446.950077456513
13616350,0,0,14431.168256827634
13616500,0,0,14455.89982210634
13616650,0,0,14406.608192499774
13616800,0,0,14409.664440425504
13616950,0,0,14404.530908515955
13617100,0,0,14587.427345826252
13617250,0,0,14474.188834540413
13617400,0,0,14342.488233189926
13617550,0,0,14623.351480014451
13617700,0,0,13798.99291330732
13617850,0,0,13871.08598067093
13618000,0,0,13846.40182095809
13618150,0,0,14538.323804705577
13618300,0,0,14517.239690591716
13618450,0,0,14314.415915204525
13618600,0,0,14371.97804135164
13618750,0,0,14326.503582567522
13618900,0,0,14326.503582567522
13619050,0,0,14319.515120262538
13619200,0,0,14341.479924617372
13619350,0,0,13831.99657840947
13619500,0,0,13801.121753961232
13619650,0,0,13784.184443947179
13619800,0,0,13703.195459488514
13619950,0,0,13703.195459488514
13620100,0,0,13698.941310073094
13620250,0,0,13694.296059520875
13620400,0,0,13671.630194334464
13620550,0,0,13422.256877910595
13620700,0,0,13335.46826263012
13620850,0,0,13455.8317948558
13621000,0,0,13535.293666816491
13621150,0,0,13555.88401600948
13621300,0,0,13524.026498359977
13621450,0,0,13464.87149261224
13621600,0,0,13843.339864318154
13621750,0,0,13813.102392764966
13621900,0,0,13814.058616919316
13622050,0,0,13803.45992458126
13622200,0,0,13889.47965552973
13622350,0,0,13889.47965552973
13622500,0,0,13744.105842658651
13622650,0,0,13781.968255451331
13622800,0,0,13730.494591223232
13622950,0,0,13735.856605761159
13623100,0,0,13775.374480534425
13623250,0,0,13752.549744731168
13623400,0,0,13752.544595622094
13623550,0,0,13778.142207433562
13623700,0,0,13870.35641215953
13623850,0,0,14083.410824124243
13624000,0,0,14086.792380947667
13624150,0,0,14318.551321370736
13624300,0,0,14331.235319662912
13624450,0,0,14172.80904543834
13624600,0,0,14185.786004308251
13624750,0,0,14117.663058621569
13624900,0,0,13900.520514691976
13625050,0,0,13905.278298644498
13625200,0,0,13970.868130146895
13625350,0,0,14076.632669054448
13625500,0,0,14081.044109512593
13625650,0,0,14165.33336795404
13625800,0,0,14165.511960167556
13625950,0,0,14350.449159457088
13626100,0,0,14716.60572544517
13626250,0,0,14357.564056719817
13626400,0,0,14417.3573025929
13626550,0,0,14345.074803540298
13626700,0,0,14433.081091104239
13626850,0,0,14752.813284888904
13627000,0,0,14741.936320644276
13627150,0,0,14089.610640249306
13627300,0,0,14276.218292543548
13627450,0,0,13822.176213643714
13627600,0,0,13786.887656776795
13627750,0,0,13772.475401654485
13627900,0,0,13743.26618516711
13628050,0,0,14347.89414150668
13628200,0,0,14216.778196673997
13628350,0,0,14216.827044519116
13628500,0,0,14220.130884167487
13628650,0,0,14484.899784237608
13628800,0,0,14129.879470120759
13628950,0,0,14176.404630391722
13629100,0,0,14205.627476038102
13629250,0,0,14184.167180259876
13629400,0,0,14190.384542571963
13629550,0,0,14582.106681423105
13629700,0,0,14626.499414747832
13629850,0,0,14663.061847384743
13630000,0,0,14638.432430316023
13630150,0,0,14773.524638848448
13630300,0,0,14835.02600234983
13630450,0,0,14770.99939963722
13630600,0,0,15492.6146166011
13630750,0,0,15464.066355035913
13630900,0,0,14867.437945875976
13631050,0,0,15189.169120422092
13631200,0,0,15181.424964418251
13631350,0,0,15137.089635278664
13631500,0,0,14529.065699900031
13631650,0,0,14540.012722198473
13631800,0,0,14370.20548903751
13631950,0,0,14106.89176130555
