blocknumber,volume USDT for 5% slippage
13455850,198999311.54922575
13456000,199181583.13888556
13456150,199193215.84096932
13456300,189480504.99959546
13456450,188321042.75320753
13456600,188304235.47858125
13456750,187596821.9351352
13456900,186061812.80005768
13457050,186989005.5309452
13457200,186943439.13327327
13457350,184038637.6845582
13457500,182727429.40650225
13457650,182771134.88452756
13457800,182122386.0888146
13457950,183875947.73349783
13458100,183861066.42902088
13458250,183831168.22712675
13458400,179335382.253805
13458550,179544207.39686695
13458700,179530864.6100803
13458850,178396789.29655206
13459000,178371737.3883709
13459150,178375508.6285388
13459300,178166740.86190116
13459450,176380734.43099135
13459600,176456810.67933413
13459750,176460507.88802904
13459900,176322198.6506766
13460050,175831995.32863203
13460200,175843856.17234713
13460350,177145525.6302089
13460500,179091259.58505017
13460650,178969526.8604275
13460800,179260948.09709907
13460950,170181711.14605492
13461100,170807281.1599586
13461250,170885116.1588376
13461400,171712218.4324355
13461550,170231166.74204275
13461700,170212104.3933996
13461850,167318222.1666758
13462000,168361656.56112662
13462150,169417708.03647503
13462300,169364976.95888534
13462450,169237947.31356287
13462600,169190978.54064983
13462750,169184981.44214442
13462900,169391033.51508206
13463050,168779336.722443
13463200,168809012.9022838
13463350,168803787.50130206
13463500,169998999.85920238
13463650,170007872.5381814
13463800,169774369.23690104
13463950,173237715.95694774
13464100,173414648.20453286
13464250,173545440.14910713
13464400,175123598.75294793
13464550,171912316.23575604
13464700,171996676.97655806
13464850,173055290.26458037
13465000,172509489.09398994
13465150,172775715.9495063
13465300,174064427.03997746
13465450,174022220.2494426
13465600,178452117.87122065
13465750,178454561.2403755
13465900,177080946.8687185
13466050,177279440.82630914
13466200,177734236.37350297
13466350,177881422.45350796
13466500,177581261.289521
13466650,177170486.60724923
13466800,176299037.99864906
13466950,176290263.65879434
13467100,176399105.35702628
13467250,176360983.57347578
13467400,176472762.3548199
13467550,176731021.284145
13467700,177244164.36203218
13467850,176136602.2475316
13468000,176103896.08408064
13468150,169959623.50336277
13468300,167878787.0390421
13468450,167864328.40525913
13468600,171255650.4322524
13468750,169132216.5673345
13468900,168576763.91855347
13469050,168575728.05031163
13469200,168478598.4678734
13469350,168646846.1788
13469500,168660055.55906206
13469650,170006774.47702363
13469800,170313828.34323564
13469950,170251021.7522551
13470100,170252301.87443516
13470250,169177812.74706063
13470400,174010145.16520673
13470550,174006161.3804725
13470700,176013061.81652266
13470850,177251937.60081244
13471000,177255824.39002246
13471150,177035442.74373144
13471300,180064662.8924013
13471450,180145936.2288353
13471600,180140927.63176417
13471750,181600267.20519242
13471900,181554337.18732947
13472050,181548381.2344924
13472200,181752907.86919534
13472350,181279705.7636119
13472500,181276217.0032156
13472650,181370270.90029362
13472800,181479656.40788358
13472950,181264364.1415715
13473100,181262920.57960698
13473250,181428181.7340024
13473400,178648925.873395
13473550,178682436.15189525
13473700,178676057.302601
13473850,183658777.9182036
13474000,183659710.81286544
13474150,183893446.372491
13474300,183160496.54561102
13474450,182733518.8726977
13474600,182753301.14687315
13474750,183926910.89729375
13474900,184921904.3521304
13475050,185083594.23912665
13475200,185087561.98261458
13475350,183890334.82229638
13475500,183890076.80100602
13475650,183888080.6134069
13475800,180464713.62551987
13475950,180454546.1068906
13476100,180441752.2260183
13476250,177724825.18493623
13476400,176991809.1231632
13476550,177155723.24529132
13476700,177158777.16722107
13476850,177665580.64262205
13477000,171044136.4060508
13477150,171033221.48077288
13477300,171029234.43153802
13477450,171164167.30379897
13477600,171190022.77493763
13477750,171193228.12150687
13477900,172949340.4774044
13478050,173483171.2044643
13478200,173478222.67534652
13478350,173479626.61551437
13478500,173343783.99317384
13478650,173322835.1634286
13478800,173326562.8926866
13478950,173428696.02805015
13479100,173278689.44534898
13479250,173276590.70870414
13479400,173287552.83935246
13479550,174489322.98955137
13479700,174549462.79170686
13479850,174548108.91802478
13480000,177518342.42969215
13480150,177357283.04617447
13480300,177361672.59573275
13480450,177369001.4917871
13480600,177968350.44057193
13480750,178113674.20819625
13480900,177721636.3948549
13481050,177459761.84145242
13481200,175713609.55522403
13481350,175713572.21130848
13481500,175719377.76672956
13481650,177708040.7823917
13481800,177887336.0885289
13481950,177890156.0749433
13482100,176739525.65959677
13482250,176441681.82308805
13482400,176433489.5990808
13482550,176849393.01897496
13482700,176506090.78066286
13482850,176506667.85779166
13483000,175701910.4717633
13483150,175899008.27523878
13483300,175371095.00106806
13483450,175389056.214615
13483600,177532844.03913713
13483750,177855372.13547128
13483900,177851673.1792197
13484050,176991849.20370823
13484200,176995297.09155482
13484350,176238636.81252992
13484500,176149015.046708
13484650,176539650.60680208
13484800,177896632.38093227
13484950,177990831.0130883
13485100,177344387.41089582
13485250,176740282.95375964
13485400,173559882.6847886
13485550,174716182.60924134
13485700,174700259.34706864
13485850,175104174.34667483
13486000,175104257.6843266
13486150,174324622.8974961
13486300,178512461.45024344
13486450,178531451.53140017
13486600,178230253.06472197
13486750,178134356.84025806
13486900,176490606.12833712
13487050,177598351.30433428
13487200,177608582.1179744
13487350,176915836.41224307
13487500,176916889.4896364
13487650,178007827.0640677
13487800,178226256.31533277
13487950,177825806.1844958
13488100,177698743.56318605
13488250,177817730.0133365
13488400,179377721.7242676
13488550,179601699.7101673
13488700,179600144.77559376
13488850,179562975.74369708
13489000,179759322.28832498
13489150,179760428.06431377
13489300,179853790.36645812
13489450,181131907.51379812
13489600,182117361.50601208
13489750,182124286.17083138
13489900,182217094.87921765
13490050,182832195.50063697
13490200,182829560.64339507
13490350,182835181.01105902
13490500,184298541.59812683
13490650,184832995.29189646
13490800,184834309.75735673
13490950,186206447.8716399
13491100,184933033.4495978
13491250,184926883.73355025
13491400,185006506.38449773
13491550,184961151.25049424
13491700,184976251.3516501
13491850,185104440.54502586
13492000,183814709.7533933
13492150,184935153.09414992
13492300,184458249.14386916
13492450,184632528.330117
13492600,185615321.43291485
13492750,185607867.9418006
13492900,186309600.43690294
13493050,186751365.027111
13493200,186749493.76687902
13493350,186664920.04449952
13493500,184188814.05319923
13493650,184293309.57422736
13493800,184301652.3810095
13493950,183196653.5732183
13494100,181664568.83840376
13494250,181670631.9078718
13494400,181674932.2135896
13494550,182720994.50257707
13494700,182727276.9486522
13494850,182724881.13810402
13495000,183817445.5050466
13495150,184177549.8467033
13495300,184175821.20555073
13495450,186239769.75969693
13495600,187012869.7542848
13495750,186716563.23103908
13495900,186727005.3002444
13496050,179779132.22429326
13496200,152704195.90369388
13496350,152710461.6176985
13496500,154273855.18133664
13496650,153518442.7215601
13496800,165351462.80426517
13496950,166951003.2700037
13497100,167003172.0357606
13497250,200213578.6906808
13497400,200262567.60237303
13497550,203881636.3286304
13497700,203329373.71546537
13497850,207878568.71623284
13498000,205542489.8488992
13498150,205985201.304529
13498300,196176353.77483916
13498450,189888071.90299514
13498600,190179524.69480935
13498750,188608248.47641096
13498900,179954441.56627673
13499050,180003369.6319912
13499200,180517117.441295
13499350,178572979.00823984
13499500,178721138.6764626
13499650,178729840.6574903
13499800,178722316.93864274
13499950,176537078.39655465
13500100,176551537.23875844
13500250,177273207.39105362
13500400,177384902.33898306
13500550,177760688.61340734
13500700,176023725.15041512
13500850,176024182.16135988
13501000,175101030.99697027
13501150,175050734.15536848
13501300,173779223.0072728
13501450,166312521.1683492
13501600,166308349.70207486
13501750,167476864.9491545
13501900,168151356.2911346
13502050,168123962.423393
13502200,168118612.11491346
13502350,167995739.5236518
13502500,162010944.69725415
13502650,161928102.16740805
13502800,159995123.73522547
13502950,163590502.16173813
13503100,163628566.1545591
13503250,164154122.62290743
13503400,167897270.17916292
13503550,166682671.70471573
13503700,166688985.29067162
13503850,166935392.65225884
13504000,167349211.87537125
13504150,167358212.64773658
13504300,168232693.114944
13504450,168272779.7040136
13504600,168927988.2402032
13504750,168955967.48466542
13504900,170495888.83537546
13505050,170095848.83264697
13505200,170080756.26124543
13505350,169685856.0820897
13505500,166874021.37213436
13505650,165907902.70895457
13505800,165911360.18818817
13505950,167660177.52026615
13506100,167148917.02223492
13506250,167069309.1379703
13506400,166897501.28112224
13506550,168337194.0440681
13506700,171459245.44239596
13506850,171472713.1399648
13507000,170059979.62948954
13507150,170196959.84431928
13507300,170226772.09157306
13507450,170842952.19294864
13507600,170274344.7711252
13507750,167204517.9193018
13507900,167986321.54219642
13508050,171191404.68855065
13508200,171091631.08716473
13508350,171174280.8776095
13508500,169545344.4756336
13508650,168441476.58901757
13508800,168437491.31004822
13508950,170595217.62679726
13509100,169667945.99424934
13509250,169814715.03951705
13509400,167107479.31198865
13509550,169005674.01172087
13509700,169017330.554961
13509850,169022354.14805782
13510000,168543469.93066368
13510150,169379752.58552742
13510300,169305212.53486058
13510450,169547470.24232978
13510600,172380481.18171942
13510750,172368193.42955965
13510900,172355409.95695072
13511050,172768090.25503618
13511200,172857080.51260912
13511350,172860503.8704989
13511500,175186987.41925657
13511650,176926732.1377834
13511800,176898348.8789244
13511950,176882212.12422913
13512100,173950259.0029623
13512250,171279447.06416848
13512400,171282382.9075104
13512550,169590384.33964396
13512700,170072930.08942467
13512850,170099826.65244675
13513000,167469874.6352058
13513150,162905581.65195277
13513300,160816315.7750352
13513450,151073784.19366297
13513600,152837092.0521035
13513750,148706000.98163846
13513900,150076519.86759853
13514050,150072004.25356537
13514200,151430606.8451268
13514350,152934356.9937461
13514500,152360243.74062625
13514650,150608619.88076696
13514800,151047307.46755594
13514950,151231977.44738677
13515100,150808982.7070344
13515250,150982908.05698442
13515400,151631848.58704072
13515550,151627844.07013425
13515700,155140352.62917417
13515850,154740005.98064923
13516000,154984718.04119688
13516150,155034009.02417862
13516300,154509039.25854588
13516450,154407153.682689
13516600,154421404.2551922
13516750,157831046.8298926
13516900,158536798.0132473
13517050,158999051.6913588
13517200,159044551.50143537
13517350,155870003.9537888
13517500,156303340.92170554
13517650,156434470.48285514
13517800,159716916.3261648
13517950,164168959.0076905
13518100,164417244.01664233
13518250,164467521.0834399
13518400,150157905.82864466
13518550,145117603.60876557
13518700,145972672.60966867
13518850,145706074.49786094
13519000,148225977.5953747
13519150,148680654.38178265
13519300,148845133.70927697
13519450,149338274.97759286
13519600,149325648.36749825
13519750,149403436.07779086
13519900,149456340.2694759
13520050,148455155.41568696
13520200,148526700.56475598
13520350,149553044.27701062
13520500,149527549.00284487
13520650,149522269.69088563
13520800,149512870.2568246
13520950,147122401.30277437
13521100,146384858.43055385
13521250,146332548.16872555
13521400,147555923.92560318
13521550,143327230.05470335
13521700,143338501.99992925
13521850,145915954.7387458
13522000,142503162.15621454
13522150,142514644.08611444
13522300,142516656.35785335
13522450,143971713.29479608
13522600,144132272.57819036
13522750,144141651.06800732
13522900,143785808.17764992
13523050,142647262.1782848
13523200,142086926.41724938
13523350,142074304.35942793
13523500,139051068.2215296
13523650,138854828.91400704
13523800,138583010.95038223
13523950,139221745.05091703
13524100,137894460.64732862
13524250,137891804.30727187
13524400,136381572.45981583
13524550,136247713.61625007
13524700,133100325.7853782
13524850,132879400.40615058
13525000,131747453.26667759
13525150,131230782.61283131
13525300,131243737.62755074
13525450,130177853.73413959
13525600,130188671.13387403
13525750,129974221.68494225
13525900,130138651.8872495
13526050,130015074.96608625
13526200,131244150.38669378
13526350,131267657.91223459
13526500,130723254.52091981
13526650,129470944.89864126
13526800,129464750.63119584
13526950,129855249.27528091
13527100,130422126.89772005
13527250,130566687.69496775
13527400,130580584.7553259
13527550,131052126.82805677
13527700,132281243.29192685
13527850,132282246.21262775
13528000,132608370.25122711
13528150,132549986.74064125
13528300,132142825.94446747
13528450,132140795.56895117
13528600,129758706.71073876
13528750,128067338.66769718
13528900,128585965.68604708
13529050,128880617.68074895
13529200,128316446.75171517
13529350,128321485.20850416
13529500,128231891.5970426
13529650,127225660.0363057
13529800,127382176.34364381
13529950,127375715.76116407
13530100,127532501.58291757
13530250,127705223.02314651
13530400,126316574.39664295
13530550,126780566.6017458
13530700,128992253.05454455
13530850,129865728.0589573
13531000,130219008.70686106
13531150,131316343.1079428
13531300,131289582.20308414
13531450,130228441.00249183
13531600,130807586.7135825
13531750,132081488.06058109
13531900,132295875.11661461
13532050,132323103.64396545
13532200,130521692.11475295
13532350,130658944.17940639
13532500,130185170.25332059
13532650,128994273.58232003
13532800,126088070.22560492
13532950,126860274.80784638
13533100,126866460.86232679
13533250,129466159.14424577
13533400,130351942.52791628
13533550,130374638.55460876
13533700,127841384.75747813
13533850,127847490.26624523
13534000,127578551.34825075
13534150,127576374.1630428
13534300,127776462.83154441
13534450,129656209.1622691
13534600,129656376.22285478
13534750,132130634.95156738
13534900,131641028.0977782
13535050,132066637.85595691
13535200,132067168.41011518
13535350,129688492.40225625
13535500,127303599.89287615
13535650,127015706.17018706
13535800,130230440.99193418
13535950,129268077.06331447
13536100,129307943.22043508
13536250,130870095.29528941
13536400,130290607.83196864
13536550,124676039.11998972
13536700,124680184.31191197
13536850,123269486.86837848
13537000,125060897.90706094
13537150,125054509.14819679
13537300,132260307.92115346
13537450,132135148.16557108
13537600,131805743.83349195
13537750,131307938.40106857
13537900,132352018.93606131
13538050,132335047.0055567
13538200,132343824.60829318
13538350,134761316.2620242
13538500,131752860.92303947
13538650,131741449.99918413
13538800,132841664.84551802
13538950,132667318.41393712
13539100,136258830.09998125
13539250,136307863.07062674
13539400,135934246.33026582
13539550,135934524.83074674
13539700,135983242.38998094
13539850,137640423.75719044
13540000,137564220.88810608
13540150,144581221.1771391
13540300,146472686.04999584
13540450,147579654.55805242
13540600,155005037.09337974
13540750,154990824.70125312
13540900,154862568.60726333
13541050,154859107.98016015
13541200,153875105.72226915
13541350,153836044.5967185
13541500,152807418.66469494
13541650,152053290.01310146
13541800,152043769.5638867
13541950,153488900.89609545
13542100,153181832.3512292
13542250,152950115.08932036
13542400,151697658.49996397
13542550,151671295.76418504
13542700,151567650.48715037
13542850,151712531.34487993
13543000,151643635.4516244
13543150,151561734.15982443
13543300,151160067.1391514
13543450,151404404.2443179
13543600,151389545.89045924
13543750,150263954.95145243
13543900,149971480.28018257
13544050,151294098.36784232
13544200,149617965.57299083
13544350,149619064.99287856
13544500,146864208.99602962
13544650,146939784.4357401
13544800,146361250.64861184
13544950,148672507.77130458
13545100,148664083.24877074
13545250,149493729.77861553
13545400,149500534.23591924
13545550,150366440.23717642
13545700,150261205.00291818
13545850,151085270.45940194
13546000,153596996.18212953
13546150,153591413.16676754
13546300,151887750.5152521
13546450,152949995.76089573
13546600,152943975.81093928
13546750,153115387.3755181
13546900,153190030.72218218
13547050,151399715.07966295
13547200,151386731.63154042
13547350,151780977.06187162
13547500,151054231.40869477
13547650,153554527.23744473
13547800,153550309.7982778
13547950,152703793.5682632
13548100,152701755.06874332
13548250,152709449.6487263
13548400,165902885.50636598
13548550,166354646.7219747
13548700,165536856.47621202
13548850,165544707.03145304
13549000,157534528.0024528
13549150,157683006.2753688
13549300,157486392.82327592
13549450,155172190.8686874
13549600,152176669.44336104
13549750,152173189.24388003
13549900,151942345.51183107
13550050,152933937.30100584
13550200,152947319.52290344
13550350,152804279.4198349
13550500,151320830.8275078
13550650,151247678.72830006
13550800,151236433.61086327
13550950,149884776.63900754
13551100,147006929.89414817
13551250,147058587.91320732
13551400,146868793.75695089
13551550,146029575.43387103
13551700,146111886.47203872
13551850,146126754.60224572
13552000,144315420.85283267
13552150,144319962.11705613
13552300,144318481.0587107
13552450,145710636.62552947
13552600,148880490.631175
13552750,148883583.24583855
13552900,148827155.1188141
13553050,149322707.91877466
13553200,149483460.4436867
13553350,149484414.6725503
13553500,148004065.65407735
13553650,147801967.93791133
13553800,147414560.1462503
13553950,147422733.6417492
13554100,148803580.0459152
13554250,149202105.8143601
13554400,149197577.1271774
13554550,150681602.69532734
13554700,150556314.92249343
13554850,150784732.90278772
13555000,150792923.40321678
13555150,152566623.8968234
13555300,152570869.63909137
13555450,152336276.79151368
13555600,152994474.73663092
13555750,152351821.3754506
13555900,152346436.6129979
13556050,150436939.2545949
13556200,150396412.29585373
13556350,150391867.655766
13556500,149195905.7584066
13556650,147179746.09951442
13556800,146382513.65213773
13556950,146325019.43194816
13557100,149604317.9114377
13557250,148913819.58203948
13557400,149033609.33475885
13557550,147185338.03908682
13557700,143589173.34430265
13557850,142364593.38743585
13558000,142797029.86629996
13558150,144054176.59020165
13558300,143914813.10515448
13558450,143912615.6780453
13558600,145172968.15433356
13558750,145163003.3860857
13558900,143250594.7181882
13559050,142285805.41404384
13559200,140460726.14292535
13559350,129434457.97832295
13559500,128421022.6445083
13559650,128561050.09187253
13559800,128224629.9374981
13559950,128099163.8684388
13560100,129752008.19933093
13560250,130967723.62555106
13560400,131076231.41172738
13560550,129954188.57174969
13560700,129951402.10245311
13560850,130024223.47029655
13561000,130133149.22609395
13561150,130561795.98234837
13561300,131160809.67606807
13561450,129314897.1106917
13561600,129323699.44130857
13561750,128204765.81077242
13561900,128206157.29759105
13562050,128247465.48333788
13562200,128310043.6254062
13562350,128161623.83113593
13562500,128148971.12393716
13562650,126204677.2928698
13562800,120126909.35155253
13562950,112820422.39211132
13563100,114244534.4130877
13563250,114263094.66151747
13563400,113171099.32985178
13563550,113407557.5329921
13563700,113350708.57777303
13563850,114856460.01431312
13564000,115024297.67652331
13564150,116004644.02912582
13564300,118051186.44462608
13564450,118044219.37579502
13564600,119896740.39171606
13564750,119899389.71065831
13564900,121059531.75566363
13565050,125140065.82879323
13565200,123953064.31798048
13565350,127448709.23478004
13565500,136377364.64024752
13565650,136337382.27334654
13565800,136342116.31925234
13565950,137031728.2193426
13566100,137262614.4996709
13566250,136878993.66991973
13566400,139337833.3745684
13566550,139275708.16807687
13566700,140051488.7638078
13566850,141080660.976022
13567000,136500928.3705331
13567150,136614332.9387145
13567300,137079982.60661572
13567450,137617199.3493244
13567600,137617043.20499557
13567750,136381156.13979667
13567900,135931852.38590518
13568050,135930302.56774244
13568200,135767443.62412816
13568350,135376964.70822164
13568500,135556312.17404312
13568650,135552803.35421908
13568800,135672467.80069226
13568950,138982683.71604553
13569100,138980534.3659649
13569250,138987396.1443932
13569400,141208866.92268568
13569550,141142637.07054737
13569700,141148101.56342125
13569850,141548766.6063962
13570000,140119775.4321471
13570150,140114119.30138063
13570300,140110255.8095562
13570450,138121948.12334543
13570600,138409630.27645797
13570750,138401083.1746183
13570900,137575777.70354974
13571050,137497288.28121063
13571200,137292335.49457756
13571350,136989708.5894536
13571500,137045239.7107386
13571650,137056842.2556458
13571800,136906375.63732064
13571950,137923273.7186261
13572100,137158214.86644793
13572250,137149083.88216168
13572400,136432748.50148946
13572550,137158468.35177216
13572700,137189357.59712058
13572850,137194668.17379904
13573000,129523278.32667936
13573150,129512843.83563423
13573300,129521840.60571843
13573450,135394305.6450159
13573600,134871992.7725783
13573750,134869264.85607025
13573900,135369321.0707627
13574050,135264373.50888768
13574200,135181702.39926445
13574350,135183692.05964458
13574500,134919744.6183613
13574650,133515965.13126777
13574800,133512909.61937456
13574950,135684366.5480657
13575100,135548759.77921155
13575250,128486220.61951818
13575400,128479068.09864016
13575550,128558082.00714767
13575700,136323998.5027325
13575850,136321495.55832893
13576000,136405390.24976856
13576150,154491923.84177232
13576300,154496115.33940992
13576450,153172861.89207014
13576600,154122650.87652284
13576750,154131464.18934852
13576900,154845243.87549698
13577050,155215398.99953672
13577200,154097621.45878473
13577350,154170548.94701454
13577500,154196058.71099275
13577650,157390113.7724871
13577800,157479988.45303684
13577950,157388096.19058704
13578100,155688874.35572526
13578250,155472111.93182173
13578400,155467126.20704287
13578550,155225812.05216318
13578700,156617287.03775203
13578850,156620030.4147201
13579000,156690512.22811708
13579150,156445820.25495356
13579300,155738181.672875
13579450,155771692.83012524
13579600,155769321.5304228
13579750,155975674.324844
13579900,155981017.46482667
13580050,156088157.32831603
13580200,155582457.91752845
13580350,155637535.86055696
13580500,155049477.44466063
13580650,154989843.8230621
13580800,155423185.08957782
13580950,157225967.94059598
13581100,157214965.55615693
13581250,157198825.0104994
13581400,156813350.76737726
13581550,156612126.90001565
13581700,156613499.45644933
13581850,156169042.44560933
13582000,156234885.03224218
13582150,156223861.21698007
13582300,156232447.99200273
13582450,154205123.55436796
13582600,154030882.79736733
13582750,154035813.78840083
13582900,152836918.42752057
13583050,153929144.64125758
13583200,154007443.51657847
13583350,153756237.07880694
13583500,155274564.28602886
13583650,156219220.54547495
13583800,155803263.06427106
13583950,156431405.37163866
13584100,157469223.29228947
13584250,157617710.31691796
13584400,157468014.6222239
13584550,157172712.2459567
13584700,142827620.0837611
13584850,142813128.432434
13585000,141241233.81009704
13585150,141472924.84421664
13585300,142512013.54074818
13585450,143578397.9317095
13585600,143403643.71015364
13585750,144788845.14600968
13585900,144788024.52671868
13586050,143662437.8190359
13586200,143966154.6139981
13586350,143974009.2281761
13586500,145013314.55363184
13586650,145304760.79731166
13586800,145307731.19712442
13586950,144118579.80682087
13587100,144523251.84266192
13587250,149184063.89990163
13587400,149248783.45633298
13587550,150190517.42335272
13587700,150721473.34313968
13587850,150726360.19849634
13588000,142129601.15489686
13588150,142092991.44277218
13588300,142372965.3041746
13588450,142379524.49379238
13588600,142051688.75372675
13588750,143161712.398381
13588900,143197360.77796215
13589050,152976290.114721
13589200,152983562.3726641
13589350,154424054.63461363
13589500,154436325.94903815
13589650,150041171.65096852
13589800,150854884.44835308
13589950,150854027.593662
13590100,154417963.72584876
13590250,155410909.2145782
13590400,155465314.74258673
13590550,155954688.25839478
13590700,155401768.6218683
13590850,158127035.8580656
13591000,158639962.28812522
13591150,157268476.5822215
13591300,133764905.70603904
13591450,133766158.62802643
13591600,134789226.0807562
13591750,138593269.5865262
13591900,138569865.73434007
13592050,138567200.58099863
13592200,138717579.7498193
13592350,140229762.30607775
13592500,148481994.97378257
13592650,147699041.87498137
13592800,148508230.6387607
13592950,149037405.66695
13593100,150353903.78512314
13593250,150341629.33266777
13593400,152464919.30334124
13593550,152634683.2532635
13593700,153411167.35982916
13593850,153841914.48247987
13594000,153787518.5679862
13594150,153743356.55761993
13594300,153748536.8097127
13594450,160349606.29433367
13594600,160352702.47554278
13594750,159449292.97685984
13594900,160669664.75816584
13595050,160670427.99880433
13595200,162127558.47646508
13595350,162127085.61920986
13595500,162568932.34093994
13595650,162748288.50354746
13595800,160981303.55556175
13595950,162078883.25137866
13596100,162259436.9259497
13596250,161702898.3487782
13596400,161701314.2476204
13596550,163272602.69778273
13596700,163791695.35530216
13596850,164073848.8028576
13597000,165487756.2499105
13597150,165547492.45187446
13597300,165555908.1264694
13597450,166015111.62040484
13597600,167054831.6903124
13597750,167045604.7836795
13597900,167010738.12327576
13598050,166523858.7084815
13598200,166288597.45077217
13598350,166462496.79422212
13598500,166496744.44439417
13598650,169386038.64806974
13598800,169389438.35025144
13598950,167901534.60061383
13599100,167913059.38066578
13599250,167968160.50999898
13599400,168999328.12798354
13599550,171624612.32659215
13599700,171466247.55730683
13599850,171528800.3906048
13600000,172265493.06450891
13600150,173265816.63181582
13600300,173283353.06990525
13600450,173222293.7462903
13600600,173210791.54405487
13600750,173179058.6250577
13600900,173187800.6383521
13601050,164512784.0354516
13601200,162542752.984362
13601350,162551544.39782754
13601500,160855302.83948436
13601650,160802090.95417157
13601800,157545026.03852376
13601950,157542545.99315393
13602100,165907934.66593415
13602250,168098017.18044338
13602400,167948891.0311057
13602550,166619473.29635793
13602700,167062376.81059432
13602850,168166840.56118047
13603000,171199258.0340026
13603150,172075416.0874638
13603300,173092880.92666823
13603450,172894153.6241609
13603600,172047874.07631505
13603750,172617446.4230141
13603900,171244085.73435873
13604050,171241700.32807466
13604200,170718767.6597455
13604350,171329177.47444263
13604500,171343930.05699223
13604650,171695882.7319355
13604800,171694571.2546199
13604950,172115298.04398745
13605100,173426366.0959403
13605250,173101713.08935595
13605400,173229155.5612988
13605550,173228776.72674695
13605700,171689128.998089
13605850,171681138.44829106
13606000,172208886.58875346
13606150,172713159.4057404
13606300,172608249.596919
13606450,173467271.8646186
13606600,174110862.9823259
13606750,174861143.99689677
13606900,174844978.90342733
13607050,177470889.7912654
13607200,177476985.74293476
13607350,177223021.33182973
13607500,177193438.58274224
13607650,177734684.34563118
13607800,178527652.40234083
13607950,176934291.72806266
13608100,176926196.81022072
13608250,177073472.66944745
13608400,175374851.51552102
13608550,176068073.81868556
13608700,176931768.7374769
13608850,177495290.91862828
13609000,179046869.70392817
13609150,178762049.9634168
13609300,178803946.07900655
13609450,167649778.5919549
13609600,167298918.42641902
13609750,167304628.50599098
13609900,169230361.89640883
13610050,169438589.13993114
13610200,169444878.18592387
13610350,169432115.72708458
13610500,169443411.7919718
13610650,169312565.40861183
13610800,169324394.21617585
13610950,171371650.6270867
13611100,172893496.20419866
13611250,172885138.0355788
13611400,172872768.41150525
13611550,171107142.6208251
13611700,171103123.71394688
13611850,170372270.9363256
13612000,170371537.2484889
13612150,172064493.08678383
13612300,172224216.7202921
13612450,172235048.45435876
13612600,171563359.69695863
13612750,171546658.84459293
13612900,170390125.99871695
13613050,168703883.18802214
13613200,168325747.48971272
13613350,168333145.12473083
13613500,168296270.511788
13613650,168855683.60300666
13613800,169173377.00599086
13613950,169162301.82989922
13614100,170283473.78833655
13614250,170045905.15582418
13614400,170442323.60514873
13614550,170437613.53198057
13614700,169778461.8409662
13614850,170388519.45024538
13615000,170376797.62458748
13615150,169269574.72783715
13615300,169255288.228073
13615450,168766283.87571087
13615600,171697822.1732369
13615750,170956122.1624146
13615900,171060977.57893768
13616050,171063838.49852717
13616200,170200670.62236986
13616350,170220158.0670653
13616500,170483546.96404657
13616650,170946382.55985966
13616800,173960933.696628
13616950,174306388.21633923
13617100,175072155.3249879
13617250,174693722.25709382
13617400,175501655.98490566
13617550,175487984.54902983
13617700,176192107.60260284
13617850,176223658.80195403
13618000,176714918.4395204
13618150,176673337.64278555
13618300,176505370.83505678
13618450,176503054.35056672
13618600,176875377.8596622
13618750,176867779.40858662
13618900,176971361.0499016
13619050,178084908.9174408
13619200,178039218.88144138
13619350,178271377.1863823
13619500,178281324.3912424
13619650,177929169.44159323
13619800,179416714.33724025
13619950,179427959.49551404
13620100,186784818.1413528
13620250,186701663.87415636
13620400,186765612.9845266
13620550,186845555.29278114
13620700,194984248.00607508
13620850,194192522.33012712
13621000,194193075.698218
13621150,194383092.43016204
13621300,193675039.79562953
13621450,192842718.77101207
13621600,192864016.83851
13621750,192902710.89992088
13621900,194397339.06270266
13622050,193969754.2288126
13622200,193086500.8237084
13622350,193143278.00706616
13622500,192740489.36127493
13622650,192495992.9895305
13622800,193938633.5092494
13622950,192021258.9478975
13623100,192025490.32987213
13623250,196009632.982171
13623400,195872890.42978215
13623550,195833768.35317683
13623700,193327975.88474995
13623850,204699645.61132622
13624000,194419203.07742825
13624150,191349040.26930818
13624300,195956820.45849264
13624450,190331009.6352009
13624600,190534513.0061555
13624750,190453334.58641317
13624900,153662315.50644273
13625050,153176298.6611031
13625200,152706497.6273703
13625350,152680823.41625986
13625500,159919050.89568594
13625650,159555928.7484939
13625800,159518258.21325773
13625950,158110434.56083313
13626100,158524990.57670578
13626250,158104904.96353182
13626400,158098118.81661865
13626550,154729522.4469838
13626700,155078952.572787
13626850,155036653.39868447
13627000,152868565.80323997
13627150,153680838.25576606
13627300,154567743.9254043
13627450,154445676.79948342
13627600,155025892.34123224
13627750,155020581.65383524
13627900,154800829.11126277
13628050,154450419.3214016
13628200,154209874.02168775
13628350,153521570.96218184
13628500,154982728.42290524
13628650,154572275.2598642
13628800,154368067.64105144
13628950,154431248.29207373
13629100,154434806.43512118
13629250,154014958.54973462
13629400,154224661.49576366
13629550,154210934.07647848
13629700,153864154.80984733
13629850,153839518.00559863
13630000,153844730.52197325
13630150,153833373.03759378
13630300,154094147.90353385
13630450,154818546.03678548
13630600,154748410.9092386
13630750,154533832.6310766
13630900,154919634.33280388
