blocknumber,reserve USDC,reserve DAI,volume USDC for 5% slippage
12590050,0,0,117679746.41102034
12590200,0,0,118612316.2672413
12590350,0,0,118564944.77512954
12590500,0,0,118238230.89282674
12590650,0,0,118785154.0601576
12590800,0,0,118266385.80649213
12590950,0,0,119056966.5260397
12591100,0,0,119261879.07216075
12591250,0,0,119112589.81965828
12591400,0,0,118764659.72967237
12591550,0,0,117850522.09356466
12591700,0,0,115890173.81613892
12591850,0,0,115260834.76809424
12592000,0,0,115460169.71122901
12592150,0,0,116059182.4694651
12592300,0,0,115764666.08323124
12592450,0,0,115777459.70494275
12592600,0,0,115777473.8977059
12592750,0,0,116405224.88483837
12592900,0,0,114508187.13587248
12593050,0,0,114457241.15923099
12593200,0,0,113888497.56184402
12593350,0,0,114825738.60118498
12593500,0,0,113982932.45491758
12593650,0,0,114496054.72143091
12593800,0,0,114847885.23293512
12593950,0,0,115308568.82651952
12594100,0,0,114968864.97476195
12594250,0,0,115478586.0472059
12594400,0,0,116836371.16657746
12594550,0,0,118374386.4739171
12594700,0,0,121099765.72930805
12594850,0,0,122333864.48873036
12595000,0,0,121733416.84450486
12595150,0,0,121159065.75322518
12595300,0,0,121040208.02086486
12595450,0,0,120211035.97864443
12595600,0,0,120639098.85372148
12595750,0,0,122797784.31419598
12595900,0,0,123156756.057943
12596050,0,0,124847497.34643665
12596200,0,0,125009292.07684155
12596350,0,0,124719610.7993852
12596500,0,0,124781145.04168303
12596650,0,0,124812967.95229189
12596800,0,0,124793150.37700728
12596950,0,0,124793108.95883754
12597100,0,0,124451713.70372145
12597250,0,0,122696653.43040349
12597400,0,0,122575083.25170036
12597550,0,0,122735514.5765015
12597700,0,0,121301349.20299478
12597850,0,0,121398976.15280595
12598000,0,0,122672173.43693775
12598150,0,0,122403270.16570178
12598300,0,0,121187310.14594422
12598450,0,0,120972393.5217554
12598600,0,0,121023364.55907995
12598750,0,0,120187469.34684192
12598900,0,0,120344015.66703257
12599050,0,0,120684592.51175635
12599200,0,0,119134868.13099204
12599350,0,0,119005072.11760166
12599500,0,0,119005117.26305956
12599650,0,0,118748041.92996366
12599800,0,0,119265513.62453474
12599950,0,0,120473889.59523205
12600100,0,0,119092330.7004543
12600250,0,0,119110710.06323572
12600400,0,0,119842691.10422198
12600550,0,0,119263310.00087519
12600700,0,0,119228808.40704617
12600850,0,0,118860230.87652819
12601000,0,0,118458208.06171447
12601150,0,0,118128081.79748169
12601300,0,0,118240974.69790365
12601450,0,0,118286087.14999668
12601600,0,0,118618023.91730215
12601750,0,0,118656660.11394463
12601900,0,0,118465877.17427105
12602050,0,0,118032780.1279362
12602200,0,0,118795520.35239683
12602350,0,0,117279950.59583503
12602500,0,0,117271836.93940434
12602650,0,0,117271831.03421234
12602800,0,0,116891103.75999966
12602950,0,0,117105373.50763053
12603100,0,0,117680123.35692407
12603250,0,0,118034134.44615708
12603400,0,0,118561948.51938087
12603550,0,0,118566955.03830561
12603700,0,0,117451015.70019488
12603850,0,0,117392639.12092231
12604000,0,0,117395779.01799287
12604150,0,0,116988965.60138637
12604300,0,0,117774140.3848463
12604450,0,0,117690825.50436404
12604600,0,0,116635217.18263508
12604750,0,0,116635274.44725335
12604900,0,0,116323031.07441464
12605050,0,0,115940584.19971257
12605200,0,0,115842368.97788493
12605350,0,0,115677831.87180236
12605500,0,0,115519762.27263005
12605650,0,0,114915044.38292196
12605800,0,0,114487086.27757184
12605950,0,0,115114061.24348602
12606100,0,0,117043154.29281935
12606250,0,0,117002672.49132337
12606400,0,0,117144803.02086829
12606550,0,0,117144964.5618329
12606700,0,0,118278211.19976652
12606850,0,0,118237085.72250088
12607000,0,0,118508558.33754368
12607150,0,0,119596202.69898473
12607300,0,0,119574191.73870529
12607450,0,0,119769718.14867659
12607600,0,0,120083144.39300346
12607750,0,0,119738967.95057464
12607900,0,0,119004420.08846448
12608050,0,0,119389764.61408788
12608200,0,0,119407935.55976847
12608350,0,0,119605081.43173066
12608500,0,0,119605112.90778324
12608650,0,0,119716853.19491546
12608800,0,0,120169714.15292577
12608950,0,0,120047526.86963247
12609100,0,0,120181073.2370784
12609250,0,0,120778704.55953562
12609400,0,0,120895608.8149393
12609550,0,0,120937013.46080482
12609700,0,0,120814266.14770061
12609850,0,0,121037274.00402124
12610000,0,0,120141510.02749768
12610150,0,0,118912692.75632052
12610300,0,0,118912000.50683899
12610450,0,0,118613620.21198596
12610600,0,0,118656737.9381377
12610750,0,0,118007343.67918204
12610900,0,0,118145464.27549665
12611050,0,0,118259510.47643687
12611200,0,0,118276201.31511168
12611350,0,0,118341181.17730188
12611500,0,0,118472448.24317923
12611650,0,0,117661617.63329346
12611800,0,0,117621220.27889886
12611950,0,0,117360046.99163505
12612100,0,0,118466229.67115891
12612250,0,0,122643995.1266361
12612400,0,0,122603378.16777393
12612550,0,0,122997286.59459338
12612700,0,0,122997111.38786349
12612850,0,0,123067010.49575676
12613000,0,0,123110590.98378576
12613150,0,0,123142493.36878657
12613300,0,0,124829860.14819896
12613450,0,0,124691046.49011452
12613600,0,0,124282727.93846391
12613750,0,0,124289772.8555709
12613900,0,0,124218045.95389292
12614050,0,0,121881059.47232176
12614200,0,0,121880040.9814264
12614350,0,0,122037354.25404462
12614500,0,0,121706078.30816053
12614650,0,0,121811973.46783546
12614800,0,0,121882584.66574138
12614950,0,0,122059308.65794182
12615100,0,0,122016031.90417452
12615250,0,0,119551921.0764419
12615400,0,0,121587856.03987241
12615550,0,0,117099489.38314754
12615700,0,0,117333089.11311157
12615850,0,0,116614716.17564191
12616000,0,0,116712199.64851311
12616150,0,0,117076053.87941614
12616300,0,0,116159583.95376088
12616450,0,0,116068338.76739976
12616600,0,0,116218517.8258792
12616750,0,0,116218456.20977089
12616900,0,0,117108061.88142104
12617050,0,0,117349379.1481071
12617200,0,0,117384226.57675596
12617350,0,0,115985033.26248363
12617500,0,0,117355979.6403615
12617650,0,0,117638266.6763175
12617800,0,0,117580590.02392365
12617950,0,0,121023884.44200422
12618100,0,0,121103930.4758423
12618250,0,0,121118003.82409023
12618400,0,0,121051760.2026609
12618550,0,0,121043766.9512539
12618700,0,0,121021260.5979683
12618850,0,0,120505903.99272981
12619000,0,0,120317804.91368985
12619150,0,0,118395774.75128695
12619300,0,0,117554730.9435152
12619450,0,0,117488801.85150613
12619600,0,0,117379175.66680264
12619750,0,0,117383401.43280324
12619900,0,0,117383488.9802594
12620050,0,0,117432225.08760998
12620200,0,0,117440473.13187824
12620350,0,0,117306184.55346748
12620500,0,0,117402445.77440418
12620650,0,0,117361020.87334089
12620800,0,0,117622783.93718691
12620950,0,0,117630585.68454494
12621100,0,0,117811130.64441168
12621250,0,0,117468239.94911128
12621400,0,0,117276604.19054036
12621550,0,0,117174305.79896137
12621700,0,0,116970320.46640693
12621850,0,0,116915968.23948522
12622000,0,0,117051983.63314438
12622150,0,0,117051986.25156543
12622300,0,0,117263973.67106771
12622450,0,0,117256807.70986247
12622600,0,0,117175050.02015689
12622750,0,0,116960807.93189304
12622900,0,0,117125923.71234265
12623050,0,0,117072689.74583374
12623200,0,0,117564756.08136229
12623350,0,0,117894143.73127085
12623500,0,0,117833517.53762487
12623650,0,0,116862735.41684653
12623800,0,0,117160345.32215321
12623950,0,0,117848222.21743523
12624100,0,0,117848222.21743523
12624250,0,0,117893942.76251337
12624400,0,0,117856864.29654922
12624550,0,0,115841686.2625806
12624700,0,0,161731404.67725116
12624850,0,0,161547225.63965905
12625000,0,0,161343254.85974014
12625150,0,0,161659526.71347108
12625300,0,0,161539306.535224
12625450,0,0,161643887.90868634
12625600,0,0,161668981.5440636
12625750,0,0,160864742.7471491
12625900,0,0,157765983.91990516
12626050,0,0,157245412.29177406
12626200,0,0,154711148.95933136
12626350,0,0,154711148.9965188
12626500,0,0,154603796.87135714
12626650,0,0,154551755.8551457
12626800,0,0,154496058.80733228
12626950,0,0,154566612.3558516
12627100,0,0,155023901.80606377
12627250,0,0,154931531.33957168
12627400,0,0,155129470.53099188
12627550,0,0,155049050.25944436
12627700,0,0,154010762.49239433
12627850,0,0,154579118.98366815
12628000,0,0,155749919.3173945
12628150,0,0,156253634.31203046
12628300,0,0,157822095.9929026
12628450,0,0,158792494.3982477
12628600,0,0,158711806.35996994
12628750,0,0,158276316.2596088
12628900,0,0,158141324.80207968
12629050,0,0,158141324.80207968
12629200,0,0,158052532.97398937
12629350,0,0,158113807.87379766
12629500,0,0,157862149.66445422
12629650,0,0,157728935.22497526
12629800,0,0,157726527.14338344
12629950,0,0,157464708.07370794
12630100,0,0,157466816.88635853
12630250,0,0,156920525.40187293
12630400,0,0,156926228.37579563
12630550,0,0,156830976.16923553
12630700,0,0,156830984.92574754
12630850,0,0,157081961.73207062
12631000,0,0,157024819.32160592
12631150,0,0,155734755.07389215
12631300,0,0,155600352.34950122
12631450,0,0,155221021.67846644
12631600,0,0,154891406.21063137
12631750,0,0,154902637.89662635
12631900,0,0,154827636.34272602
12632050,0,0,154827639.73618716
12632200,0,0,154731381.19931275
12632350,0,0,154803133.04307908
12632500,0,0,154417763.6970445
12632650,0,0,154376397.31203666
12632800,0,0,153919725.0229982
12632950,0,0,153493651.60630456
12633100,0,0,153579856.13338664
12633250,0,0,153154872.5085066
12633400,0,0,152754319.11427808
12633550,0,0,155078330.70602685
12633700,0,0,152666371.60464916
12633850,0,0,153090279.9214362
12634000,0,0,153187160.28338292
12634150,0,0,153166044.73522508
12634300,0,0,152226184.327683
12634450,0,0,151709039.23394072
12634600,0,0,152020571.84031624
12634750,0,0,152077115.29976764
12634900,0,0,152549903.0493488
12635050,0,0,153486544.5993854
12635200,0,0,153486570.9419509
12635350,0,0,153502909.4569887
12635500,0,0,153546424.6119427
12635650,0,0,153479994.3767918
12635800,0,0,153534062.89121318
12635950,0,0,152807449.19432822
12636100,0,0,152829286.91063815
12636250,0,0,153116786.41758397
12636400,0,0,152782564.55265316
12636550,0,0,152762367.138277
12636700,0,0,152937452.0961948
12636850,0,0,153055793.23280638
12637000,0,0,153055811.01288855
12637150,0,0,153662373.30046108
12637300,0,0,153944719.83187282
12637450,0,0,154244641.9457856
12637600,0,0,153636903.97155908
12637750,0,0,153328935.87728804
12637900,0,0,153412551.8271474
12638050,0,0,153048771.06487605
12638200,0,0,153345547.54547474
12638350,0,0,153311298.54156616
12638500,0,0,153237742.38385093
12638650,0,0,153117849.49222642
12638800,0,0,153118850.4373325
12638950,0,0,152314364.1325184
12639100,0,0,152876383.30728796
12639250,0,0,153003131.42557094
12639400,0,0,153002952.45504236
12639550,0,0,152987624.36005482
12639700,0,0,152750396.26026085
12639850,0,0,152650334.01589248
12640000,0,0,152601573.5380275
12640150,0,0,152533379.40635774
12640300,0,0,152213156.00635424
12640450,0,0,152213222.4730235
12640600,0,0,152417380.49392736
12640750,0,0,152797994.51260856
12640900,0,0,151860827.1019033
12641050,0,0,150865919.8690876
12641200,0,0,150775452.9180855
12641350,0,0,150615226.60577843
12641500,0,0,150625115.34969994
12641650,0,0,150513450.52650395
12641800,0,0,150561913.49519658
12641950,0,0,151284421.61861265
12642100,0,0,151284421.61861265
12642250,0,0,151272149.15123558
12642400,0,0,151428024.4839936
12642550,0,0,150612848.7252577
12642700,0,0,150625575.87438533
12642850,0,0,150624627.92853594
12643000,0,0,150683731.02463362
12643150,0,0,150673449.48747638
12643300,0,0,151201795.68473157
12643450,0,0,151166039.81378347
12643600,0,0,151111303.72808737
12643750,0,0,152319241.49100372
12643900,0,0,152363802.0718777
12644050,0,0,152201603.5656092
12644200,0,0,152315629.94045663
12644350,0,0,153339356.48859602
12644500,0,0,153482286.3146094
12644650,0,0,153237261.1577963
12644800,0,0,153106392.24083155
12644950,0,0,153089816.3688679
12645100,0,0,153063592.56745178
12645250,0,0,153063592.56745178
12645400,0,0,152996291.9220381
12645550,0,0,152994210.09055826
12645700,0,0,152914023.0269901
12645850,0,0,153085777.44089812
12646000,0,0,152992329.07001373
12646150,0,0,152780374.32169816
12646300,0,0,152677578.6361432
12646450,0,0,152911099.49257076
12646600,0,0,152739111.5282636
12646750,0,0,152436317.0184027
12646900,0,0,152047612.81635317
12647050,0,0,152058038.52246162
12647200,0,0,152527698.34498343
12647350,0,0,152629429.53570908
12647500,0,0,152629578.80919853
12647650,0,0,152622536.6162467
12647800,0,0,152464042.94718543
12647950,0,0,152554783.07706302
12648100,0,0,152547240.72247022
12648250,0,0,152565870.3922129
12648400,0,0,152396795.99042386
12648550,0,0,151769627.4856428
12648700,0,0,152069896.54377127
12648850,0,0,145970866.27211365
12649000,0,0,145678666.45961836
12649150,0,0,145722048.7754135
12649300,0,0,145850661.67692655
12649450,0,0,145850468.22677052
12649600,0,0,145609628.45401707
12649750,0,0,145775164.7313131
12649900,0,0,145812084.4298073
12650050,0,0,145719674.07607988
12650200,0,0,145721583.95590284
12650350,0,0,146649416.445156
12650500,0,0,145790933.33847064
12650650,0,0,145316511.19355932
12650800,0,0,145316530.5797369
12650950,0,0,145087649.80100003
12651100,0,0,145111343.52863818
12651250,0,0,145258870.59377947
12651400,0,0,145266155.8590468
12651550,0,0,145274687.96688038
12651700,0,0,143643960.9311487
12651850,0,0,143364490.85950163
12652000,0,0,142614868.81868178
12652150,0,0,140037524.754985
12652300,0,0,139794298.25668454
12652450,0,0,141377867.81997073
12652600,0,0,141871487.57959282
12652750,0,0,141958761.7926803
12652900,0,0,141974258.25243473
12653050,0,0,141974156.47024953
12653200,0,0,142552860.10042268
12653350,0,0,141116061.3464712
12653500,0,0,140252913.10128388
12653650,0,0,140500451.3749661
12653800,0,0,140877449.52500707
12653950,0,0,141206013.05471408
12654100,0,0,140943402.57648957
12654250,0,0,140670738.9200413
12654400,0,0,146799374.7921449
12654550,0,0,147348213.16736665
12654700,0,0,147732813.5732846
12654850,0,0,147867312.8675549
12655000,0,0,147867296.55526146
12655150,0,0,147718474.42025274
12655300,0,0,147539740.8593164
12655450,0,0,147534405.3784805
12655600,0,0,147676891.30454543
12655750,0,0,147657301.29515558
12655900,0,0,147247089.1098072
12656050,0,0,147247087.16910487
12656200,0,0,147319146.44392213
12656350,0,0,147362209.15703788
12656500,0,0,147306139.9011852
12656650,0,0,147302171.8237077
12656800,0,0,147301948.57774353
12656950,0,0,147361574.08084863
12657100,0,0,147327129.1223567
12657250,0,0,147320860.07450798
12657400,0,0,147348690.21064284
12657550,0,0,147348690.21064284
12657700,0,0,147230389.9428204
12657850,0,0,147071307.42912415
12658000,0,0,148197310.79653525
12658150,0,0,148698396.443158
12658300,0,0,147683039.39706975
12658450,0,0,147782109.84945846
12658600,0,0,147439266.21917254
12658750,0,0,147661817.3469089
12658900,0,0,148524919.4225461
12659050,0,0,148665963.6743474
12659200,0,0,146782445.57218516
12659350,0,0,147345708.35947847
12659500,0,0,147361622.0542005
12659650,0,0,148024596.93841115
12659800,0,0,147494252.93680176
12659950,0,0,146280095.0586575
12660100,0,0,145591039.66372383
12660250,0,0,134541754.9884539
12660400,0,0,134541781.386012
12660550,0,0,135631555.14921394
12660700,0,0,136432049.82155457
12660850,0,0,139192482.39009386
12661000,0,0,139538990.25158376
12661150,0,0,138856990.9241177
12661300,0,0,138548390.65575358
12661450,0,0,138542716.96975216
12661600,0,0,138346420.4632047
12661750,0,0,176187999.89029622
12661900,0,0,137737548.72206324
12662050,0,0,137458968.97130135
12662200,0,0,137500966.44946545
12662350,0,0,138520861.19708478
12662500,0,0,138535534.12408543
12662650,0,0,138356952.94903708
12662800,0,0,139113549.13159683
12662950,0,0,141333804.63621658
12663100,0,0,140977180.30866835
12663250,0,0,140769065.3844904
12663400,0,0,140762429.45564982
12663550,0,0,140413518.51682377
12663700,0,0,140413389.01904213
12663850,0,0,139610026.53537458
12664000,0,0,139543369.04340985
12664150,0,0,139493752.14790422
12664300,0,0,139543334.71627817
12664450,0,0,139526966.53074506
12664600,0,0,139846556.05089143
12664750,0,0,139499142.66107807
12664900,0,0,139556256.57157665
12665050,0,0,139421362.30487093
12665200,0,0,139421370.206654
12665350,0,0,139350921.5158408
12665500,0,0,139790000.78509015
12665650,0,0,139799461.54609978
12665800,0,0,139607194.0426848
12665950,0,0,139653921.46517155
12666100,0,0,139354960.2970512
12666250,0,0,139234808.18133157
12666400,0,0,139220084.8958991
12666550,0,0,139463052.74359637
12666700,0,0,142339192.62507543
12666850,0,0,142343387.969311
12667000,0,0,142014450.34018576
12667150,0,0,142014451.91913313
12667300,0,0,142271720.6134582
12667450,0,0,142269222.5151245
12667600,0,0,140994730.44878936
12667750,0,0,141346236.6396991
12667900,0,0,141323795.22338694
12668050,0,0,141367057.16726664
12668200,0,0,141907383.26053813
12668350,0,0,141969251.06721532
12668500,0,0,141578375.774588
12668650,0,0,142023875.7171445
12668800,0,0,142077821.68793654
12668950,0,0,142175935.39452392
12669100,0,0,142141161.43347216
12669250,0,0,142150067.09777978
12669400,0,0,142150067.9039571
12669550,0,0,141868808.33845994
12669700,0,0,141892141.4251231
12669850,0,0,142081925.1829414
12670000,0,0,141841733.2390322
12670150,0,0,142260493.01786587
12670300,0,0,142207535.01729658
12670450,0,0,142192338.2131257
12670600,0,0,141969007.52425435
12670750,0,0,137669418.80524108
12670900,0,0,138102213.114315
12671050,0,0,139289634.7860738
12671200,0,0,141365461.00271806
12671350,0,0,141364704.23598897
12671500,0,0,141637853.75986654
12671650,0,0,142128048.3549045
12671800,0,0,142852149.24438927
12671950,0,0,142826512.99058616
12672100,0,0,142943710.58245644
12672250,0,0,143103184.6961327
12672400,0,0,143424388.67304403
12672550,0,0,143320777.1636396
12672700,0,0,143316956.6810837
12672850,0,0,143320940.59674388
12673000,0,0,143305747.72025713
12673150,0,0,136774640.56538287
12673300,0,0,137072679.71351168
12673450,0,0,137485601.34291494
12673600,0,0,137297143.9879663
12673750,0,0,137297181.7841697
12673900,0,0,137190291.90383092
12674050,0,0,137170117.49739462
12674200,0,0,137212691.3737601
12674350,0,0,137216337.3219347
12674500,0,0,136934387.10339606
12674650,0,0,136912991.46750632
12674800,0,0,136957952.41510773
12674950,0,0,137002271.43487367
12675100,0,0,136960632.84559962
12675250,0,0,136960714.73364362
12675400,0,0,137104415.87954798
12675550,0,0,136847070.01201704
12675700,0,0,137133733.68871433
12675850,0,0,137071391.65428245
12676000,0,0,137238338.42229497
12676150,0,0,136738413.5552529
12676300,0,0,136391939.05308276
12676450,0,0,136123227.8702475
12676600,0,0,137062000.19614843
12676750,0,0,137549817.1240978
12676900,0,0,137773252.93954808
12677050,0,0,137734770.99249452
12677200,0,0,137915344.71007752
12677350,0,0,139937234.24129474
12677500,0,0,141290306.00219178
12677650,0,0,141951070.25604874
12677800,0,0,141758801.62397376
12677950,0,0,144658936.56509894
12678100,0,0,151659424.89692968
12678250,0,0,153835603.7061753
12678400,0,0,153835603.7061753
12678550,0,0,154010286.9867277
12678700,0,0,154248646.55903473
12678850,0,0,154612007.42024922
12679000,0,0,154649947.30555835
12679150,0,0,155154541.57868117
12679300,0,0,154803286.2293507
12679450,0,0,154917444.65763974
12679600,0,0,154125465.51247948
12679750,0,0,154200610.64928046
12679900,0,0,154307573.73002923
12680050,0,0,154360602.50716954
12680200,0,0,154719058.5755146
12680350,0,0,155950752.9834209
12680500,0,0,155104228.22884026
12680650,0,0,154699698.22517964
12680800,0,0,154597412.88178754
12680950,0,0,154997418.98641473
12681100,0,0,155197020.72507823
12681250,0,0,147351029.19486034
12681400,0,0,147160609.69874394
12681550,0,0,147043099.98835966
12681700,0,0,146549664.67863628
12681850,0,0,146549309.65020707
12682000,0,0,147562900.79524595
12682150,0,0,147107389.02228594
12682300,0,0,147194996.82149407
12682450,0,0,147191360.78045914
12682600,0,0,147041481.54749706
12682750,0,0,146394965.91196728
12682900,0,0,146244293.0370596
12683050,0,0,146376361.68993428
12683200,0,0,146371575.9583096
12683350,0,0,146185019.20382708
12683500,0,0,147806544.76216176
12683650,0,0,147929402.6895774
12683800,0,0,148157416.18161687
12683950,0,0,147740466.74192694
12684100,0,0,147444239.45110935
12684250,0,0,148928921.30144045
12684400,0,0,151408837.16425705
12684550,0,0,157428614.25896126
12684700,0,0,157428728.3893333
12684850,0,0,161418823.7535812
12685000,0,0,161924048.04379693
12685150,0,0,161982960.89361775
12685300,0,0,161522986.97500333
12685450,0,0,159631346.9745936
12685600,0,0,159740264.03786978
12685750,0,0,159492313.52530923
12685900,0,0,158368715.09506875
12686050,0,0,156111591.4910848
12686200,0,0,155891017.10801548
12686350,0,0,155975478.41216242
12686500,0,0,157269361.2668844
12686650,0,0,157012019.19072393
12686800,0,0,157878211.6492111
12686950,0,0,157629006.92702773
12687100,0,0,158488204.43382517
12687250,0,0,158611020.20236063
12687400,0,0,158779362.91969702
12687550,0,0,158525401.03928086
12687700,0,0,158389112.46131748
12687850,0,0,157737445.15248096
12688000,0,0,157679574.42156625
12688150,0,0,157642479.19265237
12688300,0,0,160441193.38179183
12688450,0,0,160447323.8714705
12688600,0,0,160302557.98906034
12688750,0,0,160262656.50701556
12688900,0,0,160542356.21922344
12689050,0,0,160176076.3586075
12689200,0,0,160209967.08004028
12689350,0,0,160626534.38940328
12689500,0,0,160800643.8348198
12689650,0,0,160692185.57464808
12689800,0,0,160681788.49724355
12689950,0,0,160731681.63826114
12690100,0,0,161181809.21490157
12690250,0,0,161108866.25446418
12690400,0,0,161059364.11985487
12690550,0,0,161059364.11985487
12690700,0,0,160840179.7850511
12690850,0,0,160738811.1210167
12691000,0,0,160137619.35368136
12691150,0,0,160286523.80028024
12691300,0,0,160213267.5028282
12691450,0,0,160455557.18460155
12691600,0,0,160777369.2323434
12691750,0,0,160802709.9504326
12691900,0,0,160808436.91833737
12692050,0,0,160956997.3650655
12692200,0,0,160956593.05639613
12692350,0,0,160874236.9963698
12692500,0,0,160705967.25413492
12692650,0,0,160705969.43514508
12692800,0,0,160922106.33969328
12692950,0,0,160581951.44885418
12693100,0,0,159947863.57918322
12693250,0,0,159619062.80459198
12693400,0,0,159396192.12571514
12693550,0,0,159267077.45473891
12693700,0,0,158919435.43124652
12693850,0,0,158795825.5790377
12694000,0,0,158625995.8912165
12694150,0,0,160073138.45882708
12694300,0,0,159526991.64087102
12694450,0,0,159527014.74506664
12694600,0,0,159472619.6020995
12694750,0,0,159241358.88301498
12694900,0,0,159154815.56697014
12695050,0,0,159042976.8565038
12695200,0,0,158831558.87153348
12695350,0,0,158808813.47643292
12695500,0,0,158608857.3267028
12695650,0,0,157827673.82175907
12695800,0,0,157685290.23955512
12695950,0,0,157612698.27501446
12696100,0,0,157596081.68223706
12696250,0,0,157596802.96386117
12696400,0,0,157506734.84284338
12696550,0,0,156888988.0493605
12696700,0,0,156580677.84438217
12696850,0,0,156581763.25830284
12697000,0,0,156331845.558703
12697150,0,0,156759352.26592153
12697300,0,0,156064798.94610494
12697450,0,0,155738075.82154799
12697600,0,0,155628628.207567
12697750,0,0,155712398.18340352
12697900,0,0,155543218.60003996
12698050,0,0,152339304.97068438
12698200,0,0,152851219.12866026
12698350,0,0,152831081.1207168
12698500,0,0,152606675.96518114
12698650,0,0,152402189.1979656
12698800,0,0,152402178.3886765
12698950,0,0,152439726.79991418
12699100,0,0,152272886.9402903
12699250,0,0,151548952.64037
12699400,0,0,151589672.21166915
12699550,0,0,150709970.20682672
12699700,0,0,150644691.1397629
12699850,0,0,150303372.14976692
12700000,0,0,150332241.12820432
12700150,0,0,150160638.88839906
12700300,0,0,150160661.82965186
12700450,0,0,150090591.42480758
12700600,0,0,147464911.54022977
12700750,0,0,145669281.44262978
12700900,0,0,145544953.70211187
12701050,0,0,145508140.11915168
12701200,0,0,145482413.78120288
12701350,0,0,145633345.42955473
12701500,0,0,145332045.37739322
12701650,0,0,145321915.23308712
12701800,0,0,145300443.23061123
12701950,0,0,145211695.30640402
12702100,0,0,144704903.43624544
12702250,0,0,144706256.61347428
12702400,0,0,144803313.523173
12702550,0,0,144808059.86115012
12702700,0,0,144643685.24741045
12702850,0,0,144653468.34600186
12703000,0,0,144839880.93485445
12703150,0,0,144697907.63175714
12703300,0,0,144697907.63175714
12703450,0,0,144438162.96442798
12703600,0,0,144957271.26922035
12703750,0,0,144903967.144791
12703900,0,0,144878555.0934347
12704050,0,0,144711982.68878
12704200,0,0,145230729.47176483
12704350,0,0,145199711.42483607
12704500,0,0,146203585.36634275
12704650,0,0,145074961.88204986
12704800,0,0,144749747.5445271
12704950,0,0,144739839.07005095
12705100,0,0,144865601.61996603
12705250,0,0,143218318.34085545
12705400,0,0,143201834.04306173
12705550,0,0,143201841.38449857
12705700,0,0,143285111.0623947
12705850,0,0,143406023.47832426
12706000,0,0,143823769.9053519
12706150,0,0,144355669.69263437
12706300,0,0,144565593.0035263
12706450,0,0,144776545.13128302
12706600,0,0,144343560.10402888
12706750,0,0,144285235.59317857
12706900,0,0,144296894.78872675
12707050,0,0,144296929.83565474
12707200,0,0,144306018.51432043
12707350,0,0,144348564.09795108
12707500,0,0,144344897.5767414
12707650,0,0,144395729.92162886
12707800,0,0,144485180.89481217
12707950,0,0,144526033.3768131
12708100,0,0,144524561.8437048
12708250,0,0,145168060.1582327
12708400,0,0,145201460.80146813
12708550,0,0,145000177.99530882
12708700,0,0,144121138.12729412
12708850,0,0,144120972.85151002
12709000,0,0,144229995.32425067
12709150,0,0,144607588.91335022
12709300,0,0,144283816.57447767
12709450,0,0,144082961.66744155
12709600,0,0,144037830.39588094
12709750,0,0,144037924.92352325
12709900,0,0,144929702.55691934
12710050,0,0,145165962.63797727
12710200,0,0,144739790.36653146
12710350,0,0,144887848.05234322
12710500,0,0,144682278.8862046
12710650,0,0,144744465.5464579
12710800,0,0,146208636.2873259
12710950,0,0,146106636.5294101
12711100,0,0,145701178.49275595
12711250,0,0,144134047.74905735
12711400,0,0,142504982.95003423
12711550,0,0,141996622.6780421
12711700,0,0,142083671.82594508
12711850,0,0,142083674.19337928
12712000,0,0,141722179.80492857
12712150,0,0,141589833.039207
12712300,0,0,141936960.5829226
12712450,0,0,141944690.51258716
12712600,0,0,142254887.87483156
12712750,0,0,142403252.82704777
12712900,0,0,143259370.10122582
12713050,0,0,143256443.89359537
12713200,0,0,143088307.47752404
12713350,0,0,143004941.02719083
12713500,0,0,142968420.28162393
12713650,0,0,142978596.81844985
12713800,0,0,142991606.14260456
12713950,0,0,143013378.41090325
12714100,0,0,143111444.2991619
12714250,0,0,143111537.84888324
12714400,0,0,143112626.89942664
12714550,0,0,143303595.30314314
12714700,0,0,143237803.27998912
12714850,0,0,142616761.26264277
12715000,0,0,140499580.0511396
12715150,0,0,140616232.74022648
12715300,0,0,140595037.4795805
12715450,0,0,140572828.8748222
12715600,0,0,140721601.1198204
12715750,0,0,140741414.5322956
12715900,0,0,140741513.92776993
12716050,0,0,141026739.3800239
12716200,0,0,140584320.02019536
12716350,0,0,140651589.49945387
12716500,0,0,140576871.76367953
12716650,0,0,140598556.20804703
12716800,0,0,140614803.89962253
12716950,0,0,140614864.0070236
12717100,0,0,139999560.32164022
12717250,0,0,167290476.77927715
12717400,0,0,167243849.02314502
12717550,0,0,167386995.42779815
12717700,0,0,167271069.8612796
12717850,0,0,167108417.95748898
12718000,0,0,167049019.46103087
12718150,0,0,166982378.30278566
12718300,0,0,166804135.3206335
12718450,0,0,166804129.59534892
12718600,0,0,166623062.3606902
12718750,0,0,167396521.77669835
12718900,0,0,167676216.17482775
12719050,0,0,167606638.35382432
12719200,0,0,167371921.14123967
12719350,0,0,168270948.90331846
12719500,0,0,168368590.08400714
12719650,0,0,167049748.07634106
12719800,0,0,167307746.13045093
12719950,0,0,167269665.430959
12720100,0,0,166432668.87513253
12720250,0,0,166596061.09105557
12720400,0,0,166581294.72773442
12720550,0,0,166581294.72773442
12720700,0,0,166991321.28584787
12720850,0,0,167153082.99492458
12721000,0,0,167832760.43879387
