blocknumber,volume BAT for 5% slippage
12594850,310164.4162718163
12595000,309344.52143373183
12595150,310094.12907078164
12595300,310114.1818371997
12595450,310114.1818371997
12595600,310391.7197150751
12595750,305945.8187605051
12595900,305944.8142357638
12596050,305944.8142357638
12596200,305854.9936568175
12596350,305616.042845423
12596500,306385.26740482065
12596650,306385.26740482065
12596800,306385.26740482065
12596950,306104.9679855405
12597100,306415.71754278324
12597250,311505.6648462535
12597400,311523.61686078174
12597550,311837.79299449915
12597700,309037.8529848693
12597850,307289.15258613887
12598000,307976.60795899114
12598150,307393.98030868464
12598300,305946.12626012333
12598450,305405.95478406094
12598600,305433.0359485219
12598750,305106.0053499836
12598900,305123.1467370513
12599050,304754.70229230565
12599200,304301.5333537741
12599350,304961.1249495002
12599500,304961.1249495002
12599650,304961.1249495002
12599800,305277.1370354409
12599950,305155.0931603166
12600100,305171.5674839009
12600250,305171.5674839009
12600400,305165.69077407365
12600550,312242.3434649866
12600700,312242.3434649866
12600850,311402.0617642935
12601000,312903.25059724157
12601150,312903.25059724157
12601300,313736.6710873742
12601450,313871.71209436527
12601600,314440.47176636534
12601750,314449.8253190933
12601900,314943.76922849065
12602050,313294.69448746485
12602200,313305.7350141902
12602350,313319.9620638948
12602500,313319.9620638948
12602650,313330.19838998606
12602800,313341.75539423106
12602950,312472.62423948763
12603100,311936.68135865725
12603250,311321.68401669286
12603400,308982.7483498866
12603550,308117.30373910465
12603700,313048.14934551565
12603850,312600.4469979262
12604000,312698.4460091224
12604150,312774.5943773143
12604300,312782.9257343622
12604450,313042.54260360956
12604600,313504.3467036648
12604750,313504.3467036648
12604900,313485.57766898954
12605050,313286.3327976032
12605200,313314.4133199999
12605350,313322.11686752137
12605500,313327.908774654
12605650,313338.61345687933
12605800,313346.64878036414
12605950,313770.5054517673
12606100,313820.3350859448
12606250,313823.12143957574
12606400,313748.6719365507
12606550,318986.2183230322
12606700,318986.2183230322
12606850,318985.02579070436
12607000,318251.676440255
12607150,318062.6450605572
12607300,318254.87754773104
12607450,318492.43596878235
12607600,318505.62209043704
12607750,318505.62209043704
12607900,312445.39241708413
12608050,311426.77606172086
12608200,311699.0918511941
12608350,311699.0918511941
12608500,310956.9709682536
12608650,311595.3482767266
12608800,311220.39831700677
12608950,311220.39831700677
12609100,311543.1364569272
12609250,311588.5887542711
12609400,310844.4800999369
12609550,310760.19763707265
12609700,310760.19763707265
12609850,316206.2696101538
12610000,316279.54219639034
12610150,316279.54219639034
12610300,316335.50697970216
12610450,316148.42317957815
12610600,316152.72378821357
12610750,316327.77394946443
12610900,316327.77394946443
12611050,316347.0772389384
12611200,319537.43048507336
12611350,319537.43048507336
12611500,319309.097331807
12611650,319346.03660490905
12611800,319346.03660490905
12611950,319346.03660490905
12612100,318551.084983697
12612250,318541.2682983212
12612400,315494.9441681281
12612550,319148.3550355448
12612700,319332.86684631585
12612850,319614.43692901294
12613000,318882.5923269245
12613150,318883.2659213704
12613300,314290.40662961884
12613450,312817.47684096976
12613600,312390.9812854052
12613750,313382.8120483615
12613900,314216.2727379084
12614050,314207.03050830984
12614200,305753.3693165139
12614350,306073.84766140697
12614500,305618.5577872221
12614650,305485.34726090566
12614800,305493.16587953107
12614950,305658.0920477838
12615100,308874.4029224995
12615250,309347.53876094014
12615400,314296.8101502809
12615550,316339.22494893125
12615700,316339.22494893125
12615850,317612.5211488806
12616000,316944.8344597845
12616150,316789.949904374
12616300,318722.3416697851
12616450,318973.83638698165
12616600,319401.70524953684
12616750,319347.90412240295
12616900,326985.57825568225
12617050,327394.3074079463
12617200,328992.4503787747
12617350,323735.41760844365
12617500,323735.41760844365
12617650,330098.9167919141
12617800,330845.73499961296
12617950,321231.92680468794
12618100,321247.7910802114
12618250,320426.1618646608
12618400,319981.1618646848
12618550,324299.1199392499
12618700,325711.7800808893
12618850,325890.1280415206
12619000,326387.98474696267
12619150,321606.84228741634
12619300,320493.12756255525
12619450,321261.41302529623
12619600,321259.8070144783
12619750,325522.1660354815
12619900,324612.01604709256
12620050,324626.6045769094
12620200,324276.19297883124
12620350,324901.6468575124
12620500,324928.56783441664
12620650,324075.146486277
12620800,327819.640306826
12620950,327868.26997370855
12621100,327765.0583267842
12621250,327743.0526685469
12621400,326512.6031469048
12621550,329902.92524432077
12621700,330023.5274295636
12621850,330157.53663657105
12622000,325532.0574224288
12622150,326118.8321310911
12622300,331351.41532628174
12622450,325096.9837343375
12622600,325056.91174693115
12622750,325071.5261979498
12622900,325072.8546140542
12623050,324193.6591689441
12623200,324489.6715310238
12623350,324489.6715310238
12623500,325041.28874209
12623650,329190.7173324594
12623800,330142.8025671834
12623950,330136.25491925696
12624100,327575.69453246624
12624250,326990.16399908246
12624400,327516.47978855664
12624550,327517.884885773
12624700,327802.7094090483
12624850,327572.35092101013
12625000,325909.8698810098
12625150,325778.2909336408
12625300,325808.7688477199
12625450,328612.0989451664
12625600,328587.44138338364
12625750,328590.05034759775
12625900,328590.05034759775
12626050,328590.05034759775
12626200,328598.99771601934
12626350,328637.95610200654
12626500,328877.9370255977
12626650,328986.59623326774
12626800,328964.3686964349
12626950,329519.6469558696
12627100,329030.339411872
12627250,328660.1788144647
12627400,328687.23080073437
12627550,328687.23080073437
12627700,326811.19477223704
12627850,326811.19477223704
12628000,326803.72542794986
12628150,327116.8864449729
12628300,327119.76658077264
12628450,326630.438891627
12628600,326630.438891627
12628750,333310.470769572
12628900,331268.78555066616
12629050,331268.78555066616
12629200,331912.96111398574
12629350,332331.7013662384
12629500,330129.0042733736
12629650,330149.050477785
12629800,330126.9505351774
12629950,328692.12048188125
12630100,328695.40535371745
12630250,328695.40535371745
12630400,328699.2498591514
12630550,328707.1445959936
12630700,328721.93406967813
12630850,329217.6019448543
12631000,325988.24014764105
12631150,326075.94859921944
12631300,326068.1301781676
12631450,326068.1301781676
12631600,326055.84055932064
12631750,326055.84055932064
12631900,326061.87791403674
12632050,326878.24143719685
12632200,326017.17558637273
12632350,326180.33466031845
12632500,326183.8209071595
12632650,325891.03305169917
12632800,325852.0325598193
12632950,325859.0694019261
12633100,326771.95716698817
12633250,325949.8801712
12633400,330371.6925470653
12633550,330376.8923641249
12633700,331618.75857509964
12633850,325196.02198596566
12634000,323950.22777960997
12634150,323918.8735560895
12634300,323913.3485598112
12634450,346018.02046899725
12634600,345477.2642122255
12634750,345489.8846064861
12634900,345873.66685528547
12635050,345931.02760807663
12635200,346566.8671208057
12635350,346566.8671208057
12635500,346559.6894189134
12635650,347402.15304413025
12635800,347413.3133061906
12635950,347443.76789537474
12636100,345211.6065166521
12636250,337527.2413865976
12636400,336695.766459704
12636550,336957.4216538993
12636700,333908.71895754983
12636850,326360.82890062383
12637000,328098.5900427827
12637150,334885.3860234638
12637300,334038.0553803041
12637450,334339.8229768367
12637600,333828.0868945883
12637750,326853.67073401005
12637900,325370.14957431646
12638050,325237.61381097895
12638200,326291.74769399327
12638350,327232.3381149955
12638500,327382.5035754502
12638650,327515.30451159406
12638800,327034.1995197516
12638950,327415.23276671674
12639100,326536.63310961047
12639250,326287.710542167
12639400,326575.02551052667
12639550,326972.4534774278
12639700,326972.4534774278
12639850,326972.4534774278
12640000,327346.84622570965
12640150,327352.5408218354
12640300,327877.155657053
12640450,327887.4931291584
12640600,328352.87760652014
12640750,327408.23568057426
12640900,327933.5606367529
12641050,328165.982466617
12641200,332754.9851455876
12641350,332754.9851455876
12641500,332754.9851455876
12641650,332668.3461129615
12641800,332668.3461129615
12641950,332666.98395631235
12642100,332771.02012751024
12642250,331825.5104446584
12642400,330339.4198172804
12642550,331604.5714305214
12642700,332622.6067473053
12642850,332369.0535101139
12643000,331638.9991455342
12643150,329389.554621523
12643300,329389.554621523
12643450,328788.1430577531
12643600,328804.2740276204
12643750,328818.7134639257
12643900,328886.6240961458
12644050,329756.2841300836
12644200,329862.66900384816
12644350,329794.5747762082
12644500,332650.58845118165
12644650,334211.8885325759
12644800,333927.6340366544
12644950,333569.7913811133
12645100,333567.8705671123
12645250,333766.37452290236
12645400,333773.4789288438
12645550,333772.4054223423
12645700,333582.41132235684
12645850,333209.64746173815
12646000,328579.03640953207
12646150,328576.8243247749
12646300,328576.8243247749
12646450,328576.8243247749
12646600,328576.8243247749
12646750,327680.95590599754
12646900,324317.5230326553
12647050,324387.65776949684
12647200,324294.3946116092
12647350,324299.65776950313
12647500,322141.3732422212
12647650,322169.08245274646
12647800,322169.08245274646
12647950,322224.5163840958
12648100,324364.3734053305
12648250,324364.3734053305
12648400,324647.9234235494
12648550,324722.2342230615
12648700,324722.2342230615
12648850,324722.2342230615
12649000,324726.2115484581
12649150,324739.1736778489
12649300,324739.1736778489
12649450,324311.22517557465
12649600,324311.95720891864
12649750,323998.94781599776
12649900,324004.4280665547
12650050,323711.2807308615
12650200,323722.5245578338
12650350,318044.18918989546
12650500,318126.1615342353
12650650,318127.7798857004
12650800,318128.8027365789
12650950,318129.85492797144
12651100,307865.8316029514
12651250,307841.1175135355
12651400,320435.55857706803
12651550,320435.55857706803
12651700,320435.55857706803
12651850,320435.55857706803
12652000,320414.02423272125
12652150,320414.02423272125
12652300,320410.95834167796
12652450,320405.3937751719
12652600,320405.3937751719
12652750,320411.7023699091
12652900,320668.4389513818
12653050,321242.9625970063
12653200,320802.4302603233
12653350,320071.34902178246
12653500,320550.62050583336
12653650,320552.0152426756
12653800,321022.0296666793
12653950,321306.9674896778
12654100,321602.37292866345
12654250,319281.31176419306
12654400,324501.50983757805
12654550,324715.1797404662
12654700,324721.0853300362
12654850,325242.26047927164
12655000,321761.42023507756
12655150,322560.5154589207
12655300,323958.8599133165
12655450,323958.8599133165
12655600,319858.3658551237
12655750,319858.9835130198
12655900,319934.6802730368
12656050,319934.5851329904
12656200,319936.53631174413
12656350,327890.6303857783
12656500,327879.3324469155
12656650,327881.8334406283
12656800,329634.5135247349
12656950,329634.5135247349
12657100,328293.1888183497
12657250,328338.4732920352
12657400,328350.0332501793
12657550,324581.55741797446
12657700,320526.6596179984
12657850,318322.9864794133
12658000,323916.2321940105
12658150,323921.94270705467
12658300,323942.9762143934
12658450,323967.91253476625
12658600,323891.4375646323
12658750,323894.9738671128
12658900,331417.63279639144
12659050,331422.1591121811
12659200,331422.1591121811
12659350,331422.1591121811
12659500,330803.40349735186
12659650,330739.65648494725
12659800,330705.7654342364
12659950,330259.38764153514
12660100,327260.7867759237
12660250,327067.79625915585
12660400,328367.05788927985
12660550,328375.65370559593
12660700,329945.95566870144
12660850,329968.1085366362
12661000,329977.5822208475
12661150,330015.5009903989
12661300,330572.93407060264
12661450,330572.93407060264
12661600,325221.3627939847
12661750,325122.7004009959
12661900,328623.0662644141
12662050,328719.12901737716
12662200,328702.773096593
12662350,329005.2088347073
12662500,329018.36672944436
12662650,329018.36672944436
12662800,329289.35160024156
12662950,329289.35160024156
12663100,329260.380873366
12663250,328834.8657982669
12663400,329704.29759119527
12663550,329886.56331658433
12663700,327898.43065822124
12663850,326885.7078735774
12664000,326885.7078735774
12664150,326877.2464808479
12664300,326879.87543754297
12664450,326654.28839868144
12664600,327007.08886619355
12664750,326773.2797212323
12664900,326774.84173754713
12665050,326778.7268737994
12665200,326785.6077652333
12665350,324807.5204101407
12665500,324495.75127114047
12665650,324488.2692206136
12665800,324496.3429545096
12665950,324298.9727379211
12666100,324507.63723195967
12666250,324471.11933110596
12666400,324471.11933110596
12666550,324606.62711708096
12666700,324606.62711708096
12666850,324557.6342290463
12667000,324559.3199950522
12667150,324755.38927856367
12667300,324795.89981994685
12667450,324993.543637475
12667600,325172.6689450006
12667750,325230.5636818438
12667900,325239.35113207845
12668050,326241.14077735995
12668200,326436.9104149223
12668350,325305.1168881212
12668500,325867.5571398612
12668650,325869.86609336437
12668800,328036.4461470259
12668950,328004.1374935865
12669100,330976.89271476015
12669250,330976.89271476015
12669400,331756.15782248834
12669550,331780.2346919898
12669700,328492.34729177493
12669850,328360.2489363466
12670000,328381.2126013021
12670150,328384.89681182883
12670300,328561.2249530795
12670450,329122.4284463151
12670600,329567.1278394646
12670750,329263.031396519
12670900,333498.33834040933
12671050,333841.15929246065
12671200,332075.15956991597
12671350,331727.39976935147
12671500,331629.27432622045
12671650,331593.7245522478
12671800,331593.7245522478
12671950,326964.04618246644
12672100,327005.5184255296
12672250,324543.5335259049
12672400,326057.26920012414
12672550,326068.2245777774
12672700,326613.9065280514
12672850,326613.39224367257
12673000,326579.97076493915
12673150,327225.0239162207
12673300,327914.38639327924
12673450,327409.0689301541
12673600,327704.68121148867
12673750,333961.1632177576
12673900,333963.3841940302
12674050,333958.4279471023
12674200,333817.9356681455
12674350,333947.03530606924
12674500,331461.59960317134
12674650,331675.2972022238
12674800,331890.58731076855
12674950,332099.408059406
12675100,333769.3430188584
12675250,333751.4915292726
12675400,333751.4915292726
12675550,332458.52878166706
12675700,332484.0020100192
12675850,332484.0020100192
12676000,333201.5188246243
12676150,332771.87581935007
12676300,331714.9223316409
12676450,332255.659173747
12676600,332370.75040798064
12676750,332362.8626645672
12676900,330649.3407406578
12677050,331719.7488673939
12677200,331561.5257731345
12677350,331129.5577644589
12677500,332434.7633589298
12677650,334211.2305850964
12677800,334849.3095269939
12677950,335282.5643226262
12678100,335931.20262662694
12678250,333167.48995427665
12678400,333167.48995427665
12678550,349516.33078983653
12678700,349516.33078983653
12678850,349594.87320190243
12679000,349594.87320190243
12679150,349594.87320190243
12679300,349250.200438487
12679450,349250.200438487
12679600,350121.7618690244
12679750,348931.1201168829
12679900,348174.492074556
12680050,346607.4825220099
12680200,351593.4795217415
12680350,326750.5559675387
12680500,342512.2134244437
12680650,342354.32164204627
12680800,355330.3967161242
12680950,357229.5125047954
12681100,352919.6828526322
12681250,352237.28367405926
12681400,355857.94527310325
12681550,355857.94527310325
12681700,355523.36398550967
12681850,355523.36398550967
12682000,355516.2802403551
12682150,355516.2802403551
12682300,356007.7734949459
12682450,355550.70933673444
12682600,355572.2615133329
12682750,356187.1411101269
12682900,358217.21417690447
12683050,357776.2680867079
12683200,357038.06498722057
12683350,357694.83417712967
12683500,358085.4364458133
12683650,345905.41417042224
12683800,348808.7703420647
12683950,351008.6744053947
12684100,350366.67523909046
12684250,348898.21789055096
12684400,347766.18936740945
12684550,340778.5221325
12684700,336597.77959948307
12684850,353100.43236726965
12685000,359300.1603550943
12685150,362030.938924028
12685300,359487.07716392766
12685450,360154.1824270873
12685600,357880.77814338636
12685750,359165.9603133565
12685900,359165.91107996675
12686050,359821.58937954466
12686200,359821.58937954466
12686350,358587.38932737976
12686500,358446.8156349034
12686650,359060.2911500123
12686800,359634.34744661034
12686950,344111.44808846735
12687100,346311.94134584843
12687250,345979.7722388788
12687400,353219.998585034
12687550,355310.53079772275
12687700,356170.660804051
12687850,354977.9808604322
12688000,358901.132155087
12688150,358949.2303146042
12688300,358760.8140708201
12688450,357720.54280720925
12688600,358085.1198500329
12688750,349928.1020739598
12688900,347535.5623783059
12689050,347560.94975472515
12689200,347281.1902425121
12689350,347277.2928151609
12689500,356768.80547501013
12689650,347404.844652309
12689800,347404.2422015722
12689950,347174.5134222218
12690100,346063.26512442244
12690250,346063.26512442244
12690400,346063.26512442244
12690550,340107.7989556249
12690700,335842.785323707
12690850,336575.3475808078
12691000,335626.22420274146
12691150,335617.308143457
12691300,335628.308143457
12691450,335354.70974284277
12691600,333814.04313698626
12691750,324695.92973052076
12691900,314653.66891750693
12692050,315067.1911955178
12692200,331192.48301981675
12692350,338734.90386748005
12692500,337996.703436203
12692650,337996.3328306439
12692800,338372.403797995
12692950,338049.8771265314
12693100,338673.2088759522
12693250,339150.714963097
12693400,339503.04313191475
12693550,339011.60398145096
12693700,338883.2882275477
12693850,338487.690799943
12694000,338807.265482107
12694150,340529.2853696135
12694300,340529.2853696135
12694450,341391.7800960937
12694600,341470.9262059178
12694750,341361.3009597805
12694900,341361.3009597805
12695050,348786.55896006094
12695200,348785.6039144717
12695350,348784.52882061334
12695500,348666.19794533635
12695650,337400.769733831
12695800,336758.730630228
12695950,337360.63018625387
12696100,337377.8677249818
12696250,337382.8376655082
12696400,337453.1352303025
12696550,333376.1410848783
12696700,343820.7447359682
12696850,344121.8480398151
12697000,344427.65849546983
12697150,344894.632179682
12697300,325592.5014956131
12697450,326601.62047281384
12697600,327001.9994477312
12697750,340672.4517366815
12697900,340635.4206863198
12698050,339815.97279296664
12698200,339815.97279296664
12698350,339815.97279296664
12698500,338919.34147398674
12698650,338922.3414739858
12698800,329593.71862953325
12698950,329492.6037308358
12699100,324249.4249543412
12699250,344361.93637409
12699400,344379.47196718986
12699550,344379.47196718986
12699700,344379.47196718986
12699850,344133.5353346079
12700000,343777.29754525266
12700150,343672.2138703925
12700300,343558.00518863584
12700450,342129.34227197996
12700600,341407.5585085529
12700750,342140.9976041254
12700900,343497.2742969865
12701050,343497.2742969865
12701200,344292.68219745
12701350,345239.31113871775
12701500,342351.2165969696
12701650,342351.2165969696
12701800,342473.86450416787
12701950,343475.33285569964
12702100,343684.6725793463
12702250,343825.65001094533
12702400,349903.00680498005
12702550,353097.2052627862
12702700,353097.2052627862
12702850,344296.1125455438
12703000,344141.37847624323
12703150,343546.0496953379
12703300,349755.88977998676
12703450,349755.88977998676
12703600,343840.10121612926
12703750,351794.8476688724
12703900,351797.4792478198
12704050,351797.4792478198
12704200,352967.046052023
12704350,353842.24937784433
12704500,354393.54463707324
12704650,354322.84771420475
12704800,342354.30528300797
12704950,344650.1792669649
12705100,344650.1792669649
12705250,342358.49580229586
12705400,351133.10849352274
12705550,351563.5971859498
12705700,351992.2241165973
12705850,349354.6667705782
12706000,349104.6220831422
12706150,348569.3777548278
12706300,347234.2995686272
12706450,347234.2995686272
12706600,330014.4977510245
12706750,354417.88323248824
12706900,353595.84876702906
12707050,353419.81588083593
12707200,352286.3779619261
12707350,439783.6187169208
12707500,439783.6187169208
12707650,439787.1895298912
12707800,352527.46594926674
12707950,352538.44373817235
12708100,351832.7779654335
12708250,351832.7779654335
12708400,351834.2387549072
12708550,351424.39254861797
12708700,392202.7004010677
12708850,363622.38752205804
12709000,405726.9775066853
12709150,404233.6196593477
12709300,338293.40408105415
12709450,338293.40408105415
12709600,336503.4542454905
12709750,336503.4542454905
12709900,336503.4542454905
12710050,336825.8544738988
12710200,350111.8479498898
12710350,352822.0098618472
12710500,352822.0098618472
12710650,352822.0098618472
12710800,355583.68620645074
12710950,355520.96531687217
12711100,355520.96531687217
12711250,356336.68270776875
12711400,356331.13213296595
12711550,356321.72636362247
12711700,356639.68148068775
12711850,357691.46816613845
12712000,358273.7740174536
12712150,358273.7740174536
12712300,358273.7740174536
12712450,357679.8627600525
12712600,357672.4125104979
12712750,357672.4125104979
12712900,364564.0672846141
12713050,364181.5920517754
12713200,364894.043394821
12713350,364899.422282547
12713500,359611.17961519415
12713650,360368.19443324785
12713800,360490.7105730186
12713950,360309.7485901751
12714100,361101.7860543008
12714250,366902.7858671828
12714400,361587.34838449437
12714550,361586.9441513265
12714700,364304.9208484219
12714850,363762.55360745563
12715000,364837.1765283604
12715150,361149.1401101008
12715300,361188.83359507023
12715450,360634.83556226565
12715600,360638.88487027975
12715750,360618.84864054265
12715900,360628.68052475265
12716050,360628.68052475265
12716200,360474.1646269729
12716350,360377.40965853556
12716500,360376.6944160277
12716650,359236.6972464604
12716800,353923.9312752642
12716950,354543.90368835704
12717100,385910.98597410385
12717250,385932.028927013
12717400,386018.1432004596
12717550,386054.6404657212
12717700,390946.811123697
12717850,391965.02165001346
12718000,391965.02165001346
12718150,392153.9818969669
12718300,393175.21031297673
12718450,393173.31942984764
12718600,384286.58099310874
12718750,388802.61083611933
12718900,392631.3596365796
12719050,392291.54400341393
12719200,392077.22359547
12719350,379074.48858690157
12719500,378781.7356809246
12719650,378962.2341431639
12719800,384272.63602357544
12719950,384928.38715167064
12720100,384928.38715167064
12720250,384928.38715167064
12720400,385189.4563216483
12720550,382138.9056095946
12720700,383034.2184243435
12720850,384296.01553525706
12721000,384418.22491987725
12721150,385848.96233898506
12721300,386750.5688223877
12721450,367914.4745734808
12721600,367914.02070933755
12721750,368152.6553486814
12721900,367748.72320252145
12722050,366261.13592880825
12722200,360497.5468739412
12722350,360524.0287258114
12722500,365396.68404424965
12722650,365396.68404424965
12722800,363755.9267356585
12722950,364180.9534657088
12723100,362391.0599688878
12723250,373365.19559266785
12723400,374211.9245052803
12723550,360257.7989362767
12723700,361088.77038734185
12723850,360509.05321917264
12724000,359202.34492827905
12724150,359657.8055945155
12724300,360278.6844724319
12724450,360999.45740882447
12724600,360999.45740882447
12724750,360882.3097219714
12724900,363505.85717490374
12725050,364281.7528433079
12725200,364284.2140407385
12725350,366005.48357602494
12725500,371026.5928645614
12725650,370557.1036151029
12725800,368315.8306210485
12725950,368377.10878726345
12726100,362580.57674058323
12726250,362616.1627334864
12726400,361275.1081131869
12726550,361295.7643269659
12726700,360975.02446083835
12726850,360198.97820946405
12727000,361056.35498539003
12727150,361056.35498539003
12727300,367910.23308424355
12727450,360256.6112985385
12727600,361126.1140648348
12727750,361158.5315512277
12727900,361158.5315512277
12728050,374144.88451417966
12728200,373857.68325011025
12728350,367311.4071386405
12728500,386377.257587576
12728650,386393.1096154201
12728800,386393.1096154201
12728950,385783.404770231
12729100,388358.22023622936
12729250,388713.75067410397
12729400,388986.5101186555
12729550,390002.73535621224
12729700,390159.12594311556
12729850,375406.8794464154
12730000,373087.3049705655
12730150,373609.192791763
12730300,373360.4481199158
12730450,374229.3542113749
12730600,374446.6613724956
12730750,364423.8553328645
12730900,364686.8719159621
12731050,364688.8115111976
12731200,365840.3793202559
12731350,365963.87447972834
12731500,365963.87447972834
12731650,365971.7692165715
12731800,370901.8812219542
12731950,369954.80268909043
12732100,369604.9756648653
12732250,366654.0971095828
12732400,366796.742661865
12732550,367236.8838023409
12732700,367236.8838023409
12732850,367236.8838023409
12733000,368671.4297366203
12733150,368671.4297366203
12733300,368252.7278032929
12733450,368243.51857159217
12733600,367695.8753963171
12733750,367695.44052789675
12733900,367695.44052789675
12734050,367695.44052789675
12734200,367370.8096106885
12734350,365695.81149267853
12734500,365698.0072042847
12734650,365676.76254467276
12734800,364474.5232486585
12734950,364828.91713848617
12735100,364828.91713848617
12735250,364829.23016480263
12735400,364716.6962226022
12735550,364716.6962226022
12735700,365045.24979242386
12735850,357979.5232166408
12736000,358413.99660431826
12736150,359463.05679320777
12736300,360379.2921148825
12736450,360379.2921148825
12736600,360379.2921148825
12736750,360806.9101396182
12736900,362601.030721587
12737050,362560.22332254227
12737200,368181.8189789039
12737350,370029.918999958
12737500,371282.01363487577
12737650,371333.8829828262
12737800,371120.4561730487
12737950,371120.4561730487
12738100,371404.2280920306
12738250,370811.10262700636
12738400,370831.2310934467
12738550,362832.29354765656
12738700,361788.7821754601
12738850,380024.0863558207
12739000,380717.32498417184
12739150,380714.4158694381
12739300,380714.4158694381
12739450,380714.4158694381
12739600,380714.4158694381
12739750,380971.9700503042
12739900,381913.72947076155
12740050,360421.63669575006
12740200,360421.63669575006
12740350,362754.0834927024
12740500,366009.6164753561
12740650,365434.01904093876
12740800,364900.04771214287
12740950,364020.1354430331
12741100,364039.980894634
12741250,364029.40194726683
12741400,364093.14967209595
12741550,364276.2557599621
12741700,364203.89355609583
12741850,361097.7036421252
12742000,361057.70364212734
12742150,361057.70364212734
12742300,361057.4443387606
12742450,360994.3106216772
12742600,361283.25049891253
12742750,361058.2495687532
12742900,360446.0287341394
12743050,384712.48823450366
12743200,384712.48823450366
12743350,368088.8328210192
12743500,368343.80967638653
12743650,368348.18713525136
12743800,368794.6926705149
12743950,368794.6926705149
12744100,368794.6926705149
12744250,369045.9276032496
12744400,369044.44658245536
12744550,369274.45751009963
12744700,379613.5658855827
12744850,378788.9627987377
12745000,378359.9692067269
12745150,378379.83554532705
12745300,378427.7984932116
12745450,378427.7984932116
12745600,378471.0181247904
12745750,361257.4410713888
12745900,362508.38768216677
12746050,362518.2676282049
12746200,362940.8787177092
12746350,362940.8787177092
12746500,367402.4718533153
12746650,367208.8944069598
12746800,367246.34873875865
12746950,367231.0563898113
12747100,359441.3702121167
12747250,359610.0836619727
12747400,364648.1689390409
12747550,364648.1689390409
12747700,365362.3039877973
12747850,365362.3039877973
12748000,364635.07221807336
12748150,364599.83121669834
12748300,364599.3530610239
12748450,364865.1662155977
12748600,364865.1662155977
12748750,364865.1662155977
12748900,365375.96088003466
12749050,365375.96088003466
12749200,365377.1144730847
12749350,365182.3870997466
12749500,363822.2821125081
12749650,363492.6474942287
12749800,363555.9090144533
12749950,363648.2395477296
12750100,363653.1547577293
12750250,363653.1547577293
12750400,363720.07151782286
12750550,364136.30209415924
12750700,368889.2520634967
12750850,368889.2520634967
12751000,368673.6673646882
12751150,363661.6871081238
12751300,363660.266055492
12751450,363706.720668869
12751600,364225.81331820594
12751750,364494.30830607185
12751900,364495.18225344026
12752050,364344.63042451104
12752200,364344.63042451104
12752350,364280.15382894257
12752500,364280.15382894257
12752650,364283.0485657848
12752800,364283.0485657848
12752950,364118.1013498494
12753100,364113.4155391466
12753250,364113.4155391466
12753400,364113.4155391466
12753550,364444.2283583108
12753700,364692.7414824961
12753850,368046.8877781114
12754000,368782.6813393157
12754150,365298.7469534474
12754300,364365.1201136746
12754450,364381.4527298017
12754600,370102.3103148205
12754750,370116.52445166314
12754900,370328.874025728
12755050,370679.2167753944
12755200,370679.2167753944
12755350,370434.3102361433
12755500,370446.6940256165
12755650,370431.80002701783
12755800,370431.87849927635
12755950,370557.3599222696
12756100,370575.85647529014
12756250,371224.0206510469
12756400,371224.0206510469
12756550,371224.23182686674
12756700,371428.1962806906
12756850,371428.5249098807
12757000,372849.39042267954
12757150,373097.52725417516
12757300,364986.6991828394
12757450,364986.6991828394
12757600,364988.47006568714
12757750,370942.1931856448
12757900,371301.3333233973
12758050,367787.38692313805
12758200,372663.0109811099
12758350,372663.0109811099
12758500,365929.43354018225
12758650,365927.61452285486
12758800,365943.52914523345
12758950,366178.3206906508
12759100,366173.5358773128
12759250,366243.765294608
12759400,375025.82487186353
12759550,375401.36702235724
12759700,374923.4491888278
12759850,374923.4491888278
12760000,370052.37908980454
12760150,369884.53818492644
12760300,369634.0633954588
12760450,369634.0633954588
12760600,369630.04769433726
12760750,369622.17436304427
12760900,369860.85127532406
12761050,370059.6852920923
12761200,370059.9638263883
12761350,369127.0953843198
12761500,376914.9620520109
12761650,376914.9620520109
12761800,376934.41687199
12761950,376583.5735675273
12762100,369944.1945718284
12762250,370607.226635429
12762400,370352.96813080757
12762550,370613.54808847065
12762700,364587.4345590772
12762850,364599.0744157221
12763000,364351.6298323788
12763150,363580.0781005176
12763300,374321.2642177128
12763450,373791.44051632646
12763600,364142.54757206165
12763750,365009.59147083224
12763900,364404.37896528776
12764050,364080.8513725757
12764200,364125.3824490107
12764350,364125.3824490107
12764500,364125.3824490107
12764650,364418.6566654903
12764800,364329.9002889774
12764950,364373.55165386084
12765100,364386.5996548289
12765250,364540.30327329115
12765400,364683.22934708634
12765550,365303.79829253984
12765700,365303.79829253984
12765850,365495.0639209783
12766000,365874.035445305
12766150,372357.79517318023
12766300,372326.88032370614
12766450,371396.77121141733
12766600,371396.77121141733
12766750,370920.5693828966
12766900,370697.1286475695
12767050,370463.8398886015
12767200,365083.8620081529
12767350,366129.05234736146
12767500,374933.2094963719
12767650,374929.5942642591
12767800,374929.5942642591
12767950,374929.5942642591
12768100,374933.0375537318
12768250,374943.9934747848
12768400,374943.9934747848
12768550,377280.81751760026
12768700,377280.81751760026
12768850,377276.395274441
12769000,376694.1418996251
12769150,376374.2058467274
12769300,376447.8672519918
12769450,373833.0201756753
12769600,374285.2148917647
12769750,374292.38224020356
12769900,374271.9320727165
12770050,374271.9320727165
12770200,374271.9320727165
12770350,375860.13391217246
