blocknumber,reserve WBTC,reserve USDC,volume WBTC for 5% slippage
13310950,0,0,73.3863539129572
13311100,0,0,65.67500756715411
13311250,0,0,62.62438646540601
13311400,0,0,63.178301817403316
13311550,0,0,67.81201183797396
13311700,0,0,67.8051274527108
13311850,0,0,66.11414449462347
13312000,0,0,66.111197158834
13312150,0,0,63.149726313296924
13312300,0,0,63.13882119171798
13312450,0,0,63.140679611717985
13312600,0,0,63.15039433171798
13312750,0,0,65.64858102958215
13312900,0,0,63.13503886991533
13313050,0,0,65.63290470508399
13313200,0,0,67.4218905655442
13313350,0,0,67.4218905655442
13313500,0,0,64.15036466933114
13313650,0,0,67.90824418332475
13313800,0,0,67.90824418332475
13313950,0,0,70.68034899136724
13314100,0,0,70.68034899136724
13314250,0,0,64.31216002821304
13314400,0,0,66.13347046079117
13314550,0,0,69.3952478001519
13314700,0,0,64.45186798362647
13314850,0,0,62.67831295950812
13315000,0,0,67.91608294679818
13315150,0,0,64.51738429545372
13315300,0,0,67.06564572530246
13315450,0,0,64.6155165983516
13315600,0,0,62.20749351259428
13315750,0,0,62.20749351259428
13315900,0,0,65.28163460165354
13316050,0,0,65.28163460165354
13316200,0,0,69.08509061986305
13316350,0,0,69.8864988269956
13316500,0,0,69.8864988269956
13316650,0,0,68.06888984770936
13316800,0,0,68.06951572139357
13316950,0,0,69.63676435027192
13317100,0,0,64.39217149024775
13317250,0,0,63.487979904002685
13317400,0,0,63.494809886107944
13317550,0,0,60.74717358034428
13317700,0,0,62.586919480786314
13317850,0,0,67.77381814755823
13318000,0,0,67.69148898901295
13318150,0,0,67.68634262638137
13318300,0,0,67.68634262638137
13318450,0,0,67.78918888444998
13318600,0,0,69.94971344781143
13318750,0,0,63.02664189041314
13318900,0,0,69.6354759435117
13319050,0,0,69.6354759435117
13319200,0,0,67.08118141919249
13319350,0,0,70.31997136527966
13319500,0,0,70.31997136527966
13319650,0,0,67.11292271109116
13319800,0,0,68.54160354011657
13319950,0,0,68.5537639343271
13320100,0,0,68.55169836606356
13320250,0,0,69.44867699688785
13320400,0,0,69.64318609954259
13320550,0,0,69.6323720863847
13320700,0,0,66.38286327421423
13320850,0,0,66.67001483536582
13321000,0,0,62.03977634012006
13321150,0,0,62.03977634012006
13321300,0,0,65.11736005934792
13321450,0,0,65.12351647250581
13321600,0,0,65.27370330231795
13321750,0,0,64.99329647690907
13321900,0,0,64.99942218217222
13322050,0,0,63.23585280108912
13322200,0,0,64.20262637005223
13322350,0,0,64.20262637005223
13322500,0,0,60.530739286345266
13322650,0,0,60.53205507581895
13322800,0,0,63.86483582563957
13322950,0,0,67.38554868128764
13323100,0,0,67.38556467549819
13323250,0,0,70.72606041519666
13323400,0,0,68.6327177558814
13323550,0,0,65.37823638931515
13323700,0,0,65.37749553036778
13323850,0,0,69.51206328288134
13324000,0,0,66.04803086562569
13324150,0,0,66.93470706919298
13324300,0,0,72.27557475469649
13324450,0,0,72.27557475469649
13324600,0,0,70.9142567230909
13324750,0,0,68.79013655106401
13324900,0,0,68.78081556369558
13325050,0,0,69.39907184303698
13325200,0,0,69.39907184303698
13325350,0,0,69.56488990560715
13325500,0,0,69.69158361667317
13325650,0,0,69.45674769837534
13325800,0,0,73.85031183824364
13325950,0,0,68.71443289415708
13326100,0,0,68.71892766994655
13326250,0,0,71.41493936191658
13326400,0,0,68.39837712915634
13326550,0,0,68.34105793905088
13326700,0,0,66.49747896713431
13326850,0,0,66.49784188923958
13327000,0,0,66.18770993404934
13327150,0,0,62.62899520905942
13327300,0,0,67.39752837484352
13327450,0,0,69.15540678502454
13327600,0,0,69.15780999239297
13327750,0,0,69.15780999239297
13327900,0,0,71.73743659504741
13328050,0,0,66.16517962075979
13328200,0,0,65.90303042228868
13328350,0,0,71.07422945327355
13328500,0,0,66.92092481048309
13328650,0,0,71.77372834320128
13328800,0,0,66.00311766739986
13328950,0,0,69.36972952807804
13329100,0,0,70.92205154844505
13329250,0,0,70.91739784791928
13329400,0,0,70.91771363739296
13329550,0,0,66.39082859213511
13329700,0,0,72.89962845490386
13329850,0,0,72.90468246753544
13330000,0,0,68.74874047239005
13330150,0,0,67.6746720731981
13330300,0,0,67.66817140772052
13330450,0,0,72.16999618010136
13330600,0,0,72.72336206677792
13330750,0,0,72.09789556602776
13330900,0,0,65.55363481703431
13331050,0,0,62.86323491053891
13331200,0,0,64.91917822515154
13331350,0,0,73.25535851377495
13331500,0,0,73.25535851377495
13331650,0,0,72.0446574197502
13331800,0,0,75.58175897338805
13331950,0,0,75.57992572496698
13332100,0,0,75.00252689740807
13332250,0,0,70.85269756578207
13332400,0,0,72.47612058446148
13332550,0,0,71.82540251347854
13332700,0,0,76.32811541867942
13332850,0,0,76.32421989973204
13333000,0,0,75.76488457717016
13333150,0,0,66.89655020586832
13333300,0,0,70.22304710354868
13333450,0,0,69.41855075199607
13333600,0,0,69.4186528230487
13333750,0,0,73.53558765514134
13333900,0,0,73.50985682705334
13334050,0,0,73.50985682705334
13334200,0,0,71.23351270018837
13334350,0,0,68.74547838883505
13334500,0,0,68.74563494304559
13334650,0,0,72.49332147252251
13334800,0,0,72.49332147252251
13334950,0,0,70.05030524191353
13335100,0,0,66.0834703945448
13335250,0,0,71.57259912443482
13335400,0,0,66.71578192717826
13335550,0,0,66.71036320717825
13335700,0,0,66.76084180717552
13335850,0,0,65.99864172638638
13336000,0,0,65.99316240112321
13336150,0,0,72.26644202790433
13336300,0,0,73.20295840997385
13336450,0,0,73.20295840997385
13336600,0,0,73.20221442155278
13336750,0,0,67.02204397418168
13336900,0,0,67.06272716672308
13337050,0,0,68.87907736977935
13337200,0,0,71.84957008926419
13337350,0,0,71.84957008926419
13337500,0,0,67.0517076107817
13337650,0,0,67.05281248657118
13337800,0,0,67.05579511130803
13337950,0,0,69.82601353115894
13338100,0,0,67.7753909009218
13338250,0,0,67.83340974828724
13338400,0,0,67.83340974828724
13338550,0,0,67.8332152367083
13338700,0,0,67.8332152367083
13338850,0,0,67.18135007334067
13339000,0,0,67.18135007334067
13339150,0,0,72.56400088855901
13339300,0,0,72.56366905066429
13339450,0,0,72.55934193839404
13339600,0,0,68.60446808648787
13339750,0,0,68.6048932843826
13339900,0,0,68.60482421280366
13340050,0,0,68.35961448704212
13340200,0,0,71.085624283882
13340350,0,0,71.08550396967146
13340500,0,0,67.082914703334
13340650,0,0,67.082914703334
13340800,0,0,72.23275875284078
13340950,0,0,69.55617627088759
13341100,0,0,69.55617627088759
13341250,0,0,73.31693740337172
13341400,0,0,73.31693740337172
13341550,0,0,71.42468845021799
13341700,0,0,68.98927432795168
13341850,0,0,69.43711342044361
13342000,0,0,70.39678655769484
13342150,0,0,70.39628213295799
13342300,0,0,71.45455639535672
13342450,0,0,69.63670637978385
13342600,0,0,69.63670637978385
13342750,0,0,69.63670637978385
13342900,0,0,71.63422859647099
13343050,0,0,71.63422859647099
13343200,0,0,67.36595513346029
13343350,0,0,69.67422711583711
13343500,0,0,74.77475239343138
13343650,0,0,74.77475239343138
13343800,0,0,68.7832856206884
13343950,0,0,68.83454391068565
13344100,0,0,71.98078209463893
13344250,0,0,71.9777620767442
13344400,0,0,71.47781737544649
13344550,0,0,71.47303186544649
13344700,0,0,71.47303186544649
13344850,0,0,71.47303186544649
13345000,0,0,66.87684349350538
13345150,0,0,66.87684349350538
13345300,0,0,64.9639962214667
13345450,0,0,70.40880787060009
13345600,0,0,70.45267848920682
13345750,0,0,70.45297388394366
13345900,0,0,66.08428422140149
13346050,0,0,66.08421877613833
13346200,0,0,71.5869527419843
13346350,0,0,71.5869527419843
13346500,0,0,71.5869527419843
13346650,0,0,71.65597428518973
13346800,0,0,69.35446088928238
13346950,0,0,69.35446088928238
13347100,0,0,69.45390729933858
13347250,0,0,71.84745752805586
13347400,0,0,64.66438487732239
13347550,0,0,71.86664602086682
13347700,0,0,65.92958768663769
13347850,0,0,65.92958768663769
13348000,0,0,67.92480375228075
13348150,0,0,67.45256004947113
13348300,0,0,67.46802100500365
13348450,0,0,67.46802100500365
13348600,0,0,66.59996922919879
13348750,0,0,71.48041671682698
13348900,0,0,68.24698294292534
13349050,0,0,68.24698294292534
13349200,0,0,71.87662344129659
13349350,0,0,71.87717196234922
13349500,0,0,66.65863822988982
13349650,0,0,74.2697742104046
13349800,0,0,74.27194654935198
13349950,0,0,69.36087677897886
13350100,0,0,75.5351304837382
13350250,0,0,74.94946815886054
13350400,0,0,74.94946815886054
13350550,0,0,73.23338532807237
13350700,0,0,69.65958811187518
13350850,0,0,69.65958811187518
13351000,0,0,69.66003859082255
13351150,0,0,69.72334252953529
13351300,0,0,69.72334252953529
13351450,0,0,75.61286382503111
13351600,0,0,75.6100313650311
13351750,0,0,71.34312753218616
13351900,0,0,71.34944566534406
13352050,0,0,65.19115424776952
13352200,0,0,65.10906113002021
13352350,0,0,66.87907184247395
13352500,0,0,65.74347313556154
13352650,0,0,68.21933078434208
13352800,0,0,68.23493900223681
13352950,0,0,67.40193919709897
13353100,0,0,66.02098309172646
13353250,0,0,70.24193722571124
13353400,0,0,70.24266762676388
13353550,0,0,65.38202945551072
13353700,0,0,70.20159824139783
13353850,0,0,65.6399833305172
13354000,0,0,68.84303600293833
13354150,0,0,64.98162238673936
13354300,0,0,64.98162238673936
13354450,0,0,63.84990868259059
13354600,0,0,61.01504028012449
13354750,0,0,62.41401450414649
13354900,0,0,62.41401450414649
13355050,0,0,67.83325492614995
13355200,0,0,71.20490026081337
13355350,0,0,70.4250887799567
13355500,0,0,62.574827186851984
13355650,0,0,62.57482675843094
13355800,0,0,65.26964058867812
13355950,0,0,63.392810446706264
13356100,0,0,63.392810446706264
13356250,0,0,60.55677358226023
13356400,0,0,67.03493705351222
13356550,0,0,65.40118230997543
13356700,0,0,65.40118230997543
13356850,0,0,65.40118230997543
13357000,0,0,66.05281491350638
13357150,0,0,66.0560625777169
13357300,0,0,66.0560625777169
13357450,0,0,66.05653519929585
13357600,0,0,66.05692771824323
13357750,0,0,62.02038324583033
13357900,0,0,66.77623163094745
13358050,0,0,66.92152777717598
13358200,0,0,61.759076133675606
13358350,0,0,64.44844819926513
13358500,0,0,61.2279355622263
13358650,0,0,60.50699349024076
13358800,0,0,59.89975334548971
13358950,0,0,63.9724682355183
13359100,0,0,60.89107143249558
13359250,0,0,60.76365438297305
13359400,0,0,60.013584356324074
13359550,0,0,60.013584356324074
13359700,0,0,62.66709942742463
13359850,0,0,59.446086201201574
13360000,0,0,59.45882068699105
13360150,0,0,59.06963641368439
13360300,0,0,59.06963641368439
13360450,0,0,59.89128103367563
13360600,0,0,62.89930117158244
13360750,0,0,61.50859844588762
13360900,0,0,57.59839675135283
13361050,0,0,57.8867279694746
13361200,0,0,58.12214222216244
13361350,0,0,57.844216300660385
13361500,0,0,57.844216300660385
13361650,0,0,54.598900377680046
13361800,0,0,53.493130502031285
13361950,0,0,53.493130502031285
13362100,0,0,54.83074319265936
13362250,0,0,55.23164284271812
13362400,0,0,58.84473857631286
13362550,0,0,61.827489795664185
13362700,0,0,59.231714824600715
13362850,0,0,59.231714824600715
13363000,0,0,59.223692516705974
13363150,0,0,56.16712489780058
13363300,0,0,55.00896339789549
13363450,0,0,55.766612068806644
13363600,0,0,55.766612068806644
13363750,0,0,54.80880366349985
13363900,0,0,55.16185688874969
13364050,0,0,54.378905797898916
13364200,0,0,54.384704772635764
13364350,0,0,52.00197480796849
13364500,0,0,64.20831956774218
13364650,0,0,60.0784161054688
13364800,0,0,61.0630822354158
13364950,0,0,57.82683203827509
13365100,0,0,55.670951786540556
13365250,0,0,55.67065325601423
13365400,0,0,57.20645154403276
13365550,0,0,51.61102939100058
13365700,0,0,49.196411656648834
13365850,0,0,49.196411656648834
13366000,0,0,52.78351225152828
13366150,0,0,59.65270835866576
13366300,0,0,59.80657560318915
13366450,0,0,58.962806065021034
13366600,0,0,58.966667096599984
13366750,0,0,58.962556422389454
13366900,0,0,59.26877127963305
13367050,0,0,57.20929110639882
13367200,0,0,58.345764200145084
13367350,0,0,58.35519395803983
13367500,0,0,61.209434724670416
13367650,0,0,55.04842259832867
13367800,0,0,55.444922394508275
13367950,0,0,53.04044746890073
13368100,0,0,53.04044746890073
13368250,0,0,57.71584386894524
13368400,0,0,53.986530938897566
13368550,0,0,53.986530938897566
13368700,0,0,51.79102290276619
13368850,0,0,61.531013319205655
13369000,0,0,64.91748692829168
13369150,0,0,59.9659858120182
13369300,0,0,59.9659858120182
13369450,0,0,56.02852724279497
13369600,0,0,56.02852724279497
13369750,0,0,56.02852724279497
13369900,0,0,55.44553613359686
13370050,0,0,59.99005393542757
13370200,0,0,59.806086751045775
13370350,0,0,59.805595441045774
13370500,0,0,61.45489363583955
13370650,0,0,60.771913306267635
13370800,0,0,63.07834119832544
13370950,0,0,51.61247840901495
13371100,0,0,64.44723975398537
13371250,0,0,64.44723975398537
13371400,0,0,64.44723975398537
13371550,0,0,61.71257328276304
13371700,0,0,62.782975132142234
13371850,0,0,62.99422795475363
13372000,0,0,63.00491003843785
13372150,0,0,61.151824942146796
13372300,0,0,59.674875008882026
13372450,0,0,66.95476970506697
13372600,0,0,69.18739030887467
13372750,0,0,69.18739030887467
13372900,0,0,63.611215933180645
13373050,0,0,56.02246772954198
13373200,0,0,51.91515035742005
13373350,0,0,55.57396372794902
13373500,0,0,52.57191367157738
13373650,0,0,52.527757005742764
13373800,0,0,52.527757005742764
13373950,0,0,52.527757005742764
13374100,0,0,51.47694523281004
13374250,0,0,53.82609051047144
13374400,0,0,53.82609051047144
13374550,0,0,56.258554844254995
13374700,0,0,56.08125875511275
13374850,0,0,56.08125875511275
13375000,0,0,56.91093689496937
13375150,0,0,53.4605057768859
13375300,0,0,53.423603744810904
13375450,0,0,51.77694118424016
13375600,0,0,51.77694118424016
13375750,0,0,55.14754716674201
13375900,0,0,55.14754716674201
13376050,0,0,58.39251179485241
13376200,0,0,57.91976148711423
13376350,0,0,58.14525188710209
13376500,0,0,58.14381866289156
13376650,0,0,54.90179531786522
13376800,0,0,56.97740036011752
13376950,0,0,50.38383538465478
13377100,0,0,51.97075122007186
13377250,0,0,51.961256233756075
13377400,0,0,51.60590885401719
13377550,0,0,53.68278567430126
13377700,0,0,53.68498419141671
13377850,0,0,53.68599045194303
13378000,0,0,58.11398557812515
13378150,0,0,55.75557876757533
13378300,0,0,61.52611998293528
13378450,0,0,61.52420576398791
13378600,0,0,66.71268598066229
13378750,0,0,66.48203260787993
13378900,0,0,65.03051253688064
13379050,0,0,66.14302027821935
13379200,0,0,66.1470179166404
13379350,0,0,66.1470179166404
13379500,0,0,67.18718590099331
13379650,0,0,72.60547842253298
13379800,0,0,64.65659865406589
13379950,0,0,64.620011552079
13380100,0,0,64.620011552079
13380250,0,0,64.61708294088125
13380400,0,0,67.74929691025491
13380550,0,0,57.97242902010076
13380700,0,0,57.83277984131207
13380850,0,0,57.83277984131207
13381000,0,0,55.99730928200001
13381150,0,0,55.99662953726317
13381300,0,0,57.56454756270166
13381450,0,0,57.53903734657786
13381600,0,0,61.17722551163739
13381750,0,0,62.040544443220604
13381900,0,0,62.03868492795744
13382050,0,0,62.04129380006271
13382200,0,0,57.7995626869889
13382350,0,0,60.7239272169121
13382500,0,0,59.17224190492744
13382650,0,0,59.17224190492744
13382800,0,0,59.171808957559016
13382950,0,0,56.029410582377174
13383100,0,0,59.878551630462105
13383250,0,0,59.124185065582765
13383400,0,0,59.1294482234775
13383550,0,0,59.5215406334564
13383700,0,0,56.333821276439465
13383850,0,0,58.3392986423692
13384000,0,0,66.60094667290495
13384150,0,0,61.98811773848321
13384300,0,0,61.98196338427269
13384450,0,0,61.204424185010296
13384600,0,0,60.70213808653316
13384750,0,0,60.70142599390158
13384900,0,0,62.214548734559955
13385050,0,0,63.746996093775095
13385200,0,0,63.746996093775095
13385350,0,0,64.54209179910292
13385500,0,0,64.67602286627329
13385650,0,0,66.41735094634454
13385800,0,0,64.81941227270785
13385950,0,0,64.81941227270785
13386100,0,0,64.81941227270785
13386250,0,0,64.7335770301151
13386400,0,0,64.52601755180106
13386550,0,0,64.7545018717891
13386700,0,0,67.35935535961296
13386850,0,0,67.39598157293192
13387000,0,0,67.39598157293192
13387150,0,0,63.27739043047695
13387300,0,0,63.27739043047695
13387450,0,0,60.71801853368259
13387600,0,0,64.35761830355162
13387750,0,0,63.45774171637294
13387900,0,0,62.46576850851727
13388050,0,0,68.06209117263545
13388200,0,0,68.06248458631966
13388350,0,0,64.27409572920321
13388500,0,0,66.00052164919259
13388650,0,0,63.43695757480007
13388800,0,0,63.43695757480007
13388950,0,0,60.996299522642055
13389100,0,0,59.81793659378098
13389250,0,0,59.81860773220203
13389400,0,0,59.78696957938298
13389550,0,0,59.78696957938298
13389700,0,0,58.50753455492983
13389850,0,0,58.50753455492983
13390000,0,0,63.90391778266758
13390150,0,0,65.04926964940877
13390300,0,0,65.05624650940877
13390450,0,0,64.54180199661259
13390600,0,0,64.56376569107134
13390750,0,0,64.56376569107134
13390900,0,0,68.94527168987533
13391050,0,0,66.39033490986334
13391200,0,0,66.3877583851265
13391350,0,0,68.41897596494444
13391500,0,0,65.92829838734883
13391650,0,0,65.92829838734883
13391800,0,0,61.573904532791985
13391950,0,0,61.573904532791985
13392100,0,0,61.10370844501283
13392250,0,0,64.45176358119959
13392400,0,0,64.44647761909432
13392550,0,0,64.44647761909432
13392700,0,0,63.172965517745965
13392850,0,0,63.32751028498065
13393000,0,0,66.60913136976173
13393150,0,0,61.93656302402539
13393300,0,0,68.85567453116887
13393450,0,0,69.52554541095341
13393600,0,0,69.52554541095341
13393750,0,0,71.40769452664148
13393900,0,0,71.27128592994812
13394050,0,0,71.27189250205338
13394200,0,0,66.80021207731271
13394350,0,0,65.14284572816146
13394500,0,0,66.33909662174543
13394650,0,0,66.33926541806122
13394800,0,0,66.19942634394852
13394950,0,0,60.42257063916149
13395100,0,0,60.40800251652991
13395250,0,0,59.62431758699099
13395400,0,0,58.760199578467386
13395550,0,0,60.90479891814985
13395700,0,0,58.44433422999124
13395850,0,0,58.45326313420176
13396000,0,0,57.19361253193282
13396150,0,0,60.821931807610284
13396300,0,0,60.16329624770227
13396450,0,0,58.622683998808
13396600,0,0,58.622683998808
13396750,0,0,58.61908435565011
13396900,0,0,61.43019143744955
13397050,0,0,64.25633589219787
13397200,0,0,64.25742762640839
13397350,0,0,58.056400996977565
13397500,0,0,63.73840625610426
13397650,0,0,58.46009757510629
13397800,0,0,58.46187699563261
13397950,0,0,54.050176974179834
13398100,0,0,53.62929558759216
13398250,0,0,60.36097231877045
13398400,0,0,60.36097231877045
13398550,0,0,59.97384285707475
13398700,0,0,56.428890300820434
13398850,0,0,56.221170351102195
13399000,0,0,56.22171252583904
13399150,0,0,56.424722899170554
13399300,0,0,58.13352308309209
13399450,0,0,55.672041019862405
13399600,0,0,54.67500947843271
13399750,0,0,54.67273654159061
13399900,0,0,61.70786266513296
13400050,0,0,63.24994013081573
13400200,0,0,62.9844047274199
13400350,0,0,62.98836912163043
13400500,0,0,57.94563936509086
13400650,0,0,60.95116369956992
13400800,0,0,65.32383801869386
13400950,0,0,62.053330072772965
13401100,0,0,62.05628550698349
13401250,0,0,64.15689828687043
13401400,0,0,64.15689828687043
13401550,0,0,62.30106598769708
13401700,0,0,64.53911310087774
13401850,0,0,64.40760048204679
13402000,0,0,55.75412738981513
13402150,0,0,60.06041899745756
13402300,0,0,57.48662106999622
13402450,0,0,57.18614899509512
13402600,0,0,57.18407573035827
13402750,0,0,55.902990370958904
13402900,0,0,56.740952296698026
13403050,0,0,62.15436722195577
13403200,0,0,61.0114174239667
13403350,0,0,60.819171153575866
13403500,0,0,60.643393101996914
13403650,0,0,62.203193575439755
13403800,0,0,60.33684602675163
13403950,0,0,59.94906164417239
13404100,0,0,64.9297778591209
13404250,0,0,59.18233366433184
13404400,0,0,65.04340929942893
13404550,0,0,70.35666173290325
13404700,0,0,70.35655018185061
13404850,0,0,72.06186950639
13405000,0,0,76.03707157082503
13405150,0,0,76.03707157082503
13405300,0,0,76.04972132125121
13405450,0,0,76.04972132125121
13405600,0,0,72.62851894110145
13405750,0,0,78.51550658660115
13405900,0,0,78.30716122295233
13406050,0,0,78.31048051347865
13406200,0,0,68.02451606640359
13406350,0,0,71.0434176734393
13406500,0,0,64.16997431110337
13406650,0,0,64.16997431110337
13406800,0,0,63.755494513540455
13406950,0,0,66.06059876945393
13407100,0,0,61.36553993375801
13407250,0,0,59.96837938943363
13407400,0,0,59.86226532677027
13407550,0,0,59.69693951750412
13407700,0,0,59.69693951750412
13407850,0,0,59.85927282004059
13408000,0,0,61.74495032665685
13408150,0,0,61.9417588829619
13408300,0,0,72.97296466166522
13408450,0,0,76.60188495945933
13408600,0,0,77.79758275830972
13408750,0,0,78.29690000646032
13408900,0,0,78.27179535861208
13409050,0,0,67.96684485556989
13409200,0,0,67.67900268318857
13409350,0,0,64.42635868571358
13409500,0,0,68.53095592199693
13409650,0,0,68.53095592199693
13409800,0,0,64.40597463757545
13409950,0,0,64.69624211558765
13410100,0,0,65.54257780450746
13410250,0,0,65.54252986766535
13410400,0,0,62.55059400158905
13410550,0,0,69.10106499055546
13410700,0,0,62.004812684676125
13410850,0,0,62.00676437309718
13411000,0,0,62.00676437309718
13411150,0,0,64.54520151197713
13411300,0,0,58.16865180970515
13411450,0,0,64.58224600876186
13411600,0,0,58.98987071193887
13411750,0,0,58.98504010878098
13411900,0,0,59.36762886292019
13412050,0,0,63.261901319658506
13412200,0,0,59.03955047062193
13412350,0,0,61.089640236084236
13412500,0,0,60.41165969954788
13412650,0,0,60.41165969954788
13412800,0,0,59.08004902807791
13412950,0,0,59.76475513886861
13413100,0,0,59.76475513886861
13413250,0,0,60.470360287433735
13413400,0,0,56.54572963923235
13413550,0,0,56.54572963923235
13413700,0,0,57.12646824757727
13413850,0,0,52.39921609315842
13414000,0,0,52.39921609315842
13414150,0,0,54.53009813542998
13414300,0,0,54.53009813542998
13414450,0,0,57.44545763504049
13414600,0,0,56.7018797221439
13414750,0,0,57.52231153587496
13414900,0,0,54.3489084409613
13415050,0,0,72.7889645535878
13415200,0,0,53.97487380752685
13415350,0,0,53.97487380752685
13415500,0,0,54.331854318628984
13415650,0,0,58.49568537621243
13415800,0,0,58.49543757831769
13415950,0,0,57.9784242128858
13416100,0,0,53.30519432506441
13416250,0,0,63.161440834896744
13416400,0,0,63.161440834896744
13416550,0,0,59.871263123236496
13416700,0,0,62.71218707775281
13416850,0,0,59.54910560601406
13417000,0,0,59.54728639443511
13417150,0,0,65.07112854034476
13417300,0,0,65.07337261771319
13417450,0,0,63.23820145008532
13417600,0,0,66.32447500331408
13417750,0,0,66.41663973878347
13417900,0,0,66.41663973878347
13418050,0,0,68.23664434818546
13418200,0,0,59.51948223929688
13418350,0,0,64.9990341339277
13418500,0,0,67.60222410589544
13418650,0,0,67.60222410589544
13418800,0,0,67.65912119912804
13418950,0,0,67.65912119912804
13419100,0,0,66.80559516451343
13419250,0,0,66.80559516451343
13419400,0,0,66.81423798524995
13419550,0,0,64.65836592617532
13419700,0,0,69.30974284046195
13419850,0,0,62.85944353826578
13420000,0,0,61.093679285097345
13420150,0,0,61.08293441825524
13420300,0,0,54.75777073693627
13420450,0,0,52.934735161993885
13420600,0,0,50.35254725068152
13420750,0,0,51.9818747745174
13420900,0,0,50.35401832658307
13421050,0,0,50.36418695500412
13421200,0,0,51.65124292786515
13421350,0,0,50.43732034796401
13421500,0,0,49.927609074956834
13421650,0,0,49.93113899021999
13421800,0,0,55.45871765341438
13421950,0,0,56.102148097731735
13422100,0,0,53.10874841082036
13422250,0,0,55.540205492926326
13422400,0,0,52.12424566400155
13422550,0,0,52.31709874544353
13422700,0,0,52.393695788280155
13422850,0,0,49.31921215665152
13423000,0,0,47.07927572537565
13423150,0,0,49.27447703517992
13423300,0,0,57.50516869025548
13423450,0,0,61.69947768593518
13423600,0,0,61.69986156382991
13423750,0,0,58.162595277333686
13423900,0,0,43.18817178704875
13424050,0,0,44.41708012006101
13424200,0,0,40.40739406544524
13424350,0,0,44.97791311253852
13424500,0,0,43.832476600684636
13424650,0,0,42.02562449534351
13424800,0,0,42.821474324441084
13424950,0,0,42.82516561128319
13425100,0,0,43.06672998748007
13425250,0,0,43.08555723926846
13425400,0,0,45.259904649471274
13425550,0,0,45.27056061020825
13425700,0,0,45.5244688799465
13425850,0,0,45.52409665205176
13426000,0,0,44.56953157188684
13426150,0,0,44.56953157188684
13426300,0,0,44.76867550143981
13426450,0,0,43.23604157554849
13426600,0,0,43.23462223449585
13426750,0,0,41.172720725293416
13426900,0,0,41.28877752464221
13427050,0,0,43.41101752433138
13427200,0,0,43.41101752433138
13427350,0,0,44.35624856671763
13427500,0,0,44.34888131924286
13427650,0,0,42.444807689346334
13427800,0,0,44.953804242891856
13427950,0,0,44.4685833892577
13428100,0,0,44.4685833892577
13428250,0,0,40.64122976776017
13428400,0,0,42.58412183351585
13428550,0,0,42.58316130298954
13428700,0,0,42.273985563460016
13428850,0,0,42.277686113986334
13429000,0,0,40.26258095282822
13429150,0,0,43.112498472922695
13429300,0,0,44.9901985006589
13429450,0,0,44.9901985006589
13429600,0,0,44.873716373065896
13429750,0,0,46.37341431983393
13429900,0,0,44.92704783222834
13430050,0,0,45.689253525093896
13430200,0,0,45.689253525093896
13430350,0,0,46.86858977435561
13430500,0,0,47.29547275260049
13430650,0,0,45.35125254164659
13430800,0,0,45.34862967585712
13430950,0,0,43.76370954089979
13431100,0,0,43.760214105110315
13431250,0,0,46.14044210076502
13431400,0,0,45.894639753155154
13431550,0,0,45.894639753155154
13431700,0,0,44.79134060209635
13431850,0,0,46.900860235432965
13432000,0,0,46.900860235432965
13432150,0,0,44.10820440694851
13432300,0,0,44.33013789892341
13432450,0,0,44.27098801787175
13432600,0,0,44.27098801787175
13432750,0,0,42.401289632859445
13432900,0,0,42.1572070217287
13433050,0,0,45.07934662389105
13433200,0,0,45.07805549652263
13433350,0,0,43.46739917076518
13433500,0,0,44.85218441908995
13433650,0,0,44.85218441908995
13433800,0,0,44.666865690066615
13433950,0,0,44.66767721053645
13434100,0,0,44.66963748316803
13434250,0,0,45.25105504638173
13434400,0,0,47.082156247498105
13434550,0,0,46.88765186628144
13434700,0,0,42.15155138560485
13434850,0,0,42.14853165297327
13435000,0,0,45.01394836160332
13435150,0,0,44.98945708875093
13435300,0,0,44.98945708875093
13435450,0,0,44.96106832906224
13435600,0,0,43.00283450850968
13435750,0,0,46.15017893633378
13435900,0,0,46.15017893633378
13436050,0,0,46.15017893633378
13436200,0,0,46.15017893633378
13436350,0,0,45.94051346607538
13436500,0,0,45.94354352239117
13436650,0,0,42.99039831475798
13436800,0,0,43.96796109343329
13436950,0,0,43.96796109343329
13437100,0,0,43.97014923132802
13437250,0,0,43.968422160926345
13437400,0,0,45.47319813016029
13437550,0,0,54.42766237140238
13437700,0,0,57.02159614112056
13437850,0,0,57.02159614112056
13438000,0,0,55.56919357103527
13438150,0,0,45.46137082774396
13438300,0,0,42.13637771632583
13438450,0,0,44.36115641081806
13438600,0,0,43.595109866335775
13438750,0,0,43.663145324922695
13438900,0,0,43.63969714069436
13439050,0,0,42.61357979912453
13439200,0,0,42.61404169280874
13439350,0,0,43.32671812478017
13439500,0,0,42.474850264826024
13439650,0,0,42.474850264826024
13439800,0,0,42.49497110798286
13439950,0,0,44.71738614745319
13440100,0,0,42.95775435226732
13440250,0,0,42.65096997174864
13440400,0,0,42.65084655678108
13440550,0,0,42.69851393582846
13440700,0,0,42.69917871582846
13440850,0,0,41.787602430176264
13441000,0,0,46.72320954490019
13441150,0,0,45.43995155314634
13441300,0,0,46.08895307724315
13441450,0,0,46.087953311453674
13441600,0,0,44.60718392180296
13441750,0,0,46.32433976991904
