blocknumber,reserve MKR,reserve WETH,volume MKR for 5% slippage
13329550,0,0,358.2577431541262
13329700,0,0,358.2577431541262
13329850,0,0,428.2795989944376
13330000,0,0,428.2795989944376
13330150,0,0,428.2795989944376
13330300,0,0,428.29033583654257
13330450,0,0,357.8135776324913
13330600,0,0,357.8135776324913
13330750,0,0,369.7947712336904
13330900,0,0,369.7947712336904
13331050,0,0,369.7947712336904
13331200,0,0,369.7947712336904
13331350,0,0,369.7947712336904
13331500,0,0,369.7947712336904
13331650,0,0,372.5188832366542
13331800,0,0,372.5188832366542
13331950,0,0,372.52124798823235
13332100,0,0,373.547025252836
13332250,0,0,371.7342541469364
13332400,0,0,372.5504909582226
13332550,0,0,358.2828147461075
13332700,0,0,358.6008490435667
13332850,0,0,358.6008490435667
13333000,0,0,359.6949772600853
13333150,0,0,360.30683210495965
13333300,0,0,408.8849583269399
13333450,0,0,409.2203849635067
13333600,0,0,409.9450239380638
13333750,0,0,357.45516881226297
13333900,0,0,358.2885478204945
13334050,0,0,354.66360111548966
13334200,0,0,355.9035468027623
13334350,0,0,351.55489879659854
13334500,0,0,351.55489879659854
13334650,0,0,351.55489879659854
13334800,0,0,353.2601619544939
13334950,0,0,352.32706737650005
13335100,0,0,346.7319525989617
13335250,0,0,346.90816245364965
13335400,0,0,346.2122738678976
13335550,0,0,346.2122738678976
13335700,0,0,346.2122738678976
13335850,0,0,347.90512951081837
13336000,0,0,347.87013896389817
13336150,0,0,347.87013896389817
13336300,0,0,347.87013896389817
13336450,0,0,347.87013896389817
13336600,0,0,347.89486203035904
13336750,0,0,351.38394611967163
13336900,0,0,351.38394611967163
13337050,0,0,351.2293704770304
13337200,0,0,351.2293704770304
13337350,0,0,351.2293704770304
13337500,0,0,351.7906207180322
13337650,0,0,352.00731399385313
13337800,0,0,352.00731399385313
13337950,0,0,352.00731399385313
13338100,0,0,351.3992977503676
13338250,0,0,351.3992977503676
13338400,0,0,348.1448263717857
13338550,0,0,345.2573571613186
13338700,0,0,345.2573571613186
13338850,0,0,351.3138813191679
13339000,0,0,351.74225973533413
13339150,0,0,351.74225973533413
13339300,0,0,351.3037802933621
13339450,0,0,349.6638153855636
13339600,0,0,348.99316774113214
13339750,0,0,348.6738230024246
13339900,0,0,356.1566623479441
13340050,0,0,356.1566623479441
13340200,0,0,356.32821005764094
13340350,0,0,356.32821005764094
13340500,0,0,352.72960952238066
13340650,0,0,353.3604591021664
13340800,0,0,353.3604591021664
13340950,0,0,353.8926647802333
13341100,0,0,354.73361383100894
13341250,0,0,354.1089997018913
13341400,0,0,354.8206140181352
13341550,0,0,355.08292348191173
13341700,0,0,355.46434469203507
13341850,0,0,356.7202375108615
13342000,0,0,356.7202375108615
13342150,0,0,356.09025099263425
13342300,0,0,351.88032580910686
13342450,0,0,351.88032580910686
13342600,0,0,351.88032580910686
13342750,0,0,352.86061730018884
13342900,0,0,353.62641709273413
13343050,0,0,352.9246493951858
13343200,0,0,352.0854966123707
13343350,0,0,352.5298852587406
13343500,0,0,352.3142762737374
13343650,0,0,352.374953081497
13343800,0,0,352.39271466248135
13343950,0,0,352.03712127322285
13344100,0,0,352.03712127322285
13344250,0,0,350.9307936016167
13344400,0,0,350.5987428478093
13344550,0,0,349.3205279569461
13344700,0,0,349.3205279569461
13344850,0,0,349.31981799507184
13345000,0,0,349.31981799507184
13345150,0,0,355.8133346439141
13345300,0,0,355.0294089876386
13345450,0,0,355.0294089876386
13345600,0,0,355.0313766729648
13345750,0,0,355.0313766729648
13345900,0,0,354.458076274688
13346050,0,0,354.6789725430142
13346200,0,0,354.6789725430142
13346350,0,0,354.6789725430142
13346500,0,0,354.3455023547374
13346650,0,0,353.0919748075266
13346800,0,0,354.6917927631824
13346950,0,0,354.6917927631824
13347100,0,0,354.677679894596
13347250,0,0,354.00329384946843
13347400,0,0,354.0302930985105
13347550,0,0,354.0302930985105
13347700,0,0,354.0302930985105
13347850,0,0,354.0302930985105
13348000,0,0,354.0328835873771
13348150,0,0,354.0328835873771
13348300,0,0,351.6792804957984
13348450,0,0,352.30892543759256
13348600,0,0,353.1493508044385
13348750,0,0,352.0388561091988
13348900,0,0,352.0388561091988
13349050,0,0,355.3419907077408
13349200,0,0,357.10365976991403
13349350,0,0,357.10365976991403
13349500,0,0,357.10365976991403
13349650,0,0,356.32367023556236
13349800,0,0,356.32367023556236
13349950,0,0,356.32367023556236
13350100,0,0,356.32367023556236
13350250,0,0,356.32367023556236
13350400,0,0,357.51943692753485
13350550,0,0,356.632098506533
13350700,0,0,356.47686326338487
13350850,0,0,356.4637125740345
13351000,0,0,356.95809969664896
13351150,0,0,356.95809969664896
13351300,0,0,356.95809969664896
13351450,0,0,356.95809969664896
13351600,0,0,358.4742242720984
13351750,0,0,358.36720434890213
13351900,0,0,358.36720434890213
13352050,0,0,358.36720434890213
13352200,0,0,358.36720434890213
13352350,0,0,359.3718000869082
13352500,0,0,358.2090731619997
13352650,0,0,358.52223506230564
13352800,0,0,358.52223506230564
13352950,0,0,358.8885075956481
13353100,0,0,358.81718311749626
13353250,0,0,359.90154404354814
13353400,0,0,360.2169276656699
13353550,0,0,359.6655995292808
13353700,0,0,360.76229952922176
13353850,0,0,362.50013365682616
13354000,0,0,362.50013365682616
13354150,0,0,362.50013365682616
13354300,0,0,362.50013365682616
13354450,0,0,362.50013365682616
13354600,0,0,361.40641864643976
13354750,0,0,362.156212656982
13354900,0,0,362.156212656982
13355050,0,0,362.156212656982
13355200,0,0,357.3119295855404
13355350,0,0,354.0439803960735
13355500,0,0,357.5786936288011
13355650,0,0,356.07417065365433
13355800,0,0,356.07417065365433
13355950,0,0,356.07417065365433
13356100,0,0,356.07417065365433
13356250,0,0,356.7666705374192
13356400,0,0,356.7666705374192
13356550,0,0,356.7666705374192
13356700,0,0,357.06244174832756
13356850,0,0,356.0308647327127
13357000,0,0,351.1714984679977
13357150,0,0,349.6216609088801
13357300,0,0,349.83576255646864
13357450,0,0,350.6569342708736
13357600,0,0,351.2062523839741
13357750,0,0,351.5888046599021
13357900,0,0,353.3821273150909
13358050,0,0,353.65555561788756
13358200,0,0,353.7401914842169
13358350,0,0,354.25671815494866
13358500,0,0,355.40722113740526
13358650,0,0,355.40722113740526
13358800,0,0,354.63718090594847
13358950,0,0,356.23689199632935
13359100,0,0,356.23689199632935
13359250,0,0,356.7716809940277
13359400,0,0,356.7716809940277
13359550,0,0,357.8335532317098
13359700,0,0,349.3128365688424
13359850,0,0,349.3128365688424
13360000,0,0,349.3128365688424
13360150,0,0,349.3128365688424
13360300,0,0,349.3128365688424
13360450,0,0,349.3128365688424
13360600,0,0,349.3128365688424
13360750,0,0,347.89152328808905
13360900,0,0,349.7544510659027
13361050,0,0,349.7544510659027
13361200,0,0,349.7544510659027
13361350,0,0,349.7544510659027
13361500,0,0,349.7544510659027
13361650,0,0,349.7544510659027
13361800,0,0,349.43121064749903
13361950,0,0,349.43121064749903
13362100,0,0,349.99197975666175
13362250,0,0,350.4904797566349
13362400,0,0,350.4904797566349
13362550,0,0,350.4339259178594
13362700,0,0,351.00519953675376
13362850,0,0,351.6180861719584
13363000,0,0,349.71137113195334
13363150,0,0,349.71137113195334
13363300,0,0,351.20687113187284
13363450,0,0,351.28330094711225
13363600,0,0,351.28330094711225
13363750,0,0,351.28330094711225
13363900,0,0,351.28330094711225
13364050,0,0,352.21313879519937
13364200,0,0,353.03050197184217
13364350,0,0,353.03050197184217
13364500,0,0,352.9057263449327
13364650,0,0,352.90348682113773
13364800,0,0,352.90493512044713
13364950,0,0,352.90493512044713
13365100,0,0,264.1471482623954
13365250,0,0,264.1868206265533
13365400,0,0,264.0862960654101
13365550,0,0,264.0862960654101
13365700,0,0,264.68048135112326
13365850,0,0,264.68048135112326
13366000,0,0,264.68048135112326
13366150,0,0,264.68048135112326
13366300,0,0,265.237855219503
13366450,0,0,265.237855219503
13366600,0,0,266.0952752194568
13366750,0,0,266.1497706531415
13366900,0,0,265.69264749224993
13367050,0,0,264.89568511970054
13367200,0,0,264.89568511970054
13367350,0,0,264.89568511970054
13367500,0,0,265.6079399498187
13367650,0,0,265.6079399498187
13367800,0,0,266.1493960120999
13367950,0,0,267.7354763063752
13368100,0,0,267.65652893795436
13368250,0,0,265.9567132213966
13368400,0,0,265.9567132213966
13368550,0,0,265.9567132213966
13368700,0,0,266.1681110982266
13368850,0,0,266.9297182019321
13369000,0,0,267.5049168734874
13369150,0,0,267.5049168734874
13369300,0,0,267.5049168734874
13369450,0,0,267.20748157103145
13369600,0,0,267.20748157103145
13369750,0,0,267.21253420261047
13369900,0,0,267.4966540909556
13370050,0,0,267.4966540909556
13370200,0,0,266.1856548658946
13370350,0,0,265.5998202854001
13370500,0,0,265.5998202854001
13370650,0,0,266.7109169653403
13370800,0,0,265.8659771691308
13370950,0,0,265.8659771691308
13371100,0,0,265.8659771691308
13371250,0,0,265.8629809859393
13371400,0,0,265.8629809859393
13371550,0,0,265.86742844768094
13371700,0,0,265.86742844768094
13371850,0,0,263.93864960813795
13372000,0,0,263.93864960813795
13372150,0,0,264.8329511875773
13372300,0,0,267.1242376320315
13372450,0,0,267.90597883651026
13372600,0,0,267.90597883651026
13372750,0,0,267.898394376889
13372900,0,0,267.58027617189026
13373050,0,0,267.58027617189026
13373200,0,0,267.41470035019637
13373350,0,0,267.41470035019637
13373500,0,0,267.9156864171266
13373650,0,0,267.9156864171266
13373800,0,0,267.9156864171266
13373950,0,0,267.9156864171266
13374100,0,0,266.7062932188455
13374250,0,0,266.7062932188455
13374400,0,0,266.7062932188455
13374550,0,0,266.7062932188455
13374700,0,0,266.7062932188455
13374850,0,0,266.2566603223094
13375000,0,0,266.2566603223094
13375150,0,0,266.2566603223094
13375300,0,0,266.2566603223094
13375450,0,0,266.2566603223094
13375600,0,0,266.27208084862554
13375750,0,0,267.3743440064669
13375900,0,0,267.3743440064669
13376050,0,0,266.91033580118983
13376200,0,0,266.91033580118983
13376350,0,0,266.91033580118983
13376500,0,0,266.91033580118983
13376650,0,0,267.90120462906094
13376800,0,0,267.1848403525214
13376950,0,0,266.7136632975048
13377100,0,0,266.7136632975048
13377250,0,0,266.8145638678977
13377400,0,0,265.57337887628483
13377550,0,0,265.57337887628483
13377700,0,0,265.57337887628483
13377850,0,0,267.0435810856326
13378000,0,0,264.91309836964746
13378150,0,0,265.0474044452855
13378300,0,0,265.0474044452855
13378450,0,0,265.0474044452855
13378600,0,0,265.0474044452855
13378750,0,0,263.8375754730766
13378900,0,0,263.8375754730766
13379050,0,0,265.3101593311151
13379200,0,0,266.0812578032763
13379350,0,0,266.0812578032763
13379500,0,0,266.0812578032763
13379650,0,0,266.6632708000969
13379800,0,0,266.6632708000969
13379950,0,0,266.6632708000969
13380100,0,0,266.6632708000969
13380250,0,0,266.6632708000969
13380400,0,0,266.6632708000969
13380550,0,0,267.0309537894105
13380700,0,0,265.2570357648978
13380850,0,0,265.2570357648978
13381000,0,0,265.2570357648978
13381150,0,0,265.2570357648978
13381300,0,0,265.2570357648978
13381450,0,0,265.6235107362667
13381600,0,0,265.6235107362667
13381750,0,0,265.94732289442567
13381900,0,0,265.6616583157718
13382050,0,0,265.6616583157718
13382200,0,0,265.6616583157718
13382350,0,0,265.6616583157718
13382500,0,0,265.6616583157718
13382650,0,0,265.6616583157718
13382800,0,0,265.6616583157718
13382950,0,0,265.0988353154278
13383100,0,0,265.9737278509195
13383250,0,0,264.43334419977685
13383400,0,0,266.88013327402615
13383550,0,0,266.88013327402615
13383700,0,0,266.88013327402615
13383850,0,0,266.88013327402615
13384000,0,0,266.88013327402615
13384150,0,0,265.63526417043835
13384300,0,0,265.63526417043835
13384450,0,0,265.59588258146454
13384600,0,0,265.59588258146454
13384750,0,0,265.59588258146454
13384900,0,0,265.59588258146454
13385050,0,0,265.1278703337619
13385200,0,0,265.1278703337619
13385350,0,0,265.1278703337619
13385500,0,0,265.22030961180536
13385650,0,0,265.0340781081657
13385800,0,0,264.5850987945076
13385950,0,0,263.2136957289586
13386100,0,0,263.24204671416015
13386250,0,0,263.40285763088474
13386400,0,0,263.40285763088474
13386550,0,0,263.40285763088474
13386700,0,0,263.40285763088474
13386850,0,0,262.57049923706217
13387000,0,0,263.21556027713734
13387150,0,0,263.907169060055
13387300,0,0,264.36453754861043
13387450,0,0,264.36453754861043
13387600,0,0,262.92968995140797
13387750,0,0,262.4820929493713
13387900,0,0,262.4820929493713
13388050,0,0,261.8843184176825
13388200,0,0,262.3946471890607
13388350,0,0,262.37155342960733
13388500,0,0,262.37155342960733
13388650,0,0,262.37155342960733
13388800,0,0,262.37155342960733
13388950,0,0,262.37155342960733
13389100,0,0,261.7218405264789
13389250,0,0,261.35582689427383
13389400,0,0,260.5556843305935
13389550,0,0,265.7740296635479
13389700,0,0,262.11506649427986
13389850,0,0,260.87753529762733
13390000,0,0,261.3143325939926
13390150,0,0,261.3143325939926
13390300,0,0,264.7310448572189
13390450,0,0,265.69768684914106
13390600,0,0,265.69768684914106
13390750,0,0,262.4877251832212
13390900,0,0,261.29527482154657
13391050,0,0,261.29527482154657
13391200,0,0,262.08492034953446
13391350,0,0,262.08492034953446
13391500,0,0,263.3532704657357
13391650,0,0,263.2554034105908
13391800,0,0,263.2554034105908
13391950,0,0,263.38342934654673
13392100,0,0,262.8207911418455
13392250,0,0,262.4110779929594
13392400,0,0,262.4110779929594
13392550,0,0,262.4110779929594
13392700,0,0,262.4110779929594
13392850,0,0,262.4110779929594
13393000,0,0,263.3370230719535
13393150,0,0,263.33827558157617
13393300,0,0,264.4131492153471
13393450,0,0,264.5642496496085
13393600,0,0,264.5642496496085
13393750,0,0,264.76313288389133
13393900,0,0,264.76313288389133
13394050,0,0,264.76313288389133
13394200,0,0,261.93032334585706
13394350,0,0,261.93032334585706
13394500,0,0,262.0910116086764
13394650,0,0,262.0910116086764
13394800,0,0,262.0910116086764
13394950,0,0,262.0910116086764
13395100,0,0,262.58939673388096
13395250,0,0,261.8537189193987
13395400,0,0,262.2968379931324
13395550,0,0,262.2968379931324
13395700,0,0,262.2968379931324
13395850,0,0,262.2968379931324
13396000,0,0,264.33741200921185
13396150,0,0,264.33741200921185
13396300,0,0,264.33741200921185
13396450,0,0,262.92695000603464
13396600,0,0,264.0640041539316
13396750,0,0,264.0640041539316
13396900,0,0,264.0640041539316
13397050,0,0,264.0640041539316
13397200,0,0,264.0640041539316
13397350,0,0,267.8238081754455
13397500,0,0,267.8257495591285
13397650,0,0,267.72908680743507
13397800,0,0,269.9853622251423
13397950,0,0,269.9853622251423
13398100,0,0,270.09530959356397
13398250,0,0,270.92652906093207
13398400,0,0,270.92652906093207
13398550,0,0,270.62520429452996
13398700,0,0,270.62520429452996
13398850,0,0,270.6146712269439
13399000,0,0,270.1492179414494
13399150,0,0,270.7616904678202
13399300,0,0,270.5755044260945
13399450,0,0,270.5755044260945
13399600,0,0,270.5755044260945
13399750,0,0,270.3149871982018
13399900,0,0,270.3149871982018
13400050,0,0,270.05096758243934
13400200,0,0,270.05096758243934
13400350,0,0,270.05096758243934
13400500,0,0,271.4162136400628
13400650,0,0,271.46329934480036
13400800,0,0,271.36448733018847
13400950,0,0,270.8539542643121
13401100,0,0,271.454345867046
13401250,0,0,271.454345867046
13401400,0,0,271.06485408941745
13401550,0,0,271.2795368440605
13401700,0,0,271.2795368440605
13401850,0,0,271.59550247290207
13402000,0,0,271.80595518715893
13402150,0,0,267.2299321189044
13402300,0,0,268.25254346013986
13402450,0,0,268.27661455310005
13402600,0,0,268.27661455310005
13402750,0,0,267.81455240328637
13402900,0,0,267.81455240328637
13403050,0,0,267.81455240328637
13403200,0,0,267.81455240328637
13403350,0,0,267.81455240328637
13403500,0,0,268.1467819146967
13403650,0,0,268.1467819146967
13403800,0,0,268.1467819146967
13403950,0,0,270.64907681875496
13404100,0,0,270.64907681875496
13404250,0,0,269.8086890257568
13404400,0,0,269.8086890257568
13404550,0,0,269.8086890257568
13404700,0,0,269.8086890257568
13404850,0,0,269.84102537491026
13405000,0,0,269.84102537491026
13405150,0,0,269.83038452669456
13405300,0,0,269.83038452669456
13405450,0,0,269.51635678068584
13405600,0,0,269.51635678068584
13405750,0,0,269.51635678068584
13405900,0,0,269.5952501837683
13406050,0,0,268.90237609520744
13406200,0,0,268.90237609520744
13406350,0,0,269.03847364201107
13406500,0,0,269.0384655399194
13406650,0,0,271.1377674546509
13406800,0,0,271.1377674546509
13406950,0,0,271.1377674546509
13407100,0,0,271.1377674546509
13407250,0,0,270.6707016501048
13407400,0,0,270.6707016501048
13407550,0,0,270.6707016501048
13407700,0,0,270.6707016501048
13407850,0,0,270.6707016501048
13408000,0,0,271.9243700651056
13408150,0,0,272.23971429322654
13408300,0,0,271.2214375507352
13408450,0,0,272.42716183638146
13408600,0,0,272.42716183638146
13408750,0,0,272.42716183638146
13408900,0,0,272.0338986784869
13409050,0,0,272.0023888679703
13409200,0,0,271.39769911316813
13409350,0,0,271.6632390696264
13409500,0,0,271.6632390696264
13409650,0,0,270.87582524948493
13409800,0,0,272.03495409598247
13409950,0,0,272.03495409598247
13410100,0,0,272.44455333992136
13410250,0,0,272.44455333992136
13410400,0,0,272.44455333992136
13410550,0,0,270.9073291339719
13410700,0,0,270.9389080813408
13410850,0,0,270.9389080813408
13411000,0,0,271.4445471786103
13411150,0,0,270.93483031637123
13411300,0,0,270.9402383721596
13411450,0,0,270.9402383721596
13411600,0,0,271.15076468794877
13411750,0,0,271.15076468794877
13411900,0,0,271.15076468794877
13412050,0,0,271.15076468794877
13412200,0,0,271.15076468794877
13412350,0,0,271.1517250099278
13412500,0,0,271.08804048215416
13412650,0,0,271.08804048215416
13412800,0,0,271.08804048215416
13412950,0,0,271.08804048215416
13413100,0,0,271.5044520425713
13413250,0,0,271.5044520425713
13413400,0,0,271.5044520425713
13413550,0,0,273.0201769637328
13413700,0,0,273.0201769637328
13413850,0,0,273.0201769637328
13414000,0,0,271.8577205553584
13414150,0,0,271.8577205553584
13414300,0,0,271.8577205553584
13414450,0,0,272.31599574726573
13414600,0,0,272.31599574726573
13414750,0,0,274.3111686733498
13414900,0,0,274.3111686733498
13415050,0,0,272.03672045587643
13415200,0,0,272.03672045587643
13415350,0,0,272.03672045587643
13415500,0,0,272.42707326425
13415650,0,0,271.04197126182964
13415800,0,0,271.04197126182964
13415950,0,0,271.0288147086741
13416100,0,0,272.40280614658906
13416250,0,0,273.0093166237951
13416400,0,0,273.0093166237951
13416550,0,0,273.0093166237951
13416700,0,0,273.0093166237951
13416850,0,0,273.0093166237951
13417000,0,0,273.0093166237951
13417150,0,0,274.03790049349954
13417300,0,0,274.03790049349954
13417450,0,0,274.49067133207075
13417600,0,0,274.49067133207075
13417750,0,0,274.543050543277
13417900,0,0,274.543050543277
13418050,0,0,274.4935760204925
13418200,0,0,274.4935760204925
13418350,0,0,274.3372737353283
13418500,0,0,274.619259941749
13418650,0,0,274.619259941749
13418800,0,0,275.3848151414804
13418950,0,0,275.3848151414804
13419100,0,0,277.378815141373
13419250,0,0,276.2127636820449
13419400,0,0,275.75027501218193
13419550,0,0,275.75027501218193
13419700,0,0,275.76265548292577
13419850,0,0,275.7143688475787
13420000,0,0,275.7143688475787
13420150,0,0,275.7143688475787
13420300,0,0,275.7143688475787
13420450,0,0,275.7143688475787
13420600,0,0,275.12412003789336
13420750,0,0,275.5034211339621
13420900,0,0,274.3790550474564
13421050,0,0,274.9434305496593
13421200,0,0,274.9434305496593
13421350,0,0,274.2623997590393
13421500,0,0,274.63244999571936
13421650,0,0,276.75175710247515
13421800,0,0,276.92010735710534
13421950,0,0,276.92010735710534
13422100,0,0,276.92010735710534
13422250,0,0,276.92010735710534
13422400,0,0,276.28145621748405
13422550,0,0,276.28145621748405
13422700,0,0,276.28145621748405
13422850,0,0,276.28145621748405
13423000,0,0,276.28145621748405
13423150,0,0,277.0683683585335
13423300,0,0,277.180625970515
13423450,0,0,274.8873455440869
13423600,0,0,276.4837901230558
13423750,0,0,277.5025259548575
13423900,0,0,276.39429405690686
13424050,0,0,276.57624787190906
13424200,0,0,276.57624787190906
13424350,0,0,277.2953117363533
13424500,0,0,277.2953117363533
13424650,0,0,277.2953117363533
13424800,0,0,276.6211370221328
13424950,0,0,276.6173048279975
13425100,0,0,276.6173048279975
13425250,0,0,274.65377536689994
13425400,0,0,274.65377536689994
13425550,0,0,274.65377536689994
13425700,0,0,274.65377536689994
13425850,0,0,274.65377536689994
13426000,0,0,274.65377536689994
13426150,0,0,274.65377536689994
13426300,0,0,274.065555561132
13426450,0,0,274.065555561132
13426600,0,0,274.065555561132
13426750,0,0,276.0595555610247
13426900,0,0,276.018339237536
13427050,0,0,276.0183392375369
13427200,0,0,276.0183392375369
13427350,0,0,276.58734227196624
13427500,0,0,276.58734227196624
13427650,0,0,276.57235063981295
13427800,0,0,276.90258845516234
13427950,0,0,276.8767920914668
13428100,0,0,275.86177921969477
13428250,0,0,275.86177921969477
13428400,0,0,275.86177921969477
13428550,0,0,275.4596733585987
13428700,0,0,275.63347039858934
13428850,0,0,275.3266797328787
13429000,0,0,275.3266797328787
13429150,0,0,275.3183348725578
13429300,0,0,275.5932588662775
13429450,0,0,273.4543501292949
13429600,0,0,273.4543501292949
13429750,0,0,273.4543501292949
13429900,0,0,274.9462003739775
13430050,0,0,276.49228703268125
13430200,0,0,275.89707465399385
13430350,0,0,274.6111531066766
13430500,0,0,273.65907341490924
13430650,0,0,273.65907341490924
13430800,0,0,273.64730954732966
13430950,0,0,273.64730954732966
13431100,0,0,273.64730954732966
13431250,0,0,273.64730954732966
13431400,0,0,273.64730954732966
13431550,0,0,273.64730954732966
13431700,0,0,273.64730954732966
13431850,0,0,275.19694103382585
13432000,0,0,274.6905496774459
13432150,0,0,274.6905496774459
13432300,0,0,275.10991875414925
13432450,0,0,275.0652725769474
13432600,0,0,275.0652725769474
13432750,0,0,275.0652725769474
13432900,0,0,275.0652725769474
13433050,0,0,275.0652725769474
13433200,0,0,275.0652725769474
13433350,0,0,275.67635936749645
13433500,0,0,275.7694020865651
13433650,0,0,275.25205936877893
13433800,0,0,275.25205936877893
13433950,0,0,275.25205936877893
13434100,0,0,275.75728401490574
13434250,0,0,275.75728401490574
13434400,0,0,275.75728401490574
13434550,0,0,274.9715137740396
13434700,0,0,274.9715137740396
13434850,0,0,274.9715137740396
13435000,0,0,275.82240428157917
13435150,0,0,275.7845727978386
13435300,0,0,275.7845727978386
13435450,0,0,277.1141541690441
13435600,0,0,277.1656007367063
13435750,0,0,277.1656007367063
13435900,0,0,277.20475008281653
13436050,0,0,277.12675371020293
13436200,0,0,277.1553298396765
13436350,0,0,276.18430466940856
13436500,0,0,276.0774625681928
13436650,0,0,276.0774625681928
13436800,0,0,276.5632091136566
13436950,0,0,276.5438093138026
13437100,0,0,276.5438093138026
13437250,0,0,274.70908483932834
13437400,0,0,274.70908483932834
13437550,0,0,275.7060848392747
13437700,0,0,275.7060848392747
13437850,0,0,275.71497554704445
13438000,0,0,276.3493575448749
13438150,0,0,275.11838151544333
13438300,0,0,275.56507466994907
13438450,0,0,275.9912026652234
13438600,0,0,278.4653413903178
13438750,0,0,278.4653413903178
13438900,0,0,278.47494802296194
13439050,0,0,277.28466112726153
13439200,0,0,277.28466112726153
13439350,0,0,277.9217835154021
13439500,0,0,277.9217835154021
13439650,0,0,279.47522340660936
13439800,0,0,279.42421866555003
13439950,0,0,281.28021070727044
13440100,0,0,281.77393008020516
13440250,0,0,281.77393008020516
13440400,0,0,282.30024586967943
13440550,0,0,282.30024586967943
13440700,0,0,281.1242535034421
13440850,0,0,280.7350215880174
13441000,0,0,280.7350215880174
13441150,0,0,280.7350215880174
13441300,0,0,280.3805712293056
13441450,0,0,282.1274016953545
13441600,0,0,282.1274016953545
13441750,0,0,281.43563989326515
13441900,0,0,278.2110408405835
13442050,0,0,278.2110408405835
13442200,0,0,278.2110408405835
13442350,0,0,278.4599112689759
13442500,0,0,278.4599112689759
13442650,0,0,278.4599112689759
13442800,0,0,278.958411268949
13442950,0,0,278.958411268949
13443100,0,0,278.97667556501347
13443250,0,0,279.0111964161253
13443400,0,0,279.0111964161253
13443550,0,0,280.98960004104345
13443700,0,0,280.98960004104345
13443850,0,0,280.09385104228465
13444000,0,0,280.09385104228465
13444150,0,0,280.09385104228465
13444300,0,0,280.09385104228465
13444450,0,0,280.09385104228465
13444600,0,0,280.09385104228465
13444750,0,0,280.1009334075478
13444900,0,0,280.1009334075478
13445050,0,0,280.59521941780156
13445200,0,0,278.8198339838901
13445350,0,0,278.8198339838901
13445500,0,0,277.9279581134707
13445650,0,0,277.9279581134707
13445800,0,0,278.35758211443783
13445950,0,0,278.7642806753785
13446100,0,0,279.3226586868451
13446250,0,0,282.2160770668511
13446400,0,0,282.2160770668511
13446550,0,0,282.2160770668511
13446700,0,0,282.27749412483706
13446850,0,0,282.27749412483706
13447000,0,0,282.27749412483706
13447150,0,0,282.27749412483706
13447300,0,0,282.2551021490625
13447450,0,0,282.2551021490625
13447600,0,0,282.24974580569585
13447750,0,0,280.7275927576765
13447900,0,0,280.7275927576765
13448050,0,0,283.3427433246735
13448200,0,0,283.3427433246735
13448350,0,0,281.9152522190347
13448500,0,0,281.95721694867143
13448650,0,0,282.1769925228836
13448800,0,0,283.22289794514165
13448950,0,0,280.4114524897359
13449100,0,0,280.4114524897359
13449250,0,0,280.4114524897359
13449400,0,0,281.483770790318
13449550,0,0,281.483770790318
13449700,0,0,281.46163722577603
13449850,0,0,281.46163722577603
13450000,0,0,280.51177533437476
13450150,0,0,281.8628398112089
13450300,0,0,281.36189119171945
13450450,0,0,281.95839734229435
13450600,0,0,281.234063558408
13450750,0,0,281.584558644636
13450900,0,0,282.2138283884117
13451050,0,0,282.8447343610517
13451200,0,0,283.0117023249197
13451350,0,0,283.8968729783285
13451500,0,0,283.89116514884813
13451650,0,0,283.89116514884813
13451800,0,0,283.89116514884813
13451950,0,0,283.89116514884813
13452100,0,0,283.89116514884813
13452250,0,0,283.85128065102276
13452400,0,0,283.85128065102276
13452550,0,0,284.06961800659775
13452700,0,0,282.83236212344406
13452850,0,0,282.8259593169524
13453000,0,0,282.2046573533727
13453150,0,0,282.2823424312411
13453300,0,0,282.2823424312411
13453450,0,0,283.8695449059257
13453600,0,0,284.69104428824784
13453750,0,0,284.3337823896042
13453900,0,0,284.32133374582605
13454050,0,0,284.32133374582605
13454200,0,0,284.3318634537205
13454350,0,0,282.70611709684533
13454500,0,0,282.30240798798866
13454650,0,0,281.8506347898553
13454800,0,0,284.6094251202301
13454950,0,0,284.6327833802342
13455100,0,0,285.0471015071379
13455250,0,0,284.9443398676554
13455400,0,0,284.9443398676554
13455550,0,0,284.9443398676554
13455700,0,0,284.95229918655474
13455850,0,0,284.95229918655474
13456000,0,0,284.95229918655474
13456150,0,0,281.7333138435627
13456300,0,0,281.7333138435627
13456450,0,0,281.7333138435627
13456600,0,0,280.9452124772041
13456750,0,0,280.76916254034484
13456900,0,0,281.79965815202667
13457050,0,0,281.76294060946765
13457200,0,0,281.76294060946765
13457350,0,0,281.7671511357832
13457500,0,0,281.7671511357832
13457650,0,0,282.3325166971219
13457800,0,0,282.3325166971219
13457950,0,0,282.3325166971219
13458100,0,0,282.3325166971219
13458250,0,0,280.91305315700606
13458400,0,0,280.91305315700606
13458550,0,0,280.91305315700606
13458700,0,0,280.932138505577
13458850,0,0,280.932138505577
13459000,0,0,283.8833593281035
13459150,0,0,282.69099868206933
13459300,0,0,282.3390020313037
13459450,0,0,282.3390020313037
13459600,0,0,282.3390020313037
13459750,0,0,282.3390020313037
13459900,0,0,282.3390020313037
13460050,0,0,282.26237788817326
13460200,0,0,289.07566847653834
13460350,0,0,289.63573105921387
13460500,0,0,289.63456738767945
13460650,0,0,289.4500080986346
