blocknumber,reserve LINK,reserve DAI,volume LINK for 5% slippage
13638400,0,0,9.628543117132272
13638550,0,0,9.628543117132272
13638700,0,0,9.628543117132272
13638850,0,0,9.628543117132272
13639000,0,0,9.628543117132272
13639150,0,0,9.628543117132272
13639300,0,0,9.628543117132272
13639450,0,0,9.628543117132272
13639600,0,0,9.628543117132272
13639750,0,0,9.628543117132272
13639900,0,0,9.628543117132272
13640050,0,0,9.628543117132272
13640200,0,0,9.628543117132272
13640350,0,0,9.628543117132272
13640500,0,0,9.628543117132272
13640650,0,0,9.628543117132272
13640800,0,0,9.628543117132272
13640950,0,0,9.628543117132272
13641100,0,0,9.628543117132272
13641250,0,0,9.628543117132272
13641400,0,0,9.628543117132272
13641550,0,0,9.628543117132272
13641700,0,0,9.628543117132272
13641850,0,0,9.628543117132272
13642000,0,0,9.628543117132272
13642150,0,0,9.628543117132272
13642300,0,0,9.628543117132272
13642450,0,0,10.269061421869088
13642600,0,0,10.269061421869088
13642750,0,0,10.269061421869088
13642900,0,0,10.269061421869088
13643050,0,0,10.269061421869088
13643200,0,0,10.269061421869088
13643350,0,0,10.269061421869088
13643500,0,0,10.269061421869088
13643650,0,0,10.269061421869088
13643800,0,0,10.269061421869088
13643950,0,0,10.269061421869088
13644100,0,0,10.269061421869088
13644250,0,0,10.269061421869088
13644400,0,0,10.269061421869088
13644550,0,0,10.269061421869088
13644700,0,0,10.100140985897132
13644850,0,0,10.100140985897132
13645000,0,0,10.100140985897132
13645150,0,0,10.113564416092654
13645300,0,0,10.113564416092654
13645450,0,0,10.113564416092654
13645600,0,0,10.113564416092654
13645750,0,0,10.113564416092654
13645900,0,0,10.113564416092654
13646050,0,0,10.113564416092654
13646200,0,0,10.113564416092654
13646350,0,0,10.113564416092654
13646500,0,0,10.113564416092654
13646650,0,0,10.113564416092654
13646800,0,0,10.113564416092654
13646950,0,0,10.113564416092654
13647100,0,0,10.113564416092654
13647250,0,0,10.113564416092654
13647400,0,0,10.113564416092654
13647550,0,0,10.113564416092654
13647700,0,0,10.113564416092654
13647850,0,0,10.113564416092654
13648000,0,0,10.113564416092654
13648150,0,0,10.113564416092654
13648300,0,0,10.113564416092654
13648450,0,0,10.113564416092654
13648600,0,0,10.113564416092654
13648750,0,0,10.113564416092654
13648900,0,0,10.113564416092654
13649050,0,0,10.113564416092654
13649200,0,0,10.113564416092654
13649350,0,0,10.113564416092654
13649500,0,0,10.113564416092654
13649650,0,0,10.113564416092654
13649800,0,0,10.113564416092654
13649950,0,0,10.113564416092654
13650100,0,0,10.113564416092654
13650250,0,0,10.113564416092654
13650400,0,0,10.113564416092654
13650550,0,0,10.113564416092654
13650700,0,0,10.113564416092654
13650850,0,0,10.113564416092654
13651000,0,0,10.113564416092654
13651150,0,0,10.113564416092654
13651300,0,0,10.113564416092654
13651450,0,0,10.113564416092654
13651600,0,0,10.113564416092654
13651750,0,0,10.113564416092654
13651900,0,0,10.113564416092654
13652050,0,0,10.113564416092654
13652200,0,0,10.113564416092654
13652350,0,0,10.113564416092654
13652500,0,0,10.113564416092654
13652650,0,0,10.113564416092654
13652800,0,0,10.113564416092654
13652950,0,0,10.113564416092654
13653100,0,0,10.113564416092654
13653250,0,0,10.113564416092654
13653400,0,0,10.113564416092654
13653550,0,0,10.113564416092654
13653700,0,0,10.113564416092654
13653850,0,0,10.113564416092654
13654000,0,0,10.113564416092654
13654150,0,0,10.113564416092654
13654300,0,0,10.113564416092654
13654450,0,0,9.874615182708222
13654600,0,0,9.874615182708222
13654750,0,0,9.874615182708222
13654900,0,0,9.874615182708222
13655050,0,0,9.874615182708222
13655200,0,0,9.874615182708222
13655350,0,0,9.874615182708222
13655500,0,0,9.874615182708222
13655650,0,0,9.874615182708222
13655800,0,0,9.874615182708222
13655950,0,0,9.874615182708222
13656100,0,0,9.874615182708222
13656250,0,0,9.874615182708222
13656400,0,0,9.874615182708222
13656550,0,0,9.874705820531236
13656700,0,0,9.874705820531236
13656850,0,0,9.874705820531236
13657000,0,0,9.874705820531236
13657150,0,0,9.874705820531236
13657300,0,0,9.874705820531236
13657450,0,0,9.874705820531236
13657600,0,0,9.874705820531236
13657750,0,0,9.874705820531236
13657900,0,0,9.874705820531236
13658050,0,0,9.874705820531236
13658200,0,0,9.874705820531236
13658350,0,0,9.874705820531236
13658500,0,0,9.874705820531236
13658650,0,0,9.874705820531236
13658800,0,0,9.874705820531236
13658950,0,0,9.874705820531236
13659100,0,0,9.874705820531236
13659250,0,0,9.874705820531236
13659400,0,0,9.874705820531236
13659550,0,0,9.874705820531236
13659700,0,0,9.874705820531236
13659850,0,0,9.874705820531236
13660000,0,0,9.874705820531236
13660150,0,0,9.874705820531236
13660300,0,0,9.874705820531236
13660450,0,0,9.874705820531236
13660600,0,0,9.874705820531236
13660750,0,0,9.874705820531236
13660900,0,0,9.874705820531236
13661050,0,0,9.874705820531236
13661200,0,0,9.874705820531236
13661350,0,0,9.874705820531236
13661500,0,0,9.874705820531236
13661650,0,0,9.874705820531236
13661800,0,0,9.874705820531236
13661950,0,0,9.874705820531236
13662100,0,0,9.874705820531236
13662250,0,0,9.874705820531236
13662400,0,0,9.874705820531236
13662550,0,0,9.874705820531236
13662700,0,0,9.874705820531236
13662850,0,0,9.874705820531236
13663000,0,0,9.874705820531236
13663150,0,0,9.874705820531236
13663300,0,0,9.874705820531236
13663450,0,0,9.874705820531236
13663600,0,0,9.874705820531236
13663750,0,0,9.874705820531236
13663900,0,0,9.874705820531236
13664050,0,0,9.874705820531236
13664200,0,0,9.874705820531236
13664350,0,0,9.874705820531236
13664500,0,0,9.874705820531236
13664650,0,0,9.874705820531236
13664800,0,0,9.874705820531236
13664950,0,0,9.874705820531236
13665100,0,0,9.874705820531236
13665250,0,0,9.874705820531236
13665400,0,0,9.874705820531236
13665550,0,0,9.874705820531236
13665700,0,0,9.874705820531236
13665850,0,0,9.874705820531236
13666000,0,0,9.874705820531236
13666150,0,0,9.874705820531236
13666300,0,0,9.874705820531236
13666450,0,0,9.874705820531236
13666600,0,0,9.874705820531236
13666750,0,0,9.874705820531236
13666900,0,0,9.874705820531236
13667050,0,0,9.874705820531236
13667200,0,0,9.874705820531236
13667350,0,0,9.874705820531236
13667500,0,0,9.874705820531236
13667650,0,0,9.874705820531236
13667800,0,0,9.874705820531236
13667950,0,0,9.874705820531236
13668100,0,0,9.874705820531236
13668250,0,0,9.874705820531236
13668400,0,0,9.874705820531236
13668550,0,0,9.874705820531236
13668700,0,0,9.874705820531236
13668850,0,0,9.874705820531236
13669000,0,0,9.874705820531236
13669150,0,0,9.874705820531236
13669300,0,0,9.874705820531236
13669450,0,0,9.874705820531236
13669600,0,0,9.874705820531236
13669750,0,0,9.874705820531236
13669900,0,0,9.874705820531236
13670050,0,0,9.874705820531236
13670200,0,0,9.874705820531236
13670350,0,0,9.874705820531236
13670500,0,0,9.874705820531236
13670650,0,0,9.874705820531236
13670800,0,0,10.005317189161165
13670950,0,0,10.005317189161165
13671100,0,0,10.005317189161165
13671250,0,0,10.005317189161165
13671400,0,0,10.005317189161165
13671550,0,0,10.005317189161165
13671700,0,0,10.005317189161165
13671850,0,0,10.005317189161165
13672000,0,0,10.005317189161165
13672150,0,0,10.005317189161165
13672300,0,0,10.005317189161165
13672450,0,0,10.005317189161165
13672600,0,0,10.005317189161165
13672750,0,0,10.005317189161165
13672900,0,0,10.005317189161165
13673050,0,0,10.005317189161165
13673200,0,0,10.005317189161165
13673350,0,0,10.005317189161165
13673500,0,0,9.775516669946601
13673650,0,0,9.775516669946601
13673800,0,0,9.775516669946601
13673950,0,0,9.775516669946601
13674100,0,0,9.775516669946601
13674250,0,0,9.775516669946601
13674400,0,0,9.775516669946601
13674550,0,0,9.775516669946601
13674700,0,0,9.775516669946601
13674850,0,0,9.775516669946601
13675000,0,0,9.775516669946601
13675150,0,0,9.775516669946601
13675300,0,0,9.775516669946601
13675450,0,0,9.775516669946601
13675600,0,0,9.920062439512922
13675750,0,0,9.920062439512922
13675900,0,0,9.920062439512922
13676050,0,0,9.920062439512922
13676200,0,0,9.920062439512922
13676350,0,0,9.920062439512922
13676500,0,0,9.920062439512922
13676650,0,0,9.920062439512922
13676800,0,0,9.920062439512922
13676950,0,0,9.920062439512922
13677100,0,0,9.920062439512922
13677250,0,0,9.920062439512922
13677400,0,0,9.920062439512922
13677550,0,0,9.920062439512922
13677700,0,0,9.920062439512922
13677850,0,0,9.97269401846032
13678000,0,0,9.97269401846032
13678150,0,0,9.97269401846032
13678300,0,0,9.97269401846032
13678450,0,0,10.080907965828718
13678600,0,0,10.080907965828718
13678750,0,0,10.080907965828718
13678900,0,0,10.080907965828718
13679050,0,0,10.080907965828718
13679200,0,0,10.080907965828718
13679350,0,0,10.080907965828718
13679500,0,0,10.080907965828718
13679650,0,0,10.080907965828718
13679800,0,0,10.080907965828718
13679950,0,0,10.080907965828718
13680100,0,0,10.080907965828718
13680250,0,0,10.080907965828718
13680400,0,0,10.080907965828718
13680550,0,0,10.080907965828718
13680700,0,0,10.080907965828718
13680850,0,0,10.080907965828718
13681000,0,0,10.080907965828718
13681150,0,0,10.080907965828718
13681300,0,0,10.080907965828718
13681450,0,0,10.080907965828718
13681600,0,0,10.080907965828718
13681750,0,0,10.080907965828718
13681900,0,0,10.080907965828718
13682050,0,0,10.080907965828718
13682200,0,0,10.080907965828718
13682350,0,0,10.080907965828718
13682500,0,0,10.080907965828718
13682650,0,0,10.080907965828718
13682800,0,0,10.080907965828718
13682950,0,0,10.080907965828718
13683100,0,0,10.080907965828718
13683250,0,0,10.080907965828718
13683400,0,0,10.080907965828718
13683550,0,0,10.080907965828718
13683700,0,0,10.080907965828718
13683850,0,0,10.080907965828718
13684000,0,0,10.080907965828718
13684150,0,0,10.080907965828718
13684300,0,0,10.080907965828718
13684450,0,0,10.080907965828718
13684600,0,0,10.080907965828718
13684750,0,0,10.080907965828718
13684900,0,0,10.080907965828718
13685050,0,0,10.080907965828718
13685200,0,0,10.080907965828718
13685350,0,0,10.080907965828718
13685500,0,0,10.080907965828718
13685650,0,0,10.080907965828718
13685800,0,0,10.080907965828718
13685950,0,0,10.080907965828718
13686100,0,0,10.080907965828718
13686250,0,0,10.080907965828718
13686400,0,0,10.080907965828718
13686550,0,0,10.080907965828718
13686700,0,0,10.080907965828718
13686850,0,0,10.080907965828718
13687000,0,0,10.080907965828718
13687150,0,0,10.080907965828718
13687300,0,0,10.080907965828718
13687450,0,0,10.080907965828718
13687600,0,0,10.080907965828718
13687750,0,0,10.080907965828718
13687900,0,0,10.080907965828718
13688050,0,0,10.080907965828718
13688200,0,0,10.080907965828718
13688350,0,0,10.080907965828718
13688500,0,0,10.080907965828718
13688650,0,0,10.080907965828718
13688800,0,0,10.080907965828718
13688950,0,0,10.080907965828718
13689100,0,0,10.080907965828718
13689250,0,0,10.080907965828718
13689400,0,0,10.080907965828718
13689550,0,0,10.438652023318955
13689700,0,0,10.438652023318955
13689850,0,0,10.438652023318955
13690000,0,0,10.438652023318955
13690150,0,0,10.438652023318955
13690300,0,0,10.438652023318955
13690450,0,0,10.438652023318955
13690600,0,0,10.438652023318955
13690750,0,0,10.438652023318955
13690900,0,0,10.438652023318955
13691050,0,0,10.438652023318955
13691200,0,0,10.438652023318955
13691350,0,0,10.438652023318955
13691500,0,0,10.438652023318955
13691650,0,0,10.438652023318955
13691800,0,0,10.438652023318955
13691950,0,0,10.438652023318955
13692100,0,0,10.438652023318955
13692250,0,0,10.438652023318955
13692400,0,0,10.438652023318955
13692550,0,0,10.438652023318955
13692700,0,0,10.438652023318955
13692850,0,0,10.438652023318955
13693000,0,0,10.438652023318955
13693150,0,0,10.438652023318955
13693300,0,0,10.438652023318955
13693450,0,0,10.438652023318955
13693600,0,0,10.438652023318955
13693750,0,0,10.438652023318955
13693900,0,0,10.438652023318955
13694050,0,0,10.438652023318955
13694200,0,0,10.438652023318955
13694350,0,0,10.438652023318955
13694500,0,0,10.438652023318955
13694650,0,0,10.438652023318955
13694800,0,0,10.438652023318955
13694950,0,0,10.438652023318955
13695100,0,0,10.438652023318955
13695250,0,0,10.438652023318955
13695400,0,0,10.438652023318955
13695550,0,0,10.438652023318955
13695700,0,0,10.438652023318955
13695850,0,0,10.438652023318955
13696000,0,0,10.438652023318955
13696150,0,0,10.438652023318955
13696300,0,0,10.438652023318955
13696450,0,0,10.438652023318955
13696600,0,0,10.438652023318955
13696750,0,0,10.438652023318955
13696900,0,0,10.438652023318955
13697050,0,0,10.438652023318955
13697200,0,0,10.438652023318955
13697350,0,0,10.438652023318955
13697500,0,0,10.438652023318955
13697650,0,0,10.438652023318955
13697800,0,0,10.438652023318955
13697950,0,0,10.438652023318955
13698100,0,0,10.438652023318955
13698250,0,0,10.438652023318955
13698400,0,0,10.438652023318955
13698550,0,0,10.438652023318955
13698700,0,0,10.438652023318955
13698850,0,0,10.438652023318955
13699000,0,0,10.438652023318955
13699150,0,0,10.438652023318955
13699300,0,0,10.438652023318955
13699450,0,0,10.438652023318955
13699600,0,0,10.438652023318955
13699750,0,0,10.438652023318955
13699900,0,0,10.438652023318955
13700050,0,0,10.438652023318955
13700200,0,0,10.438652023318955
13700350,0,0,10.438652023318955
13700500,0,0,10.438652023318955
13700650,0,0,10.438652023318955
13700800,0,0,10.438652023318955
13700950,0,0,10.438652023318955
13701100,0,0,10.438652023318955
13701250,0,0,10.438652023318955
13701400,0,0,10.438652023318955
13701550,0,0,10.438652023318955
13701700,0,0,10.438652023318955
13701850,0,0,10.438652023318955
13702000,0,0,10.438652023318955
13702150,0,0,10.438652023318955
13702300,0,0,10.438652023318955
13702450,0,0,10.438652023318955
13702600,0,0,10.438652023318955
13702750,0,0,10.438652023318955
13702900,0,0,10.438652023318955
13703050,0,0,10.438652023318955
13703200,0,0,10.438652023318955
13703350,0,0,10.438652023318955
13703500,0,0,10.438652023318955
13703650,0,0,10.438652023318955
13703800,0,0,10.438652023318955
13703950,0,0,10.438652023318955
13704100,0,0,10.438652023318955
13704250,0,0,10.438652023318955
13704400,0,0,10.438652023318955
13704550,0,0,10.438652023318955
13704700,0,0,10.438652023318955
13704850,0,0,10.438652023318955
13705000,0,0,10.438652023318955
13705150,0,0,10.438652023318955
13705300,0,0,10.438652023318955
13705450,0,0,10.438652023318955
13705600,0,0,10.438652023318955
13705750,0,0,10.438652023318955
13705900,0,0,10.438652023318955
13706050,0,0,10.438652023318955
13706200,0,0,10.438652023318955
13706350,0,0,10.438652023318955
13706500,0,0,10.438652023318955
13706650,0,0,10.438652023318955
13706800,0,0,10.438652023318955
13706950,0,0,10.438652023318955
13707100,0,0,10.438652023318955
13707250,0,0,10.438652023318955
13707400,0,0,10.438652023318955
13707550,0,0,10.438652023318955
13707700,0,0,10.438652023318955
13707850,0,0,10.438652023318955
13708000,0,0,10.438652023318955
13708150,0,0,10.410641676450442
13708300,0,0,10.410641676450442
13708450,0,0,10.410641676450442
13708600,0,0,10.410641676450442
13708750,0,0,10.410641676450442
13708900,0,0,10.410641676450442
13709050,0,0,10.410641676450442
13709200,0,0,10.410641676450442
13709350,0,0,10.410641676450442
13709500,0,0,10.410641676450442
13709650,0,0,10.410641676450442
13709800,0,0,10.410641676450442
13709950,0,0,10.410641676450442
13710100,0,0,10.410641676450442
13710250,0,0,10.410641676450442
13710400,0,0,10.410641676450442
13710550,0,0,10.410641676450442
13710700,0,0,10.410641676450442
13710850,0,0,10.410641676450442
13711000,0,0,10.410641676450442
13711150,0,0,10.410641676450442
13711300,0,0,10.410641676450442
13711450,0,0,10.410641676450442
13711600,0,0,10.410641676450442
13711750,0,0,10.410641676450442
13711900,0,0,10.410641676450442
13712050,0,0,10.410641676450442
13712200,0,0,10.410641676450442
13712350,0,0,10.410641676450442
13712500,0,0,10.410641676450442
13712650,0,0,10.410641676450442
13712800,0,0,10.410641676450442
13712950,0,0,10.410641676450442
13713100,0,0,10.410641676450442
13713250,0,0,10.410641676450442
13713400,0,0,10.410641676450442
13713550,0,0,10.410641676450442
13713700,0,0,10.410641676450442
13713850,0,0,10.410641676450442
13714000,0,0,10.410641676450442
13714150,0,0,10.410641676450442
13714300,0,0,10.410641676450442
13714450,0,0,10.410641676450442
13714600,0,0,10.410641676450442
13714750,0,0,10.410641676450442
13714900,0,0,10.410641676450442
13715050,0,0,10.410641676450442
13715200,0,0,10.410641676450442
13715350,0,0,10.410641676450442
13715500,0,0,10.410641676450442
13715650,0,0,10.410641676450442
13715800,0,0,10.410641676450442
13715950,0,0,10.410641676450442
13716100,0,0,10.410641676450442
13716250,0,0,10.410641676450442
13716400,0,0,10.097189205826712
13716550,0,0,10.097189205826712
13716700,0,0,10.097189205826712
13716850,0,0,10.097189205826712
13717000,0,0,10.097189205826712
13717150,0,0,10.097189205826712
13717300,0,0,10.097189205826712
13717450,0,0,10.097189205826712
13717600,0,0,10.097189205826712
13717750,0,0,10.097189205826712
13717900,0,0,10.097189205826712
13718050,0,0,10.097189205826712
13718200,0,0,10.097189205826712
13718350,0,0,10.097189205826712
13718500,0,0,10.097189205826712
13718650,0,0,10.097189205826712
13718800,0,0,10.097189205826712
13718950,0,0,10.097189205826712
13719100,0,0,10.097189205826712
13719250,0,0,10.097189205826712
13719400,0,0,10.097189205826712
13719550,0,0,10.097189205826712
13719700,0,0,10.097189205826712
13719850,0,0,10.097189205826712
13720000,0,0,10.097189205826712
13720150,0,0,10.097189205826712
13720300,0,0,10.097189205826712
13720450,0,0,10.097189205826712
13720600,0,0,10.097189205826712
13720750,0,0,10.097189205826712
13720900,0,0,10.097189205826712
13721050,0,0,10.097189205826712
13721200,0,0,10.097189205826712
13721350,0,0,10.097189205826712
13721500,0,0,10.097189205826712
13721650,0,0,10.097189205826712
13721800,0,0,10.097189205826712
13721950,0,0,10.097189205826712
13722100,0,0,10.097189205826712
13722250,0,0,10.097189205826712
13722400,0,0,10.097189205826712
13722550,0,0,10.097189205826712
13722700,0,0,10.097189205826712
13722850,0,0,10.097189205826712
13723000,0,0,10.097189205826712
13723150,0,0,10.097189205826712
13723300,0,0,10.097189205826712
13723450,0,0,10.097189205826712
13723600,0,0,10.097189205826712
13723750,0,0,10.097189205826712
13723900,0,0,10.097189205826712
13724050,0,0,10.097189205826712
13724200,0,0,10.097189205826712
13724350,0,0,10.097189205826712
13724500,0,0,10.097189205826712
13724650,0,0,10.097189205826712
13724800,0,0,10.097189205826712
13724950,0,0,10.097189205826712
13725100,0,0,10.097189205826712
13725250,0,0,10.097189205826712
13725400,0,0,10.289757825247623
13725550,0,0,10.289757825247623
13725700,0,0,10.289757825247623
13725850,0,0,10.289757825247623
13726000,0,0,10.289757825247623
13726150,0,0,10.289757825247623
13726300,0,0,10.289757825247623
13726450,0,0,10.289757825247623
13726600,0,0,10.289757825247623
13726750,0,0,10.279353941793861
13726900,0,0,10.279353941793861
13727050,0,0,10.279353941793861
13727200,0,0,10.279353941793861
13727350,0,0,10.279353941793861
13727500,0,0,10.077174158863418
13727650,0,0,10.077174158863418
13727800,0,0,10.077174158863418
13727950,0,0,10.077174158863418
13728100,0,0,10.077174158863418
13728250,0,0,10.077174158863418
13728400,0,0,10.077174158863418
13728550,0,0,10.077174158863418
13728700,0,0,10.077174158863418
13728850,0,0,10.077174158863418
13729000,0,0,10.077174158863418
13729150,0,0,10.077174158863418
13729300,0,0,10.077174158863418
13729450,0,0,10.077174158863418
13729600,0,0,10.077174158863418
13729750,0,0,10.077174158863418
13729900,0,0,10.077174158863418
13730050,0,0,10.077174158863418
13730200,0,0,10.077174158863418
13730350,0,0,10.077174158863418
13730500,0,0,10.077496462497582
13730650,0,0,10.077496462497582
13730800,0,0,10.077496462497582
13730950,0,0,10.077496462497582
13731100,0,0,10.077496462497582
13731250,0,0,10.077496462497582
13731400,0,0,10.077496462497582
13731550,0,0,10.077496462497582
13731700,0,0,10.077496462497582
13731850,0,0,10.077496462497582
13732000,0,0,10.077496462497582
13732150,0,0,10.340654357234431
13732300,0,0,10.340654357234431
13732450,0,0,10.340654357234431
13732600,0,0,10.340654357234431
13732750,0,0,10.340654357234431
13732900,0,0,10.340654357234431
13733050,0,0,10.340654357234431
13733200,0,0,10.340654357234431
13733350,0,0,10.340654357234431
13733500,0,0,10.340654357234431
13733650,0,0,10.340654357234431
13733800,0,0,10.340654357234431
13733950,0,0,10.340654357234431
13734100,0,0,10.340654357234431
13734250,0,0,10.340654357234431
13734400,0,0,10.340654357234431
13734550,0,0,10.340654357234431
13734700,0,0,10.340654357234431
13734850,0,0,10.340654357234431
13735000,0,0,10.340654357234431
13735150,0,0,10.340654357234431
13735300,0,0,10.340654357234431
13735450,0,0,10.340654357234431
13735600,0,0,10.340654357234431
13735750,0,0,10.340654357234431
13735900,0,0,10.340654357234431
13736050,0,0,10.340654357234431
13736200,0,0,10.340654357234431
13736350,0,0,10.340654357234431
13736500,0,0,10.340654357234431
13736650,0,0,10.340654357234431
13736800,0,0,10.340654357234431
13736950,0,0,10.340654357234431
13737100,0,0,10.340654357234431
13737250,0,0,10.340654357234431
13737400,0,0,10.340654357234431
13737550,0,0,10.340654357234431
13737700,0,0,10.340654357234431
13737850,0,0,10.340654357234431
13738000,0,0,10.340654357234431
13738150,0,0,10.340654357234431
13738300,0,0,10.340654357234431
13738450,0,0,10.340654357234431
13738600,0,0,10.340654357234431
13738750,0,0,10.340654357234431
13738900,0,0,11.603418735655456
13739050,0,0,11.603418735655456
13739200,0,0,11.603418735655456
13739350,0,0,11.603418735655456
13739500,0,0,11.603418735655456
13739650,0,0,11.603418735655456
13739800,0,0,11.603418735655456
13739950,0,0,11.603418735655456
13740100,0,0,11.603418735655456
13740250,0,0,11.603418735655456
13740400,0,0,11.603418735655456
13740550,0,0,11.603418735655456
13740700,0,0,11.603418735655456
13740850,0,0,11.603418735655456
13741000,0,0,11.603418735655456
13741150,0,0,11.603418735655456
13741300,0,0,11.603418735655456
13741450,0,0,11.603418735655456
13741600,0,0,11.603418735655456
13741750,0,0,11.603418735655456
13741900,0,0,11.045296740578298
13742050,0,0,11.045296740578298
13742200,0,0,11.045296740578298
13742350,0,0,11.045296740578298
13742500,0,0,11.045296740578298
13742650,0,0,11.045296740578298
13742800,0,0,11.045296740578298
13742950,0,0,11.045296740578298
13743100,0,0,11.045296740578298
13743250,0,0,11.045296740578298
13743400,0,0,11.045296740578298
13743550,0,0,11.045296740578298
13743700,0,0,11.045296740578298
13743850,0,0,11.045296740578298
13744000,0,0,11.045296740578298
13744150,0,0,11.045296740578298
13744300,0,0,11.045296740578298
13744450,0,0,11.045296740578298
13744600,0,0,11.045296740578298
13744750,0,0,11.045296740578298
13744900,0,0,11.045296740578298
13745050,0,0,11.045296740578298
13745200,0,0,11.045296740578298
13745350,0,0,11.045296740578298
13745500,0,0,11.045296740578298
13745650,0,0,11.045296740578298
13745800,0,0,11.045296740578298
13745950,0,0,11.045296740578298
13746100,0,0,11.045296740578298
13746250,0,0,11.045296740578298
13746400,0,0,11.045296740578298
13746550,0,0,11.045296740578298
13746700,0,0,11.045296740578298
13746850,0,0,11.045296740578298
13747000,0,0,11.045296740578298
13747150,0,0,11.045296740578298
13747300,0,0,11.045296740578298
13747450,0,0,11.045296740578298
13747600,0,0,11.045296740578298
13747750,0,0,11.045296740578298
13747900,0,0,11.045296740578298
13748050,0,0,11.045296740578298
13748200,0,0,11.045296740578298
13748350,0,0,11.045296740578298
13748500,0,0,11.045296740578298
13748650,0,0,11.045296740578298
13748800,0,0,11.045296740578298
13748950,0,0,11.045296740578298
13749100,0,0,11.045296740578298
13749250,0,0,11.045296740578298
13749400,0,0,11.045296740578298
13749550,0,0,11.045296740578298
13749700,0,0,11.045296740578298
13749850,0,0,11.045296740578298
13750000,0,0,11.045296740578298
13750150,0,0,11.045296740578298
13750300,0,0,11.045296740578298
13750450,0,0,11.045296740578298
13750600,0,0,11.623997548180999
13750750,0,0,11.623997548180999
13750900,0,0,11.623997548180999
13751050,0,0,11.623997548180999
13751200,0,0,11.623997548180999
13751350,0,0,11.623997548180999
13751500,0,0,11.623997548180999
13751650,0,0,11.623997548180999
13751800,0,0,11.623997548180999
13751950,0,0,11.623997548180999
13752100,0,0,11.623997548180999
13752250,0,0,11.623997548180999
13752400,0,0,11.623997548180999
13752550,0,0,11.623997548180999
13752700,0,0,11.623997548180999
13752850,0,0,11.623997548180999
13753000,0,0,11.623997548180999
13753150,0,0,11.623997548180999
13753300,0,0,11.623997548180999
13753450,0,0,11.623997548180999
13753600,0,0,11.623997548180999
13753750,0,0,11.623997548180999
13753900,0,0,11.623997548180999
13754050,0,0,11.623997548180999
13754200,0,0,11.623997548180999
13754350,0,0,11.623997548180999
13754500,0,0,11.623997548180999
13754650,0,0,11.623997548180999
13754800,0,0,11.623997548180999
13754950,0,0,11.623997548180999
13755100,0,0,11.623997548180999
13755250,0,0,11.623997548180999
13755400,0,0,11.422859370800072
13755550,0,0,11.422859370800072
13755700,0,0,11.422859370800072
13755850,0,0,11.153030079894652
13756000,0,0,11.153030079894652
13756150,0,0,11.153030079894652
13756300,0,0,11.153030079894652
13756450,0,0,11.153030079894652
13756600,0,0,11.153030079894652
13756750,0,0,11.153030079894652
13756900,0,0,11.153030079894652
13757050,0,0,11.153030079894652
13757200,0,0,11.153030079894652
13757350,0,0,11.153030079894652
13757500,0,0,11.153030079894652
13757650,0,0,11.153030079894652
13757800,0,0,11.153030079894652
13757950,0,0,11.153030079894652
13758100,0,0,11.153030079894652
13758250,0,0,11.153030079894652
13758400,0,0,11.153030079894652
13758550,0,0,11.153030079894652
13758700,0,0,11.153030079894652
13758850,0,0,11.153030079894652
13759000,0,0,11.153030079894652
13759150,0,0,11.153030079894652
13759300,0,0,11.153030079894652
13759450,0,0,11.153030079894652
13759600,0,0,11.153030079894652
13759750,0,0,11.153030079894652
13759900,0,0,11.153030079894652
13760050,0,0,11.153030079894652
13760200,0,0,11.153030079894652
13760350,0,0,11.153030079894652
13760500,0,0,11.153030079894652
13760650,0,0,11.153030079894652
13760800,0,0,11.153030079894652
13760950,0,0,11.153030079894652
13761100,0,0,11.153030079894652
13761250,0,0,11.153030079894652
13761400,0,0,11.153030079894652
13761550,0,0,11.153030079894652
13761700,0,0,11.153030079894652
13761850,0,0,11.153030079894652
13762000,0,0,11.153030079894652
13762150,0,0,11.153030079894652
13762300,0,0,11.153030079894652
13762450,0,0,11.153030079894652
13762600,0,0,11.153030079894652
13762750,0,0,11.153030079894652
13762900,0,0,11.153030079894652
13763050,0,0,11.153030079894652
13763200,0,0,11.153030079894652
13763350,0,0,11.153030079894652
13763500,0,0,11.153030079894652
13763650,0,0,11.153030079894652
13763800,0,0,11.153030079894652
13763950,0,0,11.153030079894652
13764100,0,0,11.153030079894652
13764250,0,0,11.153030079894652
13764400,0,0,11.153030079894652
13764550,0,0,11.153030079894652
13764700,0,0,11.153030079894652
13764850,0,0,10.851085904740618
13765000,0,0,10.851085904740618
13765150,0,0,10.851085904740618
13765300,0,0,10.851085904740618
13765450,0,0,10.851085904740618
13765600,0,0,10.851085904740618
13765750,0,0,10.851085904740618
13765900,0,0,10.851085904740618
13766050,0,0,10.851085904740618
13766200,0,0,10.851085904740618
13766350,0,0,10.851085904740618
13766500,0,0,10.851085904740618
13766650,0,0,10.851085904740618
13766800,0,0,10.851085904740618
13766950,0,0,10.851085904740618
13767100,0,0,10.851085904740618
13767250,0,0,10.851085904740618
13767400,0,0,10.851085904740618
13767550,0,0,10.851085904740618
13767700,0,0,10.851085904740618
13767850,0,0,10.851085904740618
13768000,0,0,10.851085904740618
13768150,0,0,10.851085904740618
13768300,0,0,10.851085904740618
13768450,0,0,10.851085904740618
13768600,0,0,10.851085904740618
13768750,0,0,10.851085904740618
13768900,0,0,10.851085904740618
13769050,0,0,10.851085904740618
