blocknumber,reserve LINK,reserve WETH,volume LINK for 5% slippage
13461850,0,0,114125.87456687546
13462000,0,0,189468.00043767746
13462150,0,0,189637.85619680383
13462300,0,0,194590.80743384216
13462450,0,0,193066.27837043026
13462600,0,0,192577.57413958106
13462750,0,0,192493.66120560977
13462900,0,0,192534.32696576972
13463050,0,0,191208.69762905382
13463200,0,0,195138.30138391713
13463350,0,0,180293.26441727468
13463500,0,0,188759.5813484587
13463650,0,0,188763.73646605312
13463800,0,0,189817.38979958076
13463950,0,0,187655.21661410373
13464100,0,0,187687.9071106609
13464250,0,0,187781.18693017343
13464400,0,0,190290.7883135989
13464550,0,0,177989.27268118385
13464700,0,0,180590.83782054024
13464850,0,0,181091.54381157292
13465000,0,0,181090.07065896734
13465150,0,0,181449.08711348305
13465300,0,0,186983.56836088793
13465450,0,0,192917.64055828995
13465600,0,0,190038.92537174615
13465750,0,0,190041.39778799395
13465900,0,0,190095.40474993121
13466050,0,0,190099.87801368945
13466200,0,0,188204.73595612118
13466350,0,0,184283.1908932525
13466500,0,0,184786.863556764
13466650,0,0,183508.35071236134
13466800,0,0,183666.7295275269
13466950,0,0,183663.22325117645
13467100,0,0,184253.83226414095
13467250,0,0,183345.27015408746
13467400,0,0,184627.9291857856
13467550,0,0,170686.8848917659
13467700,0,0,157120.5583215165
13467850,0,0,164040.10746652706
13468000,0,0,164026.00951653256
13468150,0,0,160111.0085142352
13468300,0,0,162571.5922350727
13468450,0,0,160680.25667502938
13468600,0,0,159372.05386346622
13468750,0,0,163785.8861350726
13468900,0,0,161713.96242328067
13469050,0,0,160758.64070163682
13469200,0,0,160758.03153479952
13469350,0,0,170232.11890332072
13469500,0,0,162229.70805832164
13469650,0,0,162183.94652152332
13469800,0,0,162235.83031081504
13469950,0,0,161940.33490933673
13470100,0,0,169992.60082473877
13470250,0,0,168393.30200180397
13470400,0,0,168309.03810780964
13470550,0,0,168309.9624966786
13470700,0,0,165137.3489527698
13470850,0,0,165506.26442214145
13471000,0,0,168793.9934078989
13471150,0,0,173887.54907816838
13471300,0,0,176947.19610905272
13471450,0,0,176932.97105062773
13471600,0,0,181771.52284647725
13471750,0,0,170365.17038910958
13471900,0,0,169827.1229440869
13472050,0,0,166552.53888669293
13472200,0,0,156656.59682326674
13472350,0,0,133857.0199360134
13472500,0,0,129681.28297952385
13472650,0,0,129137.55392754589
13472800,0,0,117472.55831446318
13472950,0,0,115668.94073857901
13473100,0,0,115867.54319879426
13473250,0,0,117051.97858906894
13473400,0,0,116480.57734418158
13473550,0,0,116297.00479740404
13473700,0,0,117923.36479196395
13473850,0,0,118906.97787435305
13474000,0,0,117305.16631403912
13474150,0,0,117570.32501983763
13474300,0,0,117413.66181360382
13474450,0,0,117230.59079388632
13474600,0,0,118010.49826637782
13474750,0,0,117554.24296371608
13474900,0,0,118369.92197181405
13475050,0,0,117282.35097084308
13475200,0,0,118449.2853966189
13475350,0,0,118527.5277691252
13475500,0,0,113344.73954803361
13475650,0,0,116515.65656761995
13475800,0,0,118065.52107632553
13475950,0,0,117961.32949292936
13476100,0,0,117454.86868650767
13476250,0,0,119918.56204824624
13476400,0,0,117147.14336493346
13476550,0,0,115599.35463322491
13476700,0,0,115599.60205782579
13476850,0,0,118092.51374175884
13477000,0,0,115288.52806959335
13477150,0,0,119241.34650350054
13477300,0,0,115089.74143138176
13477450,0,0,116198.89143656395
13477600,0,0,121346.56251337453
13477750,0,0,125766.88655313254
13477900,0,0,127115.18330619241
13478050,0,0,127113.89975722333
13478200,0,0,126579.29375457595
13478350,0,0,126289.91872503249
13478500,0,0,127541.19075359388
13478650,0,0,127327.24144016682
13478800,0,0,127334.10191729489
13478950,0,0,127353.50803537665
13479100,0,0,131459.66559070483
13479250,0,0,126112.46302993303
13479400,0,0,125996.49059622841
13479550,0,0,122242.93523392112
13479700,0,0,130083.77990591915
13479850,0,0,130368.2827232933
13480000,0,0,129678.62211943646
13480150,0,0,129124.17749721168
13480300,0,0,129082.54286927528
13480450,0,0,132309.5123177983
13480600,0,0,129720.03951738481
13480750,0,0,129706.45325691973
13480900,0,0,129706.45325691973
13481050,0,0,134384.50430016086
13481200,0,0,139631.16759371682
13481350,0,0,133205.95072341064
13481500,0,0,133212.68672707962
13481650,0,0,128934.16192224619
13481800,0,0,142948.7146768251
13481950,0,0,143156.80909435754
13482100,0,0,145513.97515630626
13482250,0,0,153562.0290253788
13482400,0,0,153249.0843941095
13482550,0,0,153319.48725917353
13482700,0,0,152799.692034151
13482850,0,0,152830.30246089847
13483000,0,0,149759.31314580367
13483150,0,0,153741.08504388272
13483300,0,0,153281.65313677755
13483450,0,0,153849.08799310768
13483600,0,0,153043.61645878144
13483750,0,0,153059.33120195116
13483900,0,0,153610.68159984794
13484050,0,0,148273.36636974124
13484200,0,0,146870.5552579178
13484350,0,0,144971.78767234142
13484500,0,0,142840.46541640288
13484650,0,0,142545.5569577062
13484800,0,0,132045.9143585275
13484950,0,0,127478.59222772741
13485100,0,0,127490.33109746664
13485250,0,0,127493.67268580047
13485400,0,0,127494.47385555657
13485550,0,0,126279.65939582804
13485700,0,0,115046.09097267433
13485850,0,0,116840.23489424445
13486000,0,0,118956.54249972776
13486150,0,0,117859.88606249857
13486300,0,0,117675.9846500659
13486450,0,0,118123.22850322332
13486600,0,0,114917.38054703678
13486750,0,0,114916.71371022532
13486900,0,0,117440.72886515791
13487050,0,0,119048.88165019784
13487200,0,0,119317.59961032441
13487350,0,0,118295.3043614019
13487500,0,0,118360.39581291101
13487650,0,0,118300.73557254164
13487800,0,0,129165.85906037301
13487950,0,0,137020.07270722528
13488100,0,0,135480.99261079307
13488250,0,0,136739.86969836627
13488400,0,0,129092.75686420331
13488550,0,0,135910.74674511896
13488700,0,0,123487.76245783537
13488850,0,0,123341.68279308482
13489000,0,0,120764.9837541834
13489150,0,0,124395.8853563467
13489300,0,0,126118.58071582214
13489450,0,0,122951.02792926208
13489600,0,0,132278.61818276264
13489750,0,0,128730.3170495678
13489900,0,0,128826.6307805979
13490050,0,0,135926.27649128114
13490200,0,0,139613.22297887562
13490350,0,0,139614.52451442776
13490500,0,0,136462.4039754304
13490650,0,0,137286.0002226659
13490800,0,0,137191.24537540536
13490950,0,0,142609.23898585653
13491100,0,0,142629.14583437965
13491250,0,0,145525.28500799445
13491400,0,0,141233.05644904557
13491550,0,0,141236.40064350367
13491700,0,0,135846.07086582825
13491850,0,0,135877.26399066363
13492000,0,0,137191.29306833446
13492150,0,0,142118.2068562711
13492300,0,0,141951.98818051637
13492450,0,0,132792.90790272906
13492600,0,0,132753.6299160712
13492750,0,0,132791.98396828957
13492900,0,0,133210.2637369163
13493050,0,0,133225.87053423474
13493200,0,0,138915.58671344392
13493350,0,0,140763.70221109362
13493500,0,0,145362.3263249069
13493650,0,0,144314.91037309007
13493800,0,0,144189.26058447338
13493950,0,0,143108.7947152714
13494100,0,0,140835.029337122
13494250,0,0,140886.5373860394
13494400,0,0,140077.36459122336
13494550,0,0,143841.72047563718
13494700,0,0,128373.22470372015
13494850,0,0,121265.42222618814
13495000,0,0,121119.70301341022
13495150,0,0,117829.39875314121
13495300,0,0,117596.98702961799
13495450,0,0,119166.5540728676
13495600,0,0,117774.98202322585
13495750,0,0,121121.42666893847
13495900,0,0,121145.59959627267
13496050,0,0,122339.22200004458
13496200,0,0,119424.8300646973
13496350,0,0,121149.98043998812
13496500,0,0,122423.07961309905
13496650,0,0,122013.87468073385
13496800,0,0,119188.09297415016
13496950,0,0,118353.21557797473
13497100,0,0,121197.5385484716
13497250,0,0,121201.26384019289
13497400,0,0,122312.59072154677
13497550,0,0,118528.5334700448
13497700,0,0,120994.95767212025
13497850,0,0,121695.44432390734
13498000,0,0,122024.95355961006
13498150,0,0,122344.80093300971
13498300,0,0,129353.3106871465
13498450,0,0,169476.47227955252
13498600,0,0,155445.80533962234
13498750,0,0,178655.92247481697
13498900,0,0,178647.00512662937
13499050,0,0,170911.57738803964
13499200,0,0,163908.07923513235
13499350,0,0,172324.11899229928
13499500,0,0,167849.91770604826
13499650,0,0,167704.13870295315
13499800,0,0,167571.88363920173
13499950,0,0,181237.1557574647
13500100,0,0,177865.55227592698
13500250,0,0,177743.96464894636
13500400,0,0,180580.06061969025
13500550,0,0,176285.1572724533
13500700,0,0,172979.82804231427
13500850,0,0,172979.82804231427
13501000,0,0,173258.20344227678
13501150,0,0,175478.07470993823
13501300,0,0,188853.0107553204
13501450,0,0,181240.97603194547
13501600,0,0,183093.37358984046
13501750,0,0,182901.36337526116
13501900,0,0,174045.74247868222
13502050,0,0,174766.30755721757
13502200,0,0,174672.1766674875
13502350,0,0,177506.9642325893
13502500,0,0,174747.8885517579
13502650,0,0,178300.54469338476
13502800,0,0,176729.98917614538
13502950,0,0,176722.57988987336
13503100,0,0,180191.32497757685
13503250,0,0,177560.03865263358
13503400,0,0,172692.33144290865
13503550,0,0,164063.85717159536
13503700,0,0,164807.8490882866
13503850,0,0,158855.79205937052
13504000,0,0,158489.85564305817
13504150,0,0,145383.1898852257
13504300,0,0,167950.51366775596
13504450,0,0,165381.04637597888
13504600,0,0,165398.29708018308
13504750,0,0,165852.34085489364
13504900,0,0,168767.86428654983
13505050,0,0,173838.9890648482
13505200,0,0,179237.21034568475
13505350,0,0,179265.82088653554
13505500,0,0,180624.1424369969
13505650,0,0,183867.22117388336
13505800,0,0,183856.97165093682
13505950,0,0,184760.75300698247
13506100,0,0,188352.04328565238
13506250,0,0,184436.5861836045
13506400,0,0,184439.56155202555
13506550,0,0,184700.77521379004
13506700,0,0,180419.64153418786
13506850,0,0,188502.0769142304
13507000,0,0,180556.52333303765
13507150,0,0,186231.19444388055
13507300,0,0,183574.3784259157
13507450,0,0,183779.9207589342
13507600,0,0,189376.1895603908
13507750,0,0,179372.11871791765
13507900,0,0,179175.29481732196
13508050,0,0,187631.36945970674
13508200,0,0,187520.76340182265
13508350,0,0,184386.68614281947
13508500,0,0,178658.41308038708
13508650,0,0,178636.50525864123
13508800,0,0,181075.8275785925
13508950,0,0,181075.8275785925
13509100,0,0,185575.36444018714
13509250,0,0,183843.12746460474
13509400,0,0,184313.9385365452
13509550,0,0,177524.09488991604
13509700,0,0,178241.40014551036
13509850,0,0,178302.58797144858
13510000,0,0,189318.91492251173
13510150,0,0,189312.97534027096
13510300,0,0,185043.42531006294
13510450,0,0,182086.57335468123
13510600,0,0,187788.1640813814
13510750,0,0,187936.45189006152
13510900,0,0,188178.73705197586
13511050,0,0,183212.50617564883
13511200,0,0,184319.748907602
13511350,0,0,191781.84383832233
13511500,0,0,191974.47966000962
13511650,0,0,187262.3280723394
13511800,0,0,188589.5005059883
13511950,0,0,177713.68115911837
13512100,0,0,185282.7622655278
13512250,0,0,185283.288581317
13512400,0,0,188586.58440281873
13512550,0,0,186616.39020025806
13512700,0,0,180445.62599909905
13512850,0,0,180542.07680713403
13513000,0,0,189891.6172160071
13513150,0,0,190160.2424670124
13513300,0,0,182720.07792395688
13513450,0,0,183589.9382952022
13513600,0,0,183551.0106359193
13513750,0,0,183974.27933566223
13513900,0,0,185157.5439084267
13514050,0,0,188149.2583623234
13514200,0,0,188308.30199079367
13514350,0,0,187687.22350526703
13514500,0,0,187692.34212116888
13514650,0,0,185550.588409703
13514800,0,0,185561.11472549243
13514950,0,0,190123.12164166264
13515100,0,0,190455.48849964482
13515250,0,0,190490.4192355795
13515400,0,0,190843.10518308677
13515550,0,0,190859.99516242923
13515700,0,0,177821.45167778077
13515850,0,0,178136.5251650334
13516000,0,0,178415.92865331186
13516150,0,0,178434.866242347
13516300,0,0,182704.6283603316
13516450,0,0,174911.40329941025
13516600,0,0,175250.72339375265
13516750,0,0,175433.54954994575
13516900,0,0,175538.31105213676
13517050,0,0,175538.64493509638
13517200,0,0,175560.1995514857
13517350,0,0,180620.21374337777
13517500,0,0,180348.88422952802
13517650,0,0,179434.65057265016
13517800,0,0,176009.82952431808
13517950,0,0,180994.323427642
13518100,0,0,180845.32654149365
13518250,0,0,167725.2677181665
13518400,0,0,167751.76440392635
13518550,0,0,180320.94181406157
13518700,0,0,180695.93186762824
13518850,0,0,180698.27947315027
13519000,0,0,178522.87863092462
13519150,0,0,180070.8065757315
13519300,0,0,176062.19994451312
13519450,0,0,176118.21891065544
13519600,0,0,176172.84900545303
13519750,0,0,167609.6807758232
13519900,0,0,167876.62297023938
13520050,0,0,167893.90345696814
13520200,0,0,167902.0842759699
13520350,0,0,168415.0522720588
13520500,0,0,167674.9517685943
13520650,0,0,168312.0677549133
13520800,0,0,171864.8223792349
13520950,0,0,171867.98327196803
13521100,0,0,170444.02960078826
13521250,0,0,174419.30834707254
13521400,0,0,152141.28830054827
13521550,0,0,165967.03665867914
13521700,0,0,165939.94513093983
13521850,0,0,162239.13827915504
13522000,0,0,154224.96219347112
13522150,0,0,105074.19898439158
13522300,0,0,108120.87085451337
13522450,0,0,104986.56322654139
13522600,0,0,104986.56322654139
13522750,0,0,104762.86916401022
13522900,0,0,104756.458266976
13523050,0,0,105379.92357572986
13523200,0,0,105549.8914778269
13523350,0,0,105584.78647782502
13523500,0,0,105842.89905792387
13523650,0,0,105689.34416029119
13523800,0,0,108963.91394913715
13523950,0,0,108508.41145126673
13524100,0,0,108447.13860710288
13524250,0,0,106840.3944633911
13524400,0,0,105876.66316672228
13524550,0,0,105876.18959836825
13524700,0,0,110528.00227755526
13524850,0,0,110748.85303037375
13525000,0,0,110703.31474043628
13525150,0,0,107930.20446171443
13525300,0,0,107918.62005801586
13525450,0,0,106359.84475050366
13525600,0,0,109785.88446484302
13525750,0,0,108353.33295443963
13525900,0,0,108333.26111966779
13526050,0,0,108311.47936866933
13526200,0,0,108978.07267111572
13526350,0,0,106770.15189614994
13526500,0,0,106771.85515736727
13526650,0,0,108959.73261223701
13526800,0,0,112412.55593426288
13526950,0,0,108420.44902243104
13527100,0,0,108461.07599196711
13527250,0,0,108449.53802079766
13527400,0,0,107637.40806460052
13527550,0,0,107517.45658154713
13527700,0,0,107516.45658154717
13527850,0,0,110574.04602308598
13528000,0,0,110397.64986093741
13528150,0,0,112095.96655677994
13528300,0,0,112095.96655677994
13528450,0,0,112045.64065299054
13528600,0,0,112075.41945119931
13528750,0,0,111781.48636560042
13528900,0,0,111780.43191784104
13529050,0,0,111814.20519327397
13529200,0,0,111618.55213784408
13529350,0,0,109422.75664892266
13529500,0,0,109460.65443326911
13529650,0,0,109833.59566797044
13529800,0,0,110684.15953837716
13529950,0,0,111496.63560346821
13530100,0,0,111530.51519443239
13530250,0,0,108471.30059578302
13530400,0,0,108471.30059578302
13530550,0,0,112728.45920135912
13530700,0,0,112202.44396235843
13530850,0,0,112416.32740536869
13531000,0,0,109716.2024231721
13531150,0,0,109950.34540406222
13531300,0,0,110365.29512158972
13531450,0,0,110233.13476710061
13531600,0,0,110697.52094706861
13531750,0,0,110107.78824628594
13531900,0,0,185950.14288991794
13532050,0,0,185931.53403136987
13532200,0,0,187251.52149611944
13532350,0,0,187731.65764839645
13532500,0,0,182485.78526038092
13532650,0,0,182507.05692676824
13532800,0,0,182511.4592176445
13532950,0,0,183314.18396574352
13533100,0,0,173656.68447663603
13533250,0,0,173656.68447663603
13533400,0,0,173683.408681899
13533550,0,0,174442.5613134386
13533700,0,0,183059.02180839528
13533850,0,0,182429.60193941448
13534000,0,0,182379.31898171143
13534150,0,0,182601.44620087458
13534300,0,0,185489.07958090818
13534450,0,0,185102.08334622788
13534600,0,0,185010.86066359933
13534750,0,0,188296.12923977006
13534900,0,0,188782.00932894106
13535050,0,0,192612.9812804346
13535200,0,0,181812.57270780683
13535350,0,0,186895.90885585194
13535500,0,0,174450.7482952875
13535650,0,0,174543.5685245175
13535800,0,0,179314.226754891
13535950,0,0,178576.7448610755
13536100,0,0,178842.74603610486
13536250,0,0,178852.5530520389
13536400,0,0,179144.62230960533
13536550,0,0,167564.51902568305
13536700,0,0,176360.3542674413
13536850,0,0,166698.10463446722
13537000,0,0,166693.7845178083
13537150,0,0,174000.81572776748
13537300,0,0,179001.18816097983
13537450,0,0,179016.0567468239
13537600,0,0,180010.24568095975
13537750,0,0,192027.29777222022
13537900,0,0,181383.92156841472
13538050,0,0,181361.35886795708
13538200,0,0,186145.1375597498
13538350,0,0,177074.34152056905
13538500,0,0,177001.81983056595
13538650,0,0,177834.48443407143
13538800,0,0,176519.49286982667
13538950,0,0,177261.13414962683
13539100,0,0,186071.6577310865
13539250,0,0,174523.32969520404
13539400,0,0,166161.7528715208
13539550,0,0,166288.03130196474
13539700,0,0,169210.53395813267
13539850,0,0,156757.39842593847
13540000,0,0,156762.6514535953
13540150,0,0,161946.10906785948
13540300,0,0,150846.30130239425
13540450,0,0,150891.18374287535
13540600,0,0,139872.86629277864
13540750,0,0,141797.4215974945
13540900,0,0,141868.54656802394
13541050,0,0,140821.98863515203
13541200,0,0,150272.72855632642
13541350,0,0,150073.06708566495
13541500,0,0,150072.54076987552
13541650,0,0,151002.63006233994
13541800,0,0,140041.9062780015
13541950,0,0,140171.51106217125
13542100,0,0,140831.15552133648
13542250,0,0,140828.26778206928
13542400,0,0,140463.2698275642
13542550,0,0,140459.87313157058
13542700,0,0,140475.47674755327
13542850,0,0,141823.48868877513
13543000,0,0,142458.21184711723
13543150,0,0,142782.6664008605
13543300,0,0,143781.9718725327
13543450,0,0,143781.93462903026
13543600,0,0,130375.14424706002
13543750,0,0,132135.0432699362
13543900,0,0,132831.7985970599
13544050,0,0,112263.01598901393
13544200,0,0,114688.54203804205
13544350,0,0,123006.06747657315
13544500,0,0,107197.43361160075
13544650,0,0,107651.63346617573
13544800,0,0,107657.85078584819
13544950,0,0,112622.99991487045
13545100,0,0,112830.8575341292
13545250,0,0,112483.39241628021
13545400,0,0,112889.68633482966
13545550,0,0,114783.33685294214
13545700,0,0,115004.93572691597
13545850,0,0,107499.93285260201
13546000,0,0,108413.5003250083
13546150,0,0,108408.11414256995
13546300,0,0,109120.06171558276
13546450,0,0,113368.21992580056
13546600,0,0,122318.12834783118
13546750,0,0,111755.26706203367
13546900,0,0,114142.77747983541
13547050,0,0,113951.55322555345
13547200,0,0,121603.37937062635
13547350,0,0,121603.37937062635
13547500,0,0,121917.2365821691
13547650,0,0,123860.18936653822
13547800,0,0,123850.45694181105
13547950,0,0,123787.42297302566
13548100,0,0,123795.55915019971
13548250,0,0,123639.63515397106
13548400,0,0,124485.73811800138
13548550,0,0,112313.00567357946
13548700,0,0,114752.37274824831
13548850,0,0,114752.37274824831
13549000,0,0,115066.2081137426
13549150,0,0,115392.13917081298
13549300,0,0,105923.8134442028
13549450,0,0,104681.46005722348
13549600,0,0,104687.7776252966
13549750,0,0,106579.93967502416
13549900,0,0,106487.77502160709
13550050,0,0,106541.52939670676
13550200,0,0,106252.4526744784
13550350,0,0,106292.43516226915
13550500,0,0,106171.60264284328
13550650,0,0,108492.25553045527
13550800,0,0,107579.71612766951
13550950,0,0,107541.03411923371
13551100,0,0,107623.2573651646
13551250,0,0,107623.2573651646
13551400,0,0,105331.63115051454
13551550,0,0,106256.00502982423
13551700,0,0,107915.16341243616
13551850,0,0,107859.25585375611
13552000,0,0,105656.16023077932
13552150,0,0,108567.09426747441
13552300,0,0,108629.11541011247
13552450,0,0,108395.45049325137
13552600,0,0,108410.47379756176
13552750,0,0,108604.65686238011
13552900,0,0,104916.30810457753
13553050,0,0,105471.22555056302
13553200,0,0,105921.18112190497
13553350,0,0,106984.04567283865
13553500,0,0,115409.99420168299
13553650,0,0,113855.5936074775
13553800,0,0,111841.13231202793
13553950,0,0,111854.2687013086
13554100,0,0,112029.75597478358
13554250,0,0,113060.37362228104
13554400,0,0,113086.96495630106
13554550,0,0,112395.75440597138
13554700,0,0,112000.21248791226
13554850,0,0,111256.04940100315
13555000,0,0,111020.82412978863
13555150,0,0,124837.78594791023
13555300,0,0,124685.13535762984
13555450,0,0,120457.94125143746
13555600,0,0,130432.73544096238
13555750,0,0,130888.91796028953
13555900,0,0,130656.99144270517
13556050,0,0,130677.46605032835
13556200,0,0,131400.62545404953
13556350,0,0,141212.30861171515
13556500,0,0,149721.33836104968
13556650,0,0,165577.80677819738
13556800,0,0,193328.20073343554
13556950,0,0,185467.23453179258
13557100,0,0,187116.33596668288
13557250,0,0,185915.98086244235
13557400,0,0,189688.92128758016
13557550,0,0,189691.07918231701
13557700,0,0,193562.7467646193
13557850,0,0,179792.2549117486
13558000,0,0,188918.9493818437
13558150,0,0,190720.56078981562
13558300,0,0,185649.99378404298
13558450,0,0,185681.21509983225
13558600,0,0,188060.89291482253
13558750,0,0,183207.67541274973
13558900,0,0,188970.09923082675
13559050,0,0,188950.79530201378
13559200,0,0,181301.24824571077
13559350,0,0,181340.12103611467
13559500,0,0,181437.6777561099
13559650,0,0,187320.86604316844
13559800,0,0,187320.86604316844
13559950,0,0,191837.42428980386
13560100,0,0,182220.18580740705
13560250,0,0,183595.14580592353
13560400,0,0,188209.92219008843
13560550,0,0,185873.02061129315
13560700,0,0,185872.778633926
13560850,0,0,189977.59334022817
13561000,0,0,178945.76605227738
13561150,0,0,179095.5005503003
13561300,0,0,175703.1384617901
13561450,0,0,175714.5600277356
13561600,0,0,175980.96854908584
13561750,0,0,176051.42469594532
13561900,0,0,165428.28705341983
13562050,0,0,167654.0840991459
13562200,0,0,167555.90429165555
13562350,0,0,167539.05772135258
13562500,0,0,169576.38555511707
13562650,0,0,169644.52112945906
13562800,0,0,169694.34315655814
13562950,0,0,171646.10227212534
13563100,0,0,171453.79622319015
13563250,0,0,171453.79622319015
13563400,0,0,171839.9314081906
13563550,0,0,171938.50614503256
13563700,0,0,171938.50614503256
13563850,0,0,171912.19035555885
13564000,0,0,157730.7618767669
13564150,0,0,157704.36474730851
13564300,0,0,158687.6612660613
13564450,0,0,158688.2403204621
13564600,0,0,162830.96279422
13564750,0,0,162648.63823966944
13564900,0,0,161723.98859921386
13565050,0,0,139886.5096726079
13565200,0,0,139899.48106799336
13565350,0,0,139920.83108787626
13565500,0,0,152397.95451664642
13565650,0,0,153151.3523267693
13565800,0,0,152447.23492218187
13565950,0,0,150072.47347845018
13566100,0,0,150227.09820979735
13566250,0,0,150441.7441754244
13566400,0,0,154091.73020938132
13566550,0,0,140202.77744337232
13566700,0,0,140198.90938269199
13566850,0,0,141257.72519239815
13567000,0,0,141020.0392665531
13567150,0,0,141382.60284102146
13567300,0,0,141412.17321480377
13567450,0,0,141248.51488024948
13567600,0,0,152779.97889464113
13567750,0,0,151108.4108224765
13567900,0,0,151055.4150861314
13568050,0,0,150792.71522852106
13568200,0,0,151010.28049795507
13568350,0,0,151012.30035534725
13568500,0,0,151165.09135713274
13568650,0,0,153230.56720866475
13568800,0,0,152959.236253677
13568950,0,0,153010.96590970998
13569100,0,0,154062.76733377457
13569250,0,0,140434.46143251093
13569400,0,0,140419.64765037489
13569550,0,0,143925.8560307742
13569700,0,0,143910.77069664886
13569850,0,0,143647.51610130345
13570000,0,0,143120.0503963235
13570150,0,0,142803.5906421904
13570300,0,0,142780.20191285512
13570450,0,0,142784.24648618983
13570600,0,0,145210.77466439392
13570750,0,0,144882.276562676
13570900,0,0,133651.83543226204
13571050,0,0,133166.30493230128
13571200,0,0,133142.9934674346
13571350,0,0,132821.56278270163
13571500,0,0,135006.26192903478
13571650,0,0,133937.37370873743
13571800,0,0,134155.0733674062
13571950,0,0,134174.04129518807
13572100,0,0,134396.89296117227
13572250,0,0,131973.1379010341
13572400,0,0,134340.46248075392
13572550,0,0,134796.12847666442
13572700,0,0,134928.95936793974
13572850,0,0,134109.30146566394
13573000,0,0,134036.2239110471
13573150,0,0,153159.001212947
13573300,0,0,143413.44948494874
13573450,0,0,141119.250119747
13573600,0,0,148969.98644084623
13573750,0,0,149021.31895145949
13573900,0,0,150933.149236413
13574050,0,0,152780.02114645415
13574200,0,0,141870.81901758467
13574350,0,0,140245.59476818008
13574500,0,0,140137.20309317744
13574650,0,0,149508.44314222614
13574800,0,0,149989.93587813835
13574950,0,0,149989.93587813835
13575100,0,0,140310.79196116797
13575250,0,0,158181.9077634347
13575400,0,0,178870.851149222
13575550,0,0,178871.1547141375
13575700,0,0,179445.23985839164
13575850,0,0,176509.44139428364
13576000,0,0,177675.8416043387
13576150,0,0,177674.8300985901
13576300,0,0,175426.14627448577
13576450,0,0,188729.77434216486
13576600,0,0,187211.15007408345
13576750,0,0,186082.3877844866
13576900,0,0,177164.7617244057
13577050,0,0,169517.14208070084
13577200,0,0,169530.62964552094
13577350,0,0,189755.7974997936
13577500,0,0,183041.22780372718
13577650,0,0,182450.0255357562
13577800,0,0,183439.4707584966
13577950,0,0,189308.55396562922
13578100,0,0,189453.15027680495
13578250,0,0,180115.72141448854
13578400,0,0,180409.8617680072
13578550,0,0,170451.2192107622
13578700,0,0,170096.84527366044
13578850,0,0,170102.19687597122
13579000,0,0,168645.7478669658
13579150,0,0,179388.3679865258
13579300,0,0,177143.4176227661
13579450,0,0,167770.88513069277
13579600,0,0,168138.83181706566
13579750,0,0,167801.38401513686
13579900,0,0,167803.75243618968
13580050,0,0,178090.50411873334
13580200,0,0,177752.7278938458
13580350,0,0,191312.2560833219
13580500,0,0,145215.04024669083
13580650,0,0,189945.419960698
13580800,0,0,187057.40428702536
13580950,0,0,187057.40428702536
13581100,0,0,195634.57413685866
13581250,0,0,195548.50799780217
13581400,0,0,195541.46522746718
13581550,0,0,198972.49906088493
13581700,0,0,189813.604945947
13581850,0,0,189853.1005186764
13582000,0,0,187271.5457556532
13582150,0,0,179860.7491005687
13582300,0,0,179855.91189014725
13582450,0,0,181660.6745220992
13582600,0,0,182014.20764981117
13582750,0,0,182022.02032218757
13582900,0,0,183298.84152162226
13583050,0,0,150144.41454722648
13583200,0,0,163347.11979770445
13583350,0,0,151939.52607097363
13583500,0,0,154408.43622337788
13583650,0,0,154405.1524575899
13583800,0,0,154721.44423277574
13583950,0,0,154747.5388355792
13584100,0,0,154688.66525319207
13584250,0,0,163661.13569433847
13584400,0,0,162945.9604536706
13584550,0,0,162762.6414540679
13584700,0,0,162756.19575559313
13584850,0,0,163014.6349497197
13585000,0,0,160551.50458665704
13585150,0,0,160439.70601015704
13585300,0,0,172070.02747675971
13585450,0,0,160611.53050804537
13585600,0,0,160603.34360888184
13585750,0,0,163026.47592040582
13585900,0,0,175910.7669431575
13586050,0,0,175916.6834138032
13586200,0,0,169285.0313537964
13586350,0,0,169847.0636398775
13586500,0,0,179217.84214355375
13586650,0,0,179215.69862951167
13586800,0,0,180389.9306572052
13586950,0,0,180353.07679692007
13587100,0,0,179965.17935477695
13587250,0,0,184067.67779188973
13587400,0,0,180502.3194537543
13587550,0,0,193352.69235094407
13587700,0,0,188938.8577728691
13587850,0,0,193464.5246688867
13588000,0,0,197721.73726150216
13588150,0,0,197551.60355192478
13588300,0,0,192864.815717702
13588450,0,0,190566.36015116336
13588600,0,0,191946.99838579752
13588750,0,0,193130.5564170507
13588900,0,0,178093.8977199166
13589050,0,0,158425.41419334317
13589200,0,0,157639.30411419866
13589350,0,0,164419.8815086429
13589500,0,0,145504.826684025
13589650,0,0,145709.9475573492
13589800,0,0,156059.98198958827
13589950,0,0,154603.62364277605
13590100,0,0,156547.65848223033
13590250,0,0,169232.2764641502
13590400,0,0,170054.3711395539
13590550,0,0,170345.29834196257
13590700,0,0,182822.81100290708
13590850,0,0,188398.0438222925
13591000,0,0,194277.9004916684
13591150,0,0,187594.26352929752
13591300,0,0,191727.19668223656
13591450,0,0,193197.63495570354
13591600,0,0,193272.26138752003
13591750,0,0,187987.7665598782
13591900,0,0,187205.61486989356
13592050,0,0,199104.98987624687
13592200,0,0,185229.8835986541
13592350,0,0,196044.98650892082
13592500,0,0,187981.03062830295
13592650,0,0,187864.94941704848
13592800,0,0,191829.38015606164
